selector,example_id,cache_example_id,rate,question,answers,prediction,rouge1,em,wall_time,selected_abs_path,error,storage_time,selection_time,selection_score_forward_time,reprocess_prefill_time,ttft,selected_doc_tokens,query_tokens,reprocess_prefill_tokens
online_fusionrag_qk,0,1,0.05,Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,"[""Maria Bello""]",Maggie Gyllenhaal,0.0,0.0,1.872470275964588,,,0.11502233427017927,0.318870360031724,0.28761544404551387,0.5419074930250645,0.9758001873269677,355,49,404
offline_chunk_qk,0,1,0.05,Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,"[""Maria Bello""]",Maggie Gyllenhaal,0.0,0.0,1.168241053353995,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate0p05/example000_offline_chunk_qk_selected_abs.json,,0.05524269910529256,0.0,0.0,0.13517959602177143,0.190422295127064,352,49,401
random_chunk,0,1,0.05,Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,"[""Maria Bello""]",Maggie Gyllenhaal,0.0,0.0,1.1023996379226446,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate0p05/example000_random_chunk_selected_abs.json,,0.06874873209744692,0.0,0.0,0.13408436113968492,0.20283309323713183,352,49,401
online_fusionrag_qk,1,2,0.05,What was the person who provided evidence to suggest the existence of the neutron a participant of?,"[""Manhattan Project""]",Tube Alloys project,0.39999999520000007,0.0,1.0330510549247265,,,0.0648333509452641,0.1043454622849822,0.10259831929579377,0.13979013310745358,0.3089689463376999,443,50,493
offline_chunk_qk,1,2,0.05,What was the person who provided evidence to suggest the existence of the neutron a participant of?,"[""Manhattan Project""]",Tube Alloys project,0.39999999520000007,0.0,0.9127745172008872,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate0p05/example001_offline_chunk_qk_selected_abs.json,,0.06447402108460665,0.0,0.0,0.13879427080973983,0.20326829189434648,437,50,487
random_chunk,1,2,0.05,What was the person who provided evidence to suggest the existence of the neutron a participant of?,"[""Manhattan Project""]",James Chadwick,0.0,0.0,0.8221730510704219,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate0p05/example001_random_chunk_selected_abs.json,,0.06641494296491146,0.0,0.0,0.1388006592169404,0.20521560218185186,437,50,487
online_fusionrag_qk,2,3,0.05,In which borough was Callum McManaman born?,"[""Knowsley"", ""Metropolitan Borough of Knowsley""]",Information not available in the given passages.,0.0,0.0,1.3799343588761985,,,0.06119240913540125,0.10379811795428395,0.10218892572447658,0.13697418477386236,0.30196471186354756,398,43,441
offline_chunk_qk,2,3,0.05,In which borough was Callum McManaman born?,"[""Knowsley"", ""Metropolitan Borough of Knowsley""]","Based on the information provided, there is no mention of Callum McManaman or his place of birth in any of the given passages. Therefore, it's not possible to answer the question ""In which borough was Callum McManaman born?""",0.11764705674740487,0.0,5.291068104095757,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate0p05/example002_offline_chunk_qk_selected_abs.json,,0.059944283682852983,0.0,0.0,0.13524491805583239,0.19518920173868537,392,43,435
random_chunk,2,3,0.05,In which borough was Callum McManaman born?,"[""Knowsley"", ""Metropolitan Borough of Knowsley""]","Based on the information provided, there is no mention of Callum McManaman or his place of birth. The text only refers to Callum Blue, who starred in the 2001 film adaptation of ""Love and War in the Ap",0.05882352733564021,0.0,5.293166175018996,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate0p05/example002_random_chunk_selected_abs.json,,0.05930304201319814,0.0,0.0,0.13518409291282296,0.1944871349260211,392,43,435
online_fusionrag_qk,3,4,0.05,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,"[""Sebastian Cabot""]",Castiglione Chiavarese,0.0,0.0,1.3405330716632307,,,0.05542046017944813,0.1048896280117333,0.10334991943091154,0.13319421419873834,0.29350430238991976,356,62,418
offline_chunk_qk,3,4,0.05,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,"[""Sebastian Cabot""]","Francisco Bojado's birthplace is located in the Province of Latina, Italy.",0.0,0.0,2.1712221819907427,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate0p05/example003_offline_chunk_qk_selected_abs.json,,0.05475942604243755,0.0,0.0,0.1341357510536909,0.18889517709612846,351,62,413
random_chunk,3,4,0.05,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,"[""Sebastian Cabot""]",Francisco Bojado's birthplace is not mentioned in the given passages.,0.0,0.0,1.9915268258191645,MOTIVATION_EXPERIMENTS/offline_fixed_token_selector/phase2_generation_rate0p05/example003_random_chunk_selected_abs.json,,0.05464500980451703,0.0,0.0,0.13442962616682053,0.18907463597133756,351,62,413
online_fusionrag_qk,4,5,0.05,Who is the spouse of the actor who played hannibal smith in the a team?,"[""Sherry Boucher""]","The question is not answerable based on the given passages. There is no information about Hannibal Smith or The A-Team in the provided texts. The passages are about Clarice Starling, Hannibal Lecter, and Rod Smith, a football",0.0,0.0,5.3868035157211125,,,0.06039402121677995,0.10418837796896696,0.10230301599949598,0.13578001828864217,0.3003624174743891,380,49,429
