0	triviaqa	ragdocs_online_qk_rate015	0	25
1	triviaqa	ragdocs_online_qk_rate015	25	50
2	triviaqa	ragdocs_online_qk_rate015	50	75
3	triviaqa	ragdocs_online_qk_rate015	75	100
4	triviaqa	ragdocs_online_qk_rate015	100	125
5	triviaqa	ragdocs_online_qk_rate015	125	150
6	triviaqa	ragdocs_online_qk_rate015	150	175
7	triviaqa	ragdocs_online_qk_rate015	175	200
8	triviaqa	ragdocs_online_qk_rate015	200	225
9	triviaqa	ragdocs_online_qk_rate015	225	250
10	triviaqa	ragdocs_online_qk_rate015	250	270
11	triviaqa	ragdocs_online_draft_rate015	0	25
12	triviaqa	ragdocs_online_draft_rate015	25	50
13	triviaqa	ragdocs_online_draft_rate015	50	75
14	triviaqa	ragdocs_online_draft_rate015	75	100
15	triviaqa	ragdocs_online_draft_rate015	100	125
16	triviaqa	ragdocs_online_draft_rate015	125	150
17	triviaqa	ragdocs_online_draft_rate015	150	175
18	triviaqa	ragdocs_online_draft_rate015	175	200
19	triviaqa	ragdocs_online_draft_rate015	200	225
20	triviaqa	ragdocs_online_draft_rate015	225	250
21	triviaqa	ragdocs_online_draft_rate015	250	270
