0	2wikimqa	ragdocs_online_qk_rate015	0	25
1	2wikimqa	ragdocs_online_qk_rate015	25	50
2	2wikimqa	ragdocs_online_qk_rate015	50	75
3	2wikimqa	ragdocs_online_qk_rate015	75	100
4	2wikimqa	ragdocs_online_qk_rate015	100	125
5	2wikimqa	ragdocs_online_qk_rate015	125	150
6	2wikimqa	ragdocs_online_qk_rate015	150	175
7	2wikimqa	ragdocs_online_qk_rate015	175	200
8	2wikimqa	ragdocs_online_draft_rate015	0	25
9	2wikimqa	ragdocs_online_draft_rate015	25	50
10	2wikimqa	ragdocs_online_draft_rate015	50	75
11	2wikimqa	ragdocs_online_draft_rate015	75	100
12	2wikimqa	ragdocs_online_draft_rate015	100	125
13	2wikimqa	ragdocs_online_draft_rate015	125	150
14	2wikimqa	ragdocs_online_draft_rate015	150	175
15	2wikimqa	ragdocs_online_draft_rate015	175	200
16	hotpotqa	ragdocs_online_qk_rate015	0	25
17	hotpotqa	ragdocs_online_qk_rate015	25	50
18	hotpotqa	ragdocs_online_qk_rate015	50	75
19	hotpotqa	ragdocs_online_qk_rate015	75	100
20	hotpotqa	ragdocs_online_qk_rate015	100	125
21	hotpotqa	ragdocs_online_qk_rate015	125	150
22	hotpotqa	ragdocs_online_qk_rate015	150	175
23	hotpotqa	ragdocs_online_qk_rate015	175	200
24	hotpotqa	ragdocs_online_qk_rate015	200	225
25	hotpotqa	ragdocs_online_qk_rate015	225	250
26	hotpotqa	ragdocs_online_qk_rate015	250	260
27	hotpotqa	ragdocs_online_draft_rate015	0	25
28	hotpotqa	ragdocs_online_draft_rate015	25	50
29	hotpotqa	ragdocs_online_draft_rate015	50	75
30	hotpotqa	ragdocs_online_draft_rate015	75	100
31	hotpotqa	ragdocs_online_draft_rate015	100	125
32	hotpotqa	ragdocs_online_draft_rate015	125	150
33	hotpotqa	ragdocs_online_draft_rate015	150	175
34	hotpotqa	ragdocs_online_draft_rate015	175	200
35	hotpotqa	ragdocs_online_draft_rate015	200	225
36	hotpotqa	ragdocs_online_draft_rate015	225	250
37	hotpotqa	ragdocs_online_draft_rate015	250	260
38	triviaqa	ragdocs_online_qk_rate015	0	25
39	triviaqa	ragdocs_online_qk_rate015	25	50
40	triviaqa	ragdocs_online_qk_rate015	50	75
41	triviaqa	ragdocs_online_qk_rate015	75	100
42	triviaqa	ragdocs_online_qk_rate015	100	125
43	triviaqa	ragdocs_online_qk_rate015	125	150
44	triviaqa	ragdocs_online_qk_rate015	150	175
45	triviaqa	ragdocs_online_qk_rate015	175	200
46	triviaqa	ragdocs_online_qk_rate015	200	225
47	triviaqa	ragdocs_online_qk_rate015	225	250
48	triviaqa	ragdocs_online_qk_rate015	250	270
49	triviaqa	ragdocs_online_draft_rate015	0	25
50	triviaqa	ragdocs_online_draft_rate015	25	50
51	triviaqa	ragdocs_online_draft_rate015	50	75
52	triviaqa	ragdocs_online_draft_rate015	75	100
53	triviaqa	ragdocs_online_draft_rate015	100	125
54	triviaqa	ragdocs_online_draft_rate015	125	150
55	triviaqa	ragdocs_online_draft_rate015	150	175
56	triviaqa	ragdocs_online_draft_rate015	175	200
57	triviaqa	ragdocs_online_draft_rate015	200	225
58	triviaqa	ragdocs_online_draft_rate015	225	250
59	triviaqa	ragdocs_online_draft_rate015	250	270
