Question,Real Answer,Pred Answer
"Who is younger, Guy Arvely Dolsin or Altuğ Çelikbilek?",Altuğ Çelikbilek,Altuğ Çelikbilek
"Which song came out first, Joel The Lump Of Coal or Jugband Blues?",Jugband Blues,Jugband Blues
Are both Open Mobile and Primestar located in the same country?,yes,yes
Who is the paternal grandfather of Baldwin I Rátót?,Leustach Rátót,Rathold Rátót
What is the place of birth of Ratna Malla's father?,Nepal,"Yakshya Malla was the son of Jayajyotir Malla. The passage does not explicitly mention the place of birth of Jayajyotir Malla. Therefore, based on the information provided,"
"Who is Archibald Acheson, 4Th Earl Of Gosford's paternal grandfather?","Archibald Acheson, 2nd Earl of Gosford","Archibald Acheson, 4th Earl of Gosford's paternal grandfather is Arthur Acheson, 1st Earl of Gosford."
Who is the paternal grandfather of Mark Getty?,Jean Paul Getty,John Paul Getty Jr.
Where did the performer of song Fantasy (George Michael Song) die?,"Goring-on-Thames, Oxfordshire",Goring-on-Thames
Do director of film Betrayal (1932 Film) and director of film The Godsend (Film) share the same nationality?,yes,yes
"Which film whose director was born first, The Abduction Club or Wooden Crosses?",Wooden Crosses,Wooden Crosses
"Which film came out earlier, Above Rubies or The Magic Aster?",Above Rubies,Above Rubies
"Which film has the director who is older than the other, Blue Blood And Red or The Longshot? ",Blue Blood And Red,Blue Blood and Red
What is the place of birth of the director of film Clowning Around?,"Castlemaine, Victoria, Australia","Castlemaine, Victoria, Australia"
"Who was born later, Paul De Scherff or Lyudmyla Olyanovska?",Lyudmyla Olyanovska,Lyudmyla Olyanovska
Where was the place of death of Kamures Kadın's husband?,Constantinople,"Eyüp Cemetery, Istanbul"
What is the place of birth of Bernard (Son Of Charles The Fat)'s father?,East Francia,Alemannia
"Which film has the director who died first, Tex And The Lord Of The Deep or Henry Goes Arizona?",Henry Goes Arizona,Tex and the Lord of the Deep
Which country the performer of song I Believe In Your Sweet Love is from?,United Kingdom,United Kingdom
"Which film whose producer was born first, All-American Co-Ed or Lagu Kenangan?",All-American Co-Ed,All-American Co-Ed
What is the place of birth of the director of film A Chrysanthemum Bursts In Cincoesquinas?,Buenos Aires,"Marshall, Indiana"
Who is the mother-in-law of Louise Of Mecklenburg-Güstrow?,Charlotte Amalie of Hesse-Kassel,Magdalene Sibylle of Holstein-Gottorp
Where was the place of death of Agnes Of Hohenstaufen's husband?,Brunswick,Stahleck Castle
Who is Marcus Annius Libo's aunt?,Vibia Sabina,Empress Faustina the Elder
"Which film was released more recently, Bajo Otro Sol or Riding The California Trail?",Bajo Otro Sol,Bajo Otro Sol
Who is the mother of the director of film Dalida (2017 Film)?,Marie Laforêt,Lisa Azuelos
