example_id,chunk_id,method,rate,chunk_len,selected_count
0,0,offline3b_mean_score_global,0.15,960,29
0,1,offline3b_mean_score_global,0.15,24,9
0,2,offline3b_mean_score_global,0.15,667,44
0,3,offline3b_mean_score_global,0.15,642,55
0,4,offline3b_mean_score_global,0.15,337,33
0,5,offline3b_mean_score_global,0.15,948,76
0,6,offline3b_mean_score_global,0.15,752,25
0,7,offline3b_mean_score_global,0.15,615,72
0,8,offline3b_mean_score_global,0.15,444,82
0,9,offline3b_mean_score_global,0.15,960,158
0,10,offline3b_mean_score_global,0.15,431,146
0,11,offline3b_mean_score_global,0.15,342,153
0,12,offline3b_mean_score_global,0.15,249,223
0,0,offline3b_top2_mean_global,0.15,960,29
0,1,offline3b_top2_mean_global,0.15,24,9
0,2,offline3b_top2_mean_global,0.15,667,44
0,3,offline3b_top2_mean_global,0.15,642,55
0,4,offline3b_top2_mean_global,0.15,337,33
0,5,offline3b_top2_mean_global,0.15,948,76
0,6,offline3b_top2_mean_global,0.15,752,25
0,7,offline3b_top2_mean_global,0.15,615,72
0,8,offline3b_top2_mean_global,0.15,444,82
0,9,offline3b_top2_mean_global,0.15,960,158
0,10,offline3b_top2_mean_global,0.15,431,146
0,11,offline3b_top2_mean_global,0.15,342,153
0,12,offline3b_top2_mean_global,0.15,249,223
0,0,offline3b_freq_boundary0p02_global,0.15,960,37
0,1,offline3b_freq_boundary0p02_global,0.15,24,19
0,2,offline3b_freq_boundary0p02_global,0.15,667,48
0,3,offline3b_freq_boundary0p02_global,0.15,642,52
0,4,offline3b_freq_boundary0p02_global,0.15,337,37
0,5,offline3b_freq_boundary0p02_global,0.15,948,74
0,6,offline3b_freq_boundary0p02_global,0.15,752,33
0,7,offline3b_freq_boundary0p02_global,0.15,615,75
0,8,offline3b_freq_boundary0p02_global,0.15,444,83
0,9,offline3b_freq_boundary0p02_global,0.15,960,141
0,10,offline3b_freq_boundary0p02_global,0.15,431,133
0,11,offline3b_freq_boundary0p02_global,0.15,342,150
0,12,offline3b_freq_boundary0p02_global,0.15,249,223
1,0,offline3b_mean_score_global,0.15,204,21
1,1,offline3b_mean_score_global,0.15,599,23
1,2,offline3b_mean_score_global,0.15,188,12
1,3,offline3b_mean_score_global,0.15,962,24
1,4,offline3b_mean_score_global,0.15,951,105
1,5,offline3b_mean_score_global,0.15,162,45
1,6,offline3b_mean_score_global,0.15,308,7
1,7,offline3b_mean_score_global,0.15,119,24
1,8,offline3b_mean_score_global,0.15,954,68
1,9,offline3b_mean_score_global,0.15,937,133
1,10,offline3b_mean_score_global,0.15,20,12
1,11,offline3b_mean_score_global,0.15,319,66
1,12,offline3b_mean_score_global,0.15,934,247
1,13,offline3b_mean_score_global,0.15,478,283
1,0,offline3b_top2_mean_global,0.15,204,21
1,1,offline3b_top2_mean_global,0.15,599,23
1,2,offline3b_top2_mean_global,0.15,188,12
1,3,offline3b_top2_mean_global,0.15,962,24
1,4,offline3b_top2_mean_global,0.15,951,105
1,5,offline3b_top2_mean_global,0.15,162,45
1,6,offline3b_top2_mean_global,0.15,308,7
1,7,offline3b_top2_mean_global,0.15,119,24
1,8,offline3b_top2_mean_global,0.15,954,68
1,9,offline3b_top2_mean_global,0.15,937,133
1,10,offline3b_top2_mean_global,0.15,20,12
1,11,offline3b_top2_mean_global,0.15,319,66
1,12,offline3b_top2_mean_global,0.15,934,247
1,13,offline3b_top2_mean_global,0.15,478,283
1,0,offline3b_freq_boundary0p02_global,0.15,204,29
1,1,offline3b_freq_boundary0p02_global,0.15,599,31
1,2,offline3b_freq_boundary0p02_global,0.15,188,24
1,3,offline3b_freq_boundary0p02_global,0.15,962,33
1,4,offline3b_freq_boundary0p02_global,0.15,951,95
1,5,offline3b_freq_boundary0p02_global,0.15,162,48
1,6,offline3b_freq_boundary0p02_global,0.15,308,20
1,7,offline3b_freq_boundary0p02_global,0.15,119,33
1,8,offline3b_freq_boundary0p02_global,0.15,954,69
1,9,offline3b_freq_boundary0p02_global,0.15,937,120
1,10,offline3b_freq_boundary0p02_global,0.15,20,20
1,11,offline3b_freq_boundary0p02_global,0.15,319,67
1,12,offline3b_freq_boundary0p02_global,0.15,934,222
1,13,offline3b_freq_boundary0p02_global,0.15,478,259
