selector,rate,example_id,sub_question_id,main_question,sub_question,context_len,system_len,doc_len,query_len,selected_tokens,actual_rate,selection_time_s,selection_score_time_s,recompute_time_s,query_prefill_time_s,decode_first_token_time_s,query_mass_all_layer_mean,query_mass_last_layer,query_mass_first_half_mean,query_mass_second_half_mean,decode_mass_all_layer_mean,decode_mass_last_layer,decode_mass_first_half_mean,decode_mass_second_half_mean,first_token,first_token_text,per_layer_query_mass_json,per_layer_decode_mass_json
draft,0.15,0,0,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?,2105,792,1313,22,196,0.14927646610814926,0.5991517463698983,0.5979427043348551,0.5621570479124784,0.09568675374612212,0.07188083231449127,0.17558114493269203,0.15882830186323685,0.17567640421341874,0.17548588565196527,0.17104141170881235,0.40501056398664204,0.12658863955614516,0.21549418386147948,5055, National,"[0.30579292000114144, 0.327781528621525, 0.21017230640758167, 0.27665492466517855, 0.06602780230633624, 0.13030059616287032, 0.15548931468616833, 0.13566032013335785, 0.14218670981270926, 0.13843628028770547, 0.10860606602260045, 0.13836215378402114, 0.16164882461746016, 0.16234991147920683, 0.19389472069678368, 0.12569922905463676, 0.18461517234901328, 0.18639252402565695, 0.10316588042618392, 0.20940072195870535, 0.1544397279813692, 0.19434330680153586, 0.3439384559532265, 0.19694691199760933, 0.10394579404360288, 0.16288120715649096, 0.13831044481946275, 0.15882830186323685]","[0.19714277131216867, 0.1827239990234375, 0.16134350640433176, 0.13409208399908884, 0.056157163211277554, 0.13389762810298375, 0.09035680975232806, 0.09377935103007726, 0.13997793197631836, 0.14628873552594865, 0.0507977945463998, 0.11936507906232562, 0.15162267003740584, 0.11469542980194092, 0.17444288730621338, 0.13088348082133702, 0.11971369811466762, 0.14447532381330216, 0.08691043513161796, 0.2004072666168213, 0.09799522161483765, 0.16990695680890763, 0.517777681350708, 0.3007383005959647, 0.2668948173522949, 0.1680687495640346, 0.23369319098336355, 0.40501056398664204]"
draft,0.15,1,0,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?,2087,792,1295,20,194,0.1498069498069498,0.12816887209191918,0.127258213236928,0.046254648827016354,0.061474019195884466,0.04923968110233545,0.165875164100102,0.15564795902797154,0.17151109247791524,0.1602392357222888,0.13693337051235902,0.17540621757507324,0.12010660341807776,0.15376013760664023,16,1,"[0.2846558162144252, 0.28506622314453123, 0.16141297476632255, 0.21283509390694755, 0.06677051271711076, 0.13470309121268137, 0.14552371161324637, 0.13330203465053014, 0.1521697998046875, 0.1706348146711077, 0.11931894847324916, 0.15497819355555942, 0.17867565155029297, 0.20110842841012136, 0.16525846208844866, 0.1161694117954799, 0.1752709252493722, 0.17983286721365793, 0.09676980291094099, 0.21180786405290877, 0.1369586399623326, 0.1590770993913923, 0.28570899963378904, 0.14211220060076032, 0.11566524505615235, 0.15086116790771484, 0.15220865522112165, 0.15564795902797154]","[0.1650094815662929, 0.15568467548915318, 0.10446420737675258, 0.11124740328107562, 0.05751036746161325, 0.12828823498317174, 0.10704559939248222, 0.10890928336552211, 0.10633423498698644, 0.16528170449393137, 0.08703974315098353, 0.08863258361816406, 0.1505927017756871, 0.14545222691127233, 0.14922777244022914, 0.09167288882391793, 0.07045958723340716, 0.10451797076633998, 0.10025450161525182, 0.10229545831680298, 0.0820209298815046, 0.16729520048413957, 0.4590772901262556, 0.1935922077723912, 0.14328728403363908, 0.1843282835824149, 0.12920633384159633, 0.17540621757507324]"
draft,0.15,2,0,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?,2233,792,1441,16,216,0.14989590562109645,0.13306373171508312,0.13195545179769397,0.04505722224712372,0.060015381779521704,0.0474195652641356,0.1602555930006261,0.13627323082515172,0.1833301472420595,0.13718103875919266,0.14347138742403107,0.3830337865012033,0.1273138495732327,0.15962892527482947,26079, Coffee,"[0.2949950695037842, 0.3520756449018206, 0.22071003913879395, 0.28989778246198383, 0.07576572043555123, 0.1517198085784912, 0.16920772620609828, 0.14241336924689157, 0.1256762913295201, 0.14122122526168823, 0.11140469142368861, 0.14527579716273717, 0.1624419859477452, 0.18381690979003906, 0.12376717158726283, 0.10365654741014753, 0.14427750451224192, 0.13711148500442505, 0.08326750142233712, 0.1624060869216919, 0.13387472288949148, 0.16388981682913645, 0.22583082744053432, 0.14769840240478516, 0.11840435436793736, 0.1178427083151681, 0.12223418269838605, 0.13627323082515172]","[0.18702432087489537, 0.18881927217755998, 0.16738319396972656, 0.13359946863991873, 0.05461572749274118, 0.15180907930646623, 0.09205498014177595, 0.10399043560028076, 0.12793142454964773, 0.14095008373260498, 0.05443913170269558, 0.11813625267573766, 0.14093151262828282, 0.12070901053292411, 0.12710229839597428, 0.10145833662578038, 0.060991568224770684, 0.11794745922088623, 0.05747436625616891, 0.12996842179979598, 0.10322552067892891, 0.1305544376373291, 0.2602907248905727, 0.29279048102242605, 0.16874165194375174, 0.11849827425820487, 0.18272762639181955, 0.3830337865012033]"
draft,0.15,3,0,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?,1946,792,1154,21,173,0.14991334488734837,0.12778225308284163,0.1269535468891263,0.04343303665518761,0.05643513007089496,0.05657382821664214,0.13193855155892917,0.13420530565741923,0.12859076452672305,0.1352863385911354,0.13897434698075664,0.14209708997181483,0.10531287108148847,0.17263582288002483,88807, Johan,"[0.18734580318943983, 0.21469549581307132, 0.1266599382672991, 0.1599642565461243, 0.04091626121884301, 0.09663296394607648, 0.1073026332725473, 0.09942906567839538, 0.12160824107475021, 0.13192178116363734, 0.09645065644971368, 0.1179215567452567, 0.15391781865334025, 0.14550423135562818, 0.14144438140246332, 0.08578637830254172, 0.13934199015299478, 0.129853410785701, 0.07275150584525802, 0.16390841996588676, 0.11921678919370482, 0.1545845213390532, 0.24138739968643708, 0.15786008769963064, 0.0856858727072372, 0.13873357188944913, 0.12924910564811862, 0.13420530565741923]","[0.10950261354446411, 0.10192171164921351, 0.10306096076965332, 0.08562583582741874, 0.0398199771131788, 0.13182302032198226, 0.06702202984264918, 0.10079034737178258, 0.19009394305092947, 0.16563662460872106, 0.06128959144864764, 0.10678367955344063, 0.12890636920928955, 0.08210349082946777, 0.17409660134996688, 0.16136390822274344, 0.14651009014674596, 0.19234086785997664, 0.06145364897591727, 0.17799583503178187, 0.0831376314163208, 0.18412298815590994, 0.37519638878958567, 0.18866028104509627, 0.11271024601800102, 0.19554863657270158, 0.22166730676378524, 0.14209708997181483]"
draft,0.15,3,1,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?,2145,792,1353,22,202,0.14929785661492978,0.12986604124307632,0.12847509421408176,0.045132509898394346,0.06140424311161041,0.05596340633928776,0.17226580852480233,0.1937188111342393,0.17731012926473247,0.16722148778487228,0.16698576540363078,0.17379723276410783,0.1255954218154051,0.20837610899185652,26176, Joh,"[0.2991031299937855, 0.31111392727145903, 0.1718390080835912, 0.2500657663716898, 0.060155391693115234, 0.1285367693219866, 0.14783792371873733, 0.14226437853528306, 0.16243067654696378, 0.17269515991210938, 0.11523302499350015, 0.15607017665714412, 0.19030189514160156, 0.17469458146528763, 0.15482433120925704, 0.12135649346686028, 0.16959419498195896, 0.17473909452364042, 0.09842907298694957, 0.2140086285479657, 0.15250615949754592, 0.18623246775045024, 0.2722410969919973, 0.17452174347716493, 0.12240091546789392, 0.13737527426187093, 0.16915254469041702, 0.1937188111342393]","[0.17451189245496476, 0.16013222081320627, 0.13485484463827951, 0.11631781714303153, 0.049327424594334195, 0.1458102294376918, 0.07370308467320033, 0.09305926731654576, 0.14242584364754812, 0.1712702683040074, 0.07035542385918754, 0.13553082091467722, 0.1742044176374163, 0.11683234998158046, 0.16234990528651647, 0.17562242916652135, 0.11970904895237514, 0.18076024736676896, 0.12052134956632342, 0.2711450031825474, 0.18357341630118235, 0.1971728801727295, 0.534278324672154, 0.3632763453892299, 0.11701815468924386, 0.12186639649527413, 0.19617479188101633, 0.17379723276410783]"
draft,0.15,4,0,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?",1970,792,1178,27,176,0.1494057724957555,0.12724970607087016,0.1261861273087561,0.05233436170965433,0.08091589389368892,0.06703721592202783,0.13012734904761397,0.09333589341905382,0.143698615191655,0.11655608290357296,0.1482258575911425,0.18374533312661306,0.13031690278831795,0.166134812393967,50106, Joan,"[0.22687976574771618, 0.25017757516689404, 0.1525592803955078, 0.2051406537414228, 0.05352860909921152, 0.11228644154059193, 0.12506034891441387, 0.12511553083147323, 0.127277999958664, 0.11985898900915075, 0.08922509289292431, 0.1247238381199105, 0.16278635257135624, 0.1371601346939329, 0.15758554771463706, 0.10131661349503451, 0.1389356845270389, 0.13413162836952816, 0.06205534051965784, 0.13705793511930597, 0.08723737323094928, 0.12613803116732805, 0.2217874072846912, 0.1132068533115286, 0.05355415142402447, 0.10631799445581183, 0.09912470661143147, 0.09333589341905382]","[0.1334738220487322, 0.13696409974779403, 0.13036723647798812, 0.11763840062277657, 0.052500477858952115, 0.14616264615740096, 0.08672913483210973, 0.16034446443830216, 0.17463111877441406, 0.19941999231066024, 0.09279489517211914, 0.13342068876538957, 0.15438434055873326, 0.10560532127107893, 0.22175213268824986, 0.14195786203656877, 0.13151400429861887, 0.20652011462620326, 0.061868250370025635, 0.1263285960469927, 0.0950909171785627, 0.13701437200818742, 0.3819788524082729, 0.24322029522487096, 0.07145408221653529, 0.15035336358206614, 0.17308919770377024, 0.18374533312661306]"
draft,0.15,4,1,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?,2867,792,2075,19,311,0.14987951807228916,0.17994148284196854,0.17834029579535127,0.06808179384097457,0.06486570602282882,0.053042533341795206,0.16931255163362788,0.15786343051078625,0.18243440777607556,0.15619069549118025,0.18867792006658046,0.15340966837746756,0.1421044541864979,0.2352513859466631,16,1,"[0.3597872167601621, 0.37476549650493424, 0.2056259212637306, 0.28334481375558035, 0.07661313938915282, 0.14488062464204945, 0.15920664851826832, 0.13787305444703066, 0.1308590164758209, 0.14387401781584086, 0.11129292509609595, 0.12545311719851387, 0.16157084300105734, 0.13893487399682067, 0.17889679643444548, 0.11461762736614485, 0.20075763616346776, 0.16285312623905956, 0.07930256549577068, 0.16847250515356996, 0.14352372535189292, 0.17020084983424136, 0.26061481102964934, 0.17097794382195725, 0.13264016459759018, 0.1301544017361519, 0.11579415314179614, 0.15786343051078625]","[0.24243652820587158, 0.2146047524043492, 0.13467918123517716, 0.15677431651524135, 0.06420793703624181, 0.134713990347726, 0.11722948721476964, 0.10270237922668457, 0.09854330335344587, 0.17400009291512625, 0.095177275793893, 0.1283311332975115, 0.18030456134251185, 0.14575741972242082, 0.25334891251155306, 0.21930090018681117, 0.2835886137826102, 0.20840518815176828, 0.16555053847176687, 0.2294728926249913, 0.3071667807442801, 0.237924439566476, 0.5032295840127128, 0.2519215685980661, 0.16764703818729945, 0.20365304606301443, 0.10890023197446551, 0.15340966837746756]"
draft,0.15,6,0,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?,2282,792,1490,16,223,0.14966442953020134,0.134184034075588,0.13279917696490884,0.04497639695182443,0.06404731795191765,0.05388282286003232,0.16392544018370764,0.1394156047276088,0.18215204471228072,0.14569883565513453,0.2062253082285122,0.2771234171731131,0.17255442726368808,0.2398961891933363,14927, Charles,"[0.33561239923749653, 0.35812422207423616, 0.19334243025098527, 0.28719649996076313, 0.0676817170211247, 0.13339040960584367, 0.16445486886160715, 0.14517503125326975, 0.14269399642944336, 0.14432428564344132, 0.11319892747061593, 0.14016577175685338, 0.1759639126913888, 0.1488041537148612, 0.1369610003062657, 0.10500881501606532, 0.157912084034511, 0.14881658554077148, 0.09433707169124059, 0.18629217147827148, 0.15216858046395437, 0.15994516440800258, 0.22025431905473983, 0.14089455774852208, 0.11019728864942278, 0.13537619795118058, 0.15220425810132707, 0.1394156047276088]","[0.22848633357456752, 0.2014178548540388, 0.1661013194492885, 0.18333029747009277, 0.0670883059501648, 0.1906148706163679, 0.11763702971594674, 0.14323977061680385, 0.14473540442330496, 0.2640272889818464, 0.11567481926509313, 0.18333053588867188, 0.24264328820364817, 0.16743486268179758, 0.2922093527657645, 0.22415154320853098, 0.2507047312600272, 0.2677334376743862, 0.15425395965576172, 0.21404715946742467, 0.16843271255493164, 0.2090040956224714, 0.4000693048749651, 0.28428758893694195, 0.10898785931723458, 0.21650968279157365, 0.29103180340358187, 0.2771234171731131]"
draft,0.15,7,0,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?,2379,792,1587,22,238,0.14996849401386264,0.13845861749723554,0.13716036221012473,0.04515419388189912,0.060771336778998375,0.0502139232121408,0.15102561882564,0.12021322374220018,0.14197764104726363,0.16007359660401632,0.16553962975740436,0.17800470760890416,0.12676069018792133,0.20431856932688736,73110, Ernst,"[0.24540497420670151, 0.25722607699307526, 0.14880073844612418, 0.18237052025733055, 0.05929601347291624, 0.1227781122381037, 0.1400655647376915, 0.1114674729186219, 0.11839392278101538, 0.11895881999622691, 0.07993190319507153, 0.12340301662296443, 0.15589347443023285, 0.12369636436561485, 0.178979390627378, 0.10300733516742656, 0.18301877108487216, 0.16556658063616073, 0.09128904961920403, 0.19475711475719104, 0.10962700534176517, 0.19770655693945946, 0.26830281839742287, 0.19147430766712537, 0.10492547765954749, 0.1521779221373719, 0.1799847986791041, 0.12021322374220018]","[0.13020246369498117, 0.12590524128505162, 0.10771787166595459, 0.10511710814067296, 0.05328338486807687, 0.1505002294267927, 0.08981368371418544, 0.11527526378631592, 0.18774620124271937, 0.17872771195002965, 0.06140031133379255, 0.16634184973580496, 0.20068337236131942, 0.10193496942520142, 0.268794093813215, 0.19430361475263322, 0.1680741650717599, 0.17580713544573104, 0.12841667447771346, 0.24222987038748606, 0.11648871217455183, 0.1810952935900007, 0.3745278630937849, 0.22035978521619523, 0.05970079132488796, 0.2317638737814767, 0.32089338983808247, 0.17800470760890416]"
draft,0.15,7,1,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?,2258,792,1466,23,219,0.14938608458390176,0.13340318202972412,0.1323849349282682,0.04481557896360755,0.06111784419044852,0.05193212814629078,0.14563799496763238,0.10357278622455479,0.1594233935981486,0.13185259633711616,0.18409772551789574,0.29537248611450195,0.15107047314546546,0.2171249778903261,14927, Charles,"[0.30698183900821285, 0.33012667353849234, 0.17832417221543212, 0.2624007041409889, 0.061175997953237214, 0.11563155369728989, 0.14217640894540348, 0.1125130742232992, 0.11108388959991265, 0.09659899243656893, 0.09661025882507704, 0.12366498627277635, 0.1516622697344478, 0.1429766897829423, 0.13379625355975228, 0.08639750865675648, 0.16193690803480446, 0.11978583010087102, 0.07559382397195567, 0.14707682591787777, 0.11884729610466808, 0.15448243277413504, 0.21981200224124126, 0.13146228671814345, 0.08674407745740428, 0.1405933688145987, 0.1658349481428632, 0.10357278622455479]","[0.20451256207057408, 0.1720849105290004, 0.16024678094046457, 0.1681676251547677, 0.060868842261178155, 0.1708972454071045, 0.10357659203665597, 0.12042103494916644, 0.11566448211669922, 0.22216320037841797, 0.0990126473563058, 0.14650460651942662, 0.2058701515197754, 0.16499594279697963, 0.27499297686985563, 0.19791558810642787, 0.1796297686440604, 0.23095665659223283, 0.12214984212602888, 0.1574746881212507, 0.16106067384992326, 0.19897643157414027, 0.4572958265032087, 0.25076137270246235, 0.11126901422228132, 0.17446768283843994, 0.22742668219975062, 0.29537248611450195]"
