selector,rate,example_id,sub_question_id,context_len,system_len,doc_len,query_len,selected_tokens,query_system,query_system_last_layer,query_selected_doc,query_selected_doc_last_layer,query_unselected_doc,query_unselected_doc_last_layer,query_query_or_current,query_query_or_current_last_layer,query_doc_total,query_doc_total_last_layer,query_system_first16,query_system_first16_last_layer,query_main_sum,decode_system,decode_system_last_layer,decode_selected_doc,decode_selected_doc_last_layer,decode_unselected_doc,decode_unselected_doc_last_layer,decode_query_or_current,decode_query_or_current_last_layer,decode_doc_total,decode_doc_total_last_layer,decode_system_first16,decode_system_first16_last_layer,decode_main_sum
random,0.15,0,0,2105,792,1313,22,196,0.44240604083922885,0.12499690365481686,0.06661172081234282,0.07110537491835557,0.19034132488583366,0.20946254977932224,0.30064092053995506,0.5944352088036475,0.25695304569817645,0.28056791231229705,0.2933993360825948,0.03609253524185775,1.0000000070773605,0.35641482533240804,0.17973055158342635,0.04624885484120066,0.03113672775881631,0.19078875302660228,0.4203892435346331,0.40654757193156643,0.3687434877668108,0.2370376072976054,0.45152596064976286,0.25869428712817627,0.08851092202322823,1.0000000051317774
random,0.15,1,0,2087,792,1295,20,194,0.4470816802005379,0.11408927100045341,0.06906889360778187,0.08883519853864397,0.1891810509623313,0.21151725224086215,0.2946683737696434,0.5855583190917969,0.25824994213727054,0.3003524507795061,0.30118793393580284,0.043301350729806086,0.9999999985402944,0.3568424436510826,0.2756032262529646,0.05633288399525443,0.05226077352251325,0.19771171741339624,0.1639784915106637,0.38911295606165514,0.50815749168396,0.25404459359694503,0.21623926503317698,0.2695148146939369,0.23840117454528809,1.0000000011213883
random,0.15,2,0,2233,792,1441,16,216,0.4636209260444253,0.1519362245287214,0.080164761719655,0.10232256991522652,0.17943597174420647,0.2006678240639823,0.27677834018760794,0.5450733729771206,0.2596007336159141,0.30299036843436106,0.30406796284095977,0.08358591794967651,0.9999999996958947,0.36852275808246776,0.3047830717904227,0.06344484051271362,0.09093758038112096,0.1553693784742939,0.24788870130266463,0.4126630315975267,0.3563906465257917,0.21881421457748026,0.3388262816837856,0.2749582763989361,0.19823685714176723,1.000000008667002
random,0.15,3,0,1946,792,1154,21,173,0.45376961849868813,0.12351771763392858,0.0671896605496272,0.07090852698501275,0.19652774058231687,0.26676447861859587,0.28251297202819303,0.5388092767624628,0.26371740043684627,0.3376729796532871,0.2990259038478107,0.05853098914736793,0.9999999916588252,0.3663879407911884,0.14900667326790945,0.04968094510710513,0.027171377624784197,0.23547109900688637,0.5421347958700997,0.34846001133626825,0.2816871574946812,0.2851520417904367,0.5693061692374093,0.2744001748933628,0.10676941701344081,0.9999999962414482
random,0.15,3,1,2145,792,1353,22,202,0.43751454618733543,0.11515387002523843,0.0758892771596148,0.09224440834738991,0.1995026649482175,0.26981182841511514,0.287093507779109,0.5227898932122564,0.2753919418313729,0.3620562119917436,0.2999208423279654,0.05688308740591074,0.9999999960742767,0.3680632734785275,0.20621732303074428,0.06398897971577791,0.10540235042572021,0.19846984105450766,0.3226920877184187,0.3694779051809895,0.3656882217952183,0.26245882270895704,0.4280944551740374,0.2815608843894942,0.0988676803452628,0.9999999994298026
random,0.15,4,0,1970,792,1178,27,176,0.43062272363779497,0.1054326819364356,0.06385337648658436,0.05946166427047164,0.19862350765179254,0.23039229458602017,0.30690039276445985,0.6047133188399058,0.2624768864811143,0.2898539790400752,0.29207012613704514,0.05213145099619709,1.0000000005406318,0.3346135853504647,0.23237010410853795,0.04451211484871349,0.06019556948116848,0.20562241332871573,0.2965121269226074,0.41525188453343453,0.4109222207750593,0.2501345279873634,0.35670770917619976,0.24706805828122452,0.16506665093558176,0.9999999980613284
random,0.15,4,1,2867,792,2075,19,311,0.4185104339386544,0.08097562574802485,0.08104284390983212,0.08713737287019428,0.19159403830670646,0.2219998495919364,0.3088526815400087,0.6098871446193609,0.2726368845213369,0.30913721529164706,0.2877346885447599,0.035471751277608085,0.9999999976952016,0.3462937649301424,0.0023887290486267637,0.0769315272265551,0.06158555405480521,0.18449708393641884,0.2159090212413243,0.39227762818336487,0.7201166834150042,0.2614286085780786,0.2774945838110788,0.2675993317395798,5.710922518379188e-06,1.0000000042764812
random,0.15,6,0,2282,792,1490,16,223,0.45519471442212867,0.11908064569745745,0.08159201120843694,0.10064408608845302,0.18590488391263152,0.21089964253561838,0.27730839410606695,0.5693756512233189,0.2674968920800151,0.31154373713902067,0.30170816893936425,0.08059396062578474,1.000000003649264,0.3372557005103753,0.0434125406401498,0.08362100640197798,0.012611656316689082,0.17383296179528143,0.3749692440032959,0.4052903281182658,0.5690065792628697,0.2574539658974628,0.38758087158203125,0.25251115839548255,0.012269345777375358,0.9999999968259005
random,0.15,7,0,2379,792,1587,22,238,0.4247631338841398,0.07860211582926961,0.07776974216241783,0.08996253818660588,0.19299801603540193,0.2734283348182579,0.3044691050428628,0.5580069802024148,0.27076775554380966,0.3633908853902445,0.2799021948080559,0.04361144598428305,0.9999999971248223,0.3428425639867782,0.14937220300946916,0.06322007310785811,0.10238070147378105,0.19282458950670398,0.2173001425606864,0.40111277358872555,0.5309469359261649,0.25604466668197085,0.3196808270045689,0.2568456520307429,0.14644793101719447,1.0000000001900657
random,0.15,7,1,2258,792,1466,23,219,0.42013007513484596,0.09801387194520939,0.06499736707826156,0.06870570686292944,0.18701619496891325,0.19063668813764678,0.3278563648806067,0.6426437567479862,0.25201356358092347,0.2593423831536903,0.28460596316719644,0.056465314782184105,1.0000000020626276,0.34720781932071765,0.0975663151059832,0.0583014932594129,0.05562343767711094,0.2087069026061467,0.39402151107788086,0.38578377876962927,0.45278869356427875,0.26700839400291443,0.44964494024004253,0.262504089604683,0.07341716970716204,0.9999999939559066
