selector,rate,example_id,sub_question_id,context_len,system_len,doc_len,query_len,selected_tokens,query_system,query_system_last_layer,query_selected_doc,query_selected_doc_last_layer,query_unselected_doc,query_unselected_doc_last_layer,query_query_or_current,query_query_or_current_last_layer,query_doc_total,query_doc_total_last_layer,query_system_first16,query_system_first16_last_layer,query_main_sum,decode_system,decode_system_last_layer,decode_selected_doc,decode_selected_doc_last_layer,decode_unselected_doc,decode_unselected_doc_last_layer,decode_query_or_current,decode_query_or_current_last_layer,decode_doc_total,decode_doc_total_last_layer,decode_system_first16,decode_system_first16_last_layer,decode_main_sum
draft,0.3,0,0,2105,792,1313,22,393,0.43183085073566607,0.08948277807854987,0.21466513401059806,0.2009416183868012,0.06065800484677634,0.08189553719062309,0.292846011098108,0.6276800973074776,0.2753231392720635,0.28283716177011464,0.2941302062877919,0.04521473971280185,1.0000000006911485,0.3460539950399982,0.05336402143750872,0.21406226422713728,0.49287891387939453,0.050431583409330676,0.11045079571860177,0.38945215818833334,0.34330626896449495,0.2644938464675631,0.6033296585083008,0.25915755567673066,0.037314261708940775,1.0000000008647993
draft,0.3,1,0,2087,792,1295,20,388,0.4390336596235937,0.12230020250592913,0.20439691446265398,0.21235081808907644,0.07234849206038883,0.0904973030090332,0.284220932454479,0.5748517172677177,0.27674540110996787,0.30284810747419083,0.2986047339226518,0.060287128176007954,0.9999999986011155,0.3975324784310497,0.06191585319382804,0.1540204280493211,0.23351214613233293,0.0917209284950276,0.14301374980381557,0.3567261555973365,0.5615582466125488,0.24574135426355867,0.37652591296604704,0.30027745665070044,0.05542337042944772,0.9999999905727348
draft,0.3,2,0,2233,792,1441,16,432,0.4578617704766138,0.14508434704371861,0.197120233762021,0.18401837348937988,0.06822301937761355,0.1162019031388419,0.2767949800710289,0.5546954018729073,0.265343254622148,0.300220251083374,0.30539167498485476,0.09674133573259626,1.0000000036872772,0.3662466060142129,0.16281676292419434,0.18044693463919112,0.4051273890904018,0.061585371781672726,0.1257844226700919,0.3917210880590945,0.3062714508601597,0.24203230318974475,0.5309117862156459,0.279868404114885,0.1160100017275129,1.0000000004941711
draft,0.3,3,0,1946,792,1154,21,346,0.4512662067357723,0.1342710118715455,0.17919019244039255,0.19195766838229433,0.08874197604009779,0.15547011498691274,0.2808016226984437,0.5183012047592475,0.26793217404127356,0.34742775741888554,0.30179974868299897,0.07375647745975832,0.9999999979147063,0.32148039432204495,0.1304680790219988,0.17767395626525495,0.1814558506011963,0.09181787544975477,0.1387496760913304,0.4090277728985767,0.5493264198303223,0.2694918318670623,0.32020555223737446,0.24444153781372058,0.08711000851222447,0.9999999989356314
draft,0.3,3,1,2145,792,1353,22,405,0.4300345507535068,0.11964582468008066,0.20864242083066473,0.23043506176440748,0.08178824296908828,0.11393005816967457,0.27953478710549656,0.5359890430004566,0.2904306608139916,0.3443651075487013,0.29802490492975114,0.06880963313115107,1.0000000016587562,0.35624406775649714,0.24604415893554688,0.2014340962074241,0.25238026891435894,0.05894514192275856,0.15493209021432058,0.3833766974964921,0.3466434819357736,0.26037923991680145,0.4073123591286795,0.27662713878921097,0.20132127829960414,1.000000003383172
draft,0.3,4,0,1970,792,1178,27,353,0.43075978891108857,0.11409382088474496,0.18028651721893799,0.15541373358832467,0.09073438242539614,0.16053515641146868,0.2982193145982623,0.5699573092990451,0.2710209000948605,0.3159488899997933,0.2983830446097225,0.06408382597423735,1.0000000031536849,0.32934651356570577,0.1977909803390503,0.19226687720843727,0.2171870299748012,0.11557533014185575,0.3044928823198591,0.36281126980878875,0.2805290733064924,0.30784220963108294,0.5216799122946603,0.2547943344178173,0.1300345914704459,0.9999999907247875
draft,0.3,4,1,2867,792,2075,19,622,0.416708424319258,0.07353880172385309,0.2091683224883935,0.19111193033089316,0.08850043211792516,0.13142340523856028,0.28562282491575386,0.6039258913886278,0.2976687561428508,0.32253532122848627,0.2899115133058244,0.04291391014156485,1.0000000038413304,0.3302058670289663,0.0019040916647229875,0.2221155078435431,0.24098965099879674,0.08040849613595982,0.09810717616762434,0.3672701211608186,0.6589990343366351,0.30252400162268656,0.33909681865147184,0.260084186357503,0.0004914984373109681,0.9999999921692878
draft,0.3,6,0,2282,792,1490,16,447,0.4495092271542063,0.1620367935725621,0.20563964758600511,0.18264753477913992,0.07625705722187245,0.10642845290047782,0.26859407476624664,0.5488872187478202,0.2818967064424437,0.28907598767961773,0.301258240047158,0.11185967922210693,1.0000000067283306,0.3349679255363894,0.08663751397814069,0.2495569982090775,0.32451486587524414,0.05143554919228262,0.16350494112287248,0.36403952691019786,0.4253426619938442,0.3009925396466742,0.48801980699811665,0.2671406843262364,0.04255443385669163,0.9999999998479474
draft,0.3,7,0,2379,792,1587,22,476,0.42946783067565225,0.10995287709421926,0.19945847324626126,0.1796680549522499,0.07715995037489344,0.1615940440784801,0.29391374658786296,0.5487850238750507,0.27661843114085005,0.34126209903073,0.2841349129525319,0.06067913848084289,1.00000000088467,0.3320940240305297,0.17400360107421875,0.20279212554498596,0.2600317341940744,0.06050217896699906,0.07712681804384504,0.40461166476716803,0.4888378211430141,0.263294302687353,0.33715854372297016,0.24575492064943733,0.1670706101826259,0.9999999933096827
draft,0.3,7,1,2258,792,1466,23,439,0.41690774120476354,0.12269471446919886,0.19065053714728505,0.15390032418766378,0.07738735528783451,0.1181696305363815,0.3150543650379198,0.6052353189598699,0.26803789544972895,0.27206994287715935,0.2845359237033282,0.08044875482594745,0.9999999986778028,0.3412432390816358,0.05329717057091849,0.23032012885930592,0.41065304619925364,0.061146033585679785,0.14103350469044276,0.367290595356299,0.3950162615094866,0.2914661646497492,0.5516865594046456,0.2708257587664589,0.02966108705316271,0.9999999968829205
draft,0.3,9,0,2790,792,1998,20,599,0.4424449502205362,0.1364673614501953,0.19768728480047112,0.1719876970563616,0.08168580544238187,0.14853294917515347,0.27818196330751693,0.5430120195661272,0.2793730910943479,0.32052061898367745,0.30638911836609545,0.07264632497514997,1.0000000037709063,0.3173051351795391,0.17147248131888254,0.2152658478946102,0.22594162396022252,0.07647148352496479,0.07326476914542061,0.39095753552962326,0.5293211596352714,0.2917373295949431,0.2992063931056431,0.2493797952727396,0.10977434260504586,1.0000000021287374
draft,0.3,9,1,3514,792,2722,28,816,0.3875829349801423,0.11825316292898995,0.22388626291870037,0.2088195255824498,0.07663957101263041,0.09899667817719128,0.31189122978521855,0.5739306235799984,0.3005258328017967,0.3078162134910116,0.28475504868145235,0.08606580812103894,0.9999999986966916,0.3097530787392538,0.039507844618388584,0.23396452227417308,0.39529694829668316,0.07307108160944618,0.18497513021741593,0.3832113192397722,0.3802201066698347,0.30703560004428937,0.5802720614842006,0.25323870596095766,0.035968001399721415,1.0000000018626451
draft,0.3,10,0,2297,792,1505,20,451,0.47141090558499715,0.12433052062988281,0.1879447771578419,0.20849522181919644,0.069993713923863,0.07084875106811524,0.2706506068609199,0.5963254656110492,0.2579384935145475,0.2793439865112305,0.3138306288846902,0.07050338472638812,1.000000003527622,0.36582415596562995,0.1461374078478132,0.19287867570409967,0.256568397794451,0.06643523515335151,0.23028128487723215,0.3748619288814311,0.36701290948050364,0.25931391849809765,0.48684968267168316,0.2707055525055954,0.09201060022626605,0.9999999957045121
