selector,rate,example_id,sub_question_id,main_question,sub_question,context_len,system_len,doc_len,query_len,selected_tokens,actual_rate,selection_time_s,selection_score_time_s,recompute_time_s,query_prefill_time_s,decode_first_token_time_s,query_mass_all_layer_mean,query_mass_last_layer,query_mass_first_half_mean,query_mass_second_half_mean,decode_mass_all_layer_mean,decode_mass_last_layer,decode_mass_first_half_mean,decode_mass_second_half_mean,first_token,first_token_text,per_layer_query_mass_json,per_layer_decode_mass_json
random,0.8,0,0,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?,2105,792,1313,22,1050,0.7996953541507997,0.0,0.0,0.6855897982604802,0.09803968202322721,0.055963569320738316,0.2450155504116985,0.24131891324922636,0.28691414070483257,0.20311696011856445,0.22409843911930002,0.4281458173479353,0.2294499077359024,0.21874697050269767,5055, National,"[0.5767926302823153, 0.5606191065404322, 0.4517424447195871, 0.45724556662819604, 0.13451910638189934, 0.24464916873287845, 0.23160171508789062, 0.20204202230874593, 0.18058489514635756, 0.22139413016183035, 0.13959463540609782, 0.18278827914943943, 0.21426126554414823, 0.21896300377783837, 0.25020282299487623, 0.1695374080113002, 0.23240448592545151, 0.2300712288200081, 0.1180204168542639, 0.22226417838753043, 0.1804005139833921, 0.1910326573755834, 0.32171920677284144, 0.20320226000500963, 0.1237682986569095, 0.17765322598544034, 0.18204182463806945, 0.24131891324922636]","[0.4512380191258022, 0.38943658556256977, 0.35621271814618793, 0.2413059983934675, 0.12066011769430977, 0.2777548517499651, 0.1423106278691973, 0.15383480276380265, 0.1633762972695487, 0.2613652603966849, 0.08878506932939802, 0.1713909081050328, 0.23994926043919154, 0.15467819145747594, 0.23950093133108957, 0.1677661623273577, 0.1629382882799421, 0.20386075973510742, 0.09591793162482125, 0.20215341023036412, 0.13116839953831264, 0.12944136347089494, 0.37021895817347933, 0.2690720558166504, 0.21021904264177596, 0.18962826047624862, 0.26242620604378836, 0.4281458173479353]"
random,0.8,1,0,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?,2087,792,1295,20,1036,0.8,0.0,0.0,0.1475377380847931,0.06054211687296629,0.046608307864516973,0.24772098210393162,0.25632648468017577,0.2901449261879434,0.20529703801991986,0.19342806844078766,0.2610963412693569,0.2272360762771295,0.1596200606044458,16,1,"[0.6016809735979353, 0.584865243094308, 0.44072440011160713, 0.4524141584123884, 0.1396003178187779, 0.23507393428257534, 0.22473279408046176, 0.204503972189767, 0.18729885646275113, 0.24334068298339845, 0.14532301766531808, 0.17709381920950754, 0.201899596623012, 0.22347720009940011, 0.20748623439243863, 0.15272622789655413, 0.2167066982814244, 0.21079721450805664, 0.1001953125, 0.25810988289969305, 0.17961932591029575, 0.2111603055681501, 0.3281810760498047, 0.2121621813092913, 0.14497101647513252, 0.1877049582345145, 0.20801161357334683, 0.25632648468017577]","[0.474022456577846, 0.4058448246547154, 0.3419872692653111, 0.32191433225359234, 0.13903043951307023, 0.266972507749285, 0.17947457517896379, 0.1765955856868199, 0.15183351721082414, 0.2422191415514265, 0.1073251451764788, 0.1165524891444615, 0.14270551715578353, 0.11482726676123482, 0.09935603822980608, 0.1390378815787179, 0.07769290038517543, 0.15334926332746232, 0.12532042605536325, 0.21111886841910227, 0.143341030393328, 0.16421311242239817, 0.42311675207955496, 0.12042213337762016, 0.12242882592337472, 0.07818130084446498, 0.11600597415651594, 0.2610963412693569]"
random,0.8,2,0,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?,2233,792,1441,16,1152,0.7994448299791811,0.0,0.0,0.15024301689118147,0.05770560121163726,0.047366532031446695,0.24272012893034492,0.2559842722756522,0.3101578257521805,0.17528243210850927,0.21160953476720926,0.42854608808244976,0.2416658334586085,0.18155323607581003,26079, Coffee,"[0.6185955320085798, 0.6103981563023159, 0.4816972187587193, 0.48770441327776226, 0.16594396318708146, 0.27642548084259033, 0.2633354663848877, 0.2251251765659877, 0.1845484972000122, 0.24417918069022043, 0.14716012137276785, 0.18896852220807756, 0.20911926882607595, 0.23900856290544784, 0.17419753755841935, 0.1400869914463588, 0.18029914583478654, 0.1814016274043492, 0.10993632248469762, 0.200303282056536, 0.14405458314078196, 0.1806138413293021, 0.24577859469822474, 0.16785740852355957, 0.12948805945260183, 0.16725887571062362, 0.1766935076032366, 0.2559842722756522]","[0.49743536540440153, 0.4210786819458008, 0.3929967539651053, 0.280893189566476, 0.1269078254699707, 0.288301944732666, 0.16980504989624023, 0.15115419455936976, 0.18640526703425817, 0.24853004728044784, 0.09121098688670568, 0.16727067743028914, 0.20405089855194092, 0.1572807856968471, 0.18077118056161062, 0.1615253516605922, 0.09291166918618339, 0.1439208984375, 0.09815993479319982, 0.17147156170436315, 0.13429526771817887, 0.14504054614475795, 0.2096715314047677, 0.23859660966055735, 0.16779969419751847, 0.17854792731148855, 0.19048704419817244, 0.42854608808244976]"
random,0.8,3,0,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?,1946,792,1154,21,923,0.7998266897746967,0.0,0.0,0.12422200804576278,0.05612782621756196,0.048869754653424025,0.23797385430776224,0.2393798828125,0.2796688932487406,0.19627881536678396,0.22056264445489765,0.236647435597011,0.23336495915237734,0.20776032975741796,88807, Johan,"[0.5676218668619791, 0.5498165727472629, 0.4431789683646896, 0.4659433689247183, 0.13668165401536592, 0.2398539432862989, 0.22947012972669537, 0.19410456443319515, 0.17426822947807052, 0.2124664929448342, 0.11093208416789567, 0.16792717758490114, 0.21162300369366496, 0.21147644925279682, 0.25092938481544963, 0.15717563499398782, 0.2270388700524155, 0.20534216952161724, 0.09588007375496585, 0.2165456758875425, 0.16251802768837026, 0.20006513271202037, 0.2982636536059736, 0.21856279438044748, 0.11401439848400298, 0.18383670988537015, 0.17835100654031144, 0.2393798828125]","[0.4447026933942522, 0.3673665864127023, 0.36882032666887554, 0.3242465427943638, 0.1265573331287929, 0.29546642303466797, 0.1589409453528268, 0.16616456849234446, 0.19774304117475236, 0.24886986187526158, 0.07994050639016288, 0.16589464460100448, 0.18310305050441197, 0.13929290430886404, 0.2716536351612636, 0.18579983711242676, 0.21677863597869873, 0.23030625070844377, 0.10346628086907524, 0.23457610607147217, 0.1357637814113072, 0.13424321583339147, 0.4084420544760568, 0.23268289225442068, 0.1180786405290876, 0.1893291473388672, 0.2108767032623291, 0.236647435597011]"
random,0.8,3,1,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?,2145,792,1353,22,1082,0.7997043606799704,0.0,0.0,0.14629398798570037,0.06222839979454875,0.046708665788173676,0.2673067020352563,0.3342393652185217,0.3068331973229799,0.22778020674753277,0.23647118253367289,0.2743006263460432,0.2360002179535068,0.23694214711383896,26176, Joh,"[0.5963407739416345, 0.5701493102234679, 0.4653099357307731, 0.4813858626724838, 0.13979116662756189, 0.25529668238255887, 0.24060316209669236, 0.22597533387023133, 0.2133882695978338, 0.2524740045720881, 0.14765221732003347, 0.20195880493560395, 0.2530669175185166, 0.25227232103223923, 0.25075332839767656, 0.18246842669202135, 0.23571242295302353, 0.24483782285219663, 0.12572883011458755, 0.26701644798377894, 0.21782109644505884, 0.22507006162172788, 0.3339539565049209, 0.22202018638709922, 0.14129241101153486, 0.19055788857596262, 0.21745064970734831, 0.3342393652185217]","[0.465503420148577, 0.36571638924734934, 0.3805460248674665, 0.24988412857055664, 0.12608873844146729, 0.2935652732849121, 0.14535294260297502, 0.1562159402029855, 0.16657885483333043, 0.26639810630253385, 0.10058849198477608, 0.19046456473214285, 0.2394658156803676, 0.1576343604496547, 0.2514267989567348, 0.20692343371255056, 0.19096481800079346, 0.27843497480664936, 0.16632051127297537, 0.35094492776053293, 0.28499715668814524, 0.2066131659916469, 0.386143548148019, 0.24799956594194686, 0.1195407509803772, 0.13061285018920898, 0.22196693079812185, 0.2743006263460432]"
random,0.8,4,0,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?",1970,792,1178,27,942,0.799660441426146,0.0,0.0,0.1237964229658246,0.058174550998955965,0.046923560090363026,0.24477457801951488,0.23832191992058324,0.27810517208015745,0.2114439839588722,0.24943267569249988,0.22707414627075195,0.2542023804723,0.24466297091269978,3757, John,"[0.5788816018079324, 0.5404256588567502, 0.4144296393823371, 0.4429236518012153, 0.12232969173047908, 0.22235281000692378, 0.21089394382698826, 0.20782137673998635, 0.18995773476898356, 0.20073052058144222, 0.12318391143960297, 0.18029292676814648, 0.2371697804284474, 0.22207916098296956, 0.2914552638139674, 0.17327507463081804, 0.2575117242399347, 0.24869339554398148, 0.10131177952680638, 0.24441861349438865, 0.1781289640557829, 0.2029234871031746, 0.33151868789915057, 0.1921554444328187, 0.11056334884078414, 0.18892076280381945, 0.20101730911820023, 0.23832191992058324]","[0.4482731137956892, 0.3554489953177316, 0.3365452970777239, 0.30808234214782715, 0.11729720660618373, 0.30716776847839355, 0.17744030271257674, 0.22181940078735352, 0.17198332718440465, 0.3091106414794922, 0.14209342002868652, 0.20655478749956405, 0.2683605807168143, 0.188656142779759, 0.368466922215053, 0.2734759194510324, 0.2615170478820801, 0.2885340281895229, 0.0977400371006557, 0.24890739577157156, 0.2370408603123256, 0.23517310619354248, 0.4104915346418108, 0.27049364362444195, 0.08899240834372384, 0.12534478732517787, 0.292029755456107, 0.22707414627075195]"
random,0.8,4,1,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?,2867,792,2075,19,1660,0.8,0.0,0.0,0.20843169931322336,0.055567820090800524,0.04731510300189257,0.26717184488806633,0.2627453051115337,0.31270679367344056,0.22163689610269222,0.2782226542429048,0.16139960289001465,0.28608135666166035,0.2703639518241493,16,1,"[0.6678703136013863, 0.6237592195209704, 0.5023411342075893, 0.5086582155155956, 0.16426964092971688, 0.2783318713195342, 0.25838699914459, 0.2054204295452376, 0.19943825284341224, 0.22032793661705533, 0.14961707323117363, 0.1764881736353824, 0.24104581560407365, 0.18194003571245007, 0.2662806116548696, 0.16787047135202507, 0.2604522991897468, 0.22823210407916764, 0.1030398920962685, 0.21948778539671934, 0.19984975255521617, 0.2199717069927015, 0.3129906905324836, 0.2286621610024818, 0.1755571580470953, 0.22391491366508312, 0.23386169376229882, 0.2627453051115337]","[0.5564090183803013, 0.4459570475987026, 0.39217959131513325, 0.36146487508501324, 0.16248159749167307, 0.3143956320626395, 0.2207331657409668, 0.17536067962646484, 0.17350998946598598, 0.3004136085510254, 0.17450191293443953, 0.22399704796927317, 0.2983034338269915, 0.2054313932146345, 0.36347103118896484, 0.271841185433524, 0.40772288186209543, 0.28298578943525043, 0.17975735664367676, 0.30245048659188406, 0.3691334383828299, 0.2603187561035156, 0.41342238017490934, 0.2616244043622698, 0.1633578027997698, 0.1324407458305359, 0.21516946383884974, 0.16139960289001465]"
random,0.8,6,0,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?,2282,792,1490,16,1192,0.8,0.0,0.0,0.15417400700971484,0.0561358449049294,0.04690590500831604,0.24448884719488576,0.27165089334760395,0.29065938141881204,0.19831831297095942,0.25947000207949655,0.2947969436645508,0.27415533333408587,0.24478467082490726,14927, Charles,"[0.6249070848737445, 0.6038002286638532, 0.47142509051731657, 0.4945263181413923, 0.1508934838431222, 0.26397957120622906, 0.2425910404750279, 0.20260262489318848, 0.17988804408482142, 0.18831637927464076, 0.11785468033381871, 0.15800040108816965, 0.19764535767691477, 0.172801034791129, 0.21463254519871303, 0.13734082664762223, 0.18584186690194265, 0.1856073992592948, 0.10271813188280378, 0.23076684134347097, 0.19017006669725692, 0.21306136676243373, 0.265387909752982, 0.20279651028769358, 0.15075489452907018, 0.19275379180908203, 0.23297333717346191, 0.27165089334760395]","[0.5100240707397461, 0.40652397700718473, 0.3644660540989467, 0.31070055280412945, 0.15311408042907715, 0.3348940440586635, 0.19661014420645578, 0.2049126284463065, 0.17098193509238108, 0.334221397127424, 0.13377470629555838, 0.2280207531792777, 0.3136685916355678, 0.17626173155648367, 0.365487916128976, 0.22116211482456752, 0.25360543387276785, 0.32238963672092985, 0.2030113935470581, 0.2397641795022147, 0.21190687588282994, 0.2774498462677002, 0.3420145171029227, 0.24842688015529088, 0.05410300833838327, 0.18675565719604492, 0.20611098834446498, 0.2947969436645508]"
random,0.8,7,0,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?,2379,792,1587,22,1269,0.7996219281663516,0.0,0.0,0.15552244195714593,0.05601790966466069,0.0471736709587276,0.2356666733471052,0.23362538721654322,0.28865857203948925,0.18267477465472107,0.22601876423066974,0.18540525436401367,0.25702378092979894,0.19501374753154055,73110, Ernst,"[0.6207787649972099, 0.5952583412071327, 0.47579733117834316, 0.4612882539823458, 0.15384060995919363, 0.2586391993931362, 0.24177323378525772, 0.19024455082880987, 0.18029099006157417, 0.20124598911830358, 0.11399796721223113, 0.16420626949954342, 0.2005491504421482, 0.1833093568876192, 0.21949317238547586, 0.14518819536481584, 0.19443093337021866, 0.1884403724174995, 0.09690498376821542, 0.21116987451330407, 0.13569812031535358, 0.18160738263811385, 0.25602883177918273, 0.20229745840097402, 0.1131703265301593, 0.17571791116293375, 0.2036738953033051, 0.23362538721654322]","[0.489307131086077, 0.41602332251412527, 0.37965508869716097, 0.3305650438581194, 0.1411417211805071, 0.31698955808367046, 0.14704832008906774, 0.17971743856157577, 0.21193926674979074, 0.2738005093165806, 0.0833615745816912, 0.21210394586835588, 0.2581129925591605, 0.158567019871303, 0.3313702174595424, 0.19427665642329625, 0.18378216879708426, 0.18951078823634557, 0.12964319331305368, 0.18665996619633266, 0.12357486997331892, 0.15407109260559082, 0.32143081937517437, 0.17997452190944127, 0.10231871264321464, 0.2608565943581717, 0.1873176097869873, 0.18540525436401367]"
random,0.8,7,1,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?,2258,792,1466,23,1172,0.7994542974079127,0.0,0.0,0.15229964815080166,0.05689960392192006,0.046682680025696754,0.23408965696353454,0.22809451559315558,0.2767887293181805,0.19139058460888872,0.2642706377165658,0.25134752477918354,0.2595829866370376,0.268958288796094,3822, University,"[0.6004598866338315, 0.573971434409574, 0.445190571850131, 0.4471962496360637, 0.14176474150663576, 0.2422466396545031, 0.21532767159598215, 0.17976967000072788, 0.17377897227032585, 0.16495845628821332, 0.11840209013186627, 0.17011223076293186, 0.20466357876795419, 0.19720001694578562, 0.23422435499866556, 0.1285399679811845, 0.22439110797384512, 0.18059237699330963, 0.09329264504568917, 0.19683668480156372, 0.15863944580836326, 0.19364868780100566, 0.27988381711592586, 0.21281809836440946, 0.10986318647491265, 0.1929129369510627, 0.2457303586213485, 0.22809451559315558]","[0.47491635595049175, 0.38163552965436665, 0.360323395047869, 0.3024070944104876, 0.1373093809400286, 0.32150632994515554, 0.1800671304975237, 0.203594514301845, 0.15778185640062606, 0.3078293800354004, 0.11497415815080915, 0.18236136436462402, 0.27809786796569824, 0.23135745525360107, 0.380434479032244, 0.23234811850956508, 0.24753781727382115, 0.2616645778928484, 0.16917899676731654, 0.30647672925676617, 0.2799908433641706, 0.25860176767621723, 0.44726150376456125, 0.31353460039411274, 0.1547767094203404, 0.17191711493900844, 0.2903452600751604, 0.25134752477918354]"
