selector,rate,example_id,sub_question_id,main_question,sub_question,context_len,system_len,doc_len,query_len,selected_tokens,actual_rate,selection_time_s,selection_score_time_s,recompute_time_s,query_prefill_time_s,decode_first_token_time_s,query_mass_all_layer_mean,query_mass_last_layer,query_mass_first_half_mean,query_mass_second_half_mean,decode_mass_all_layer_mean,decode_mass_last_layer,decode_mass_first_half_mean,decode_mass_second_half_mean,first_token,first_token_text,per_layer_query_mass_json,per_layer_decode_mass_json
fusionrag_qk,0.15,0,0,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?,2105,792,1313,22,196,0.14927646610814926,0.3699150513857603,0.3699150513857603,0.4874423430301249,0.0890522631816566,0.06510527990758419,0.10628280900626105,0.10474509697455864,0.1240825737119827,0.0884830443005394,0.08648803301763779,0.06685417890548706,0.09819043260447834,0.07478563343079722,5055, National,"[0.23604734841879313, 0.23847490781313413, 0.1354115473759639, 0.1752091073370599, 0.041744170250830714, 0.10109081516018162, 0.09626934125825956, 0.09735200312230494, 0.09330929099739373, 0.1196330925086876, 0.07976181476147144, 0.0957788120616566, 0.11972495487758092, 0.10734882602443943, 0.10508653715059355, 0.06866897855486188, 0.1077738179788961, 0.09231810136274858, 0.06305072214696314, 0.10633643261798016, 0.07453891209193639, 0.09032085344388888, 0.15662099169446275, 0.07839798617672611, 0.061071618810876624, 0.07106820019808682, 0.05876437100497159, 0.10474509697455864]","[0.14076917512076242, 0.12810816935130528, 0.09775137049811226, 0.07320457696914673, 0.03615735684122358, 0.12557809693472727, 0.0591073887688773, 0.0693656291280474, 0.11041600363595146, 0.14222919089453562, 0.04674203906740461, 0.09636422566005162, 0.15470916884286062, 0.09416366474969047, 0.10814215455736433, 0.07492536306381226, 0.08600093637193952, 0.10074841976165771, 0.05525731188910348, 0.1155493174280439, 0.060046187468937466, 0.0611499547958374, 0.10187645469393049, 0.0907426391329084, 0.02668584244591849, 0.08622538191931588, 0.012794725596904755, 0.06685417890548706]"
fusionrag_qk,0.15,1,0,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?,2087,792,1295,20,194,0.1498069498069498,0.02825754275545478,0.02825754275545478,0.04578843526542187,0.06016217125579715,0.048813335597515106,0.11970431123461045,0.1524156025477818,0.14002963620789197,0.09937898626132888,0.11886954672482548,0.13909876346588135,0.11324241088361156,0.12449668256603943,4463, Cor,"[0.2719678333827427, 0.26258179800851006, 0.13966644832066127, 0.1730060032435826, 0.05190039362226214, 0.10891402108328684, 0.10555729866027833, 0.10562196459089007, 0.11635304859706334, 0.13607328959873743, 0.10698904309953962, 0.11095123972211565, 0.1283909388950893, 0.14244158608572824, 0.11415198871067592, 0.07411401612418038, 0.1027684279850551, 0.11301471846444267, 0.06429093905857632, 0.10117293766566686, 0.08856350353785923, 0.09328017915998187, 0.15562001637050082, 0.08884147916521346, 0.05928999355861119, 0.09540343965802874, 0.08837856565202985, 0.1524156025477818]","[0.15685370990208217, 0.1429248537336077, 0.10408822979245867, 0.08922435556139265, 0.04350881917136056, 0.1361697060721261, 0.07412838935852051, 0.09325214794703893, 0.09164343561444964, 0.16022511890956334, 0.078385557447161, 0.13317238433020456, 0.16428044864109584, 0.1175365958895002, 0.1105328117098127, 0.12888683591570174, 0.10738437516348702, 0.1340651512145996, 0.10993577752794538, 0.14059796503611974, 0.13559697355542863, 0.08574575185775757, 0.20971311841692244, 0.10165684563773018, 0.08452202592577253, 0.15222271851130895, 0.10299444198608398, 0.13909876346588135]"
fusionrag_qk,0.15,2,0,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?,2233,792,1441,16,216,0.14989590562109645,0.03119067894294858,0.03119067894294858,0.044630344957113266,0.05995210772380233,0.04875084012746811,0.1301670697878818,0.1353291528565543,0.15619462120289707,0.10413951837286657,0.13828091536249434,0.12218884059361049,0.1460909660981626,0.13047086462682608,6515, Washington,"[0.26782349177769255, 0.3096844128199986, 0.16916043417794363, 0.22357654571533203, 0.05920061894825527, 0.1345493963786534, 0.1316962582724435, 0.12210893630981445, 0.11163218532289777, 0.1383582353591919, 0.09965475967952184, 0.12475788593292236, 0.13527740750994002, 0.15924412863595144, 0.09705120325088501, 0.08628693648747035, 0.11519110202789307, 0.10403866427285331, 0.07842261450631278, 0.10640382766723633, 0.1037426505770002, 0.115587660244533, 0.14877050263541086, 0.0868573784828186, 0.0904456717627389, 0.10398188659123012, 0.08584400585719518, 0.1353291528565543]","[0.16153437750680105, 0.14529241834368026, 0.11810176713126046, 0.12256412846701485, 0.0553700498172215, 0.1577622209276472, 0.0957653181893485, 0.14561940942491805, 0.13043891532080515, 0.23048223767961776, 0.09731314863477435, 0.16073242255619594, 0.2215132713317871, 0.20278384004320418, 0.18608668872288295, 0.18749039513724192, 0.1768059389931815, 0.2001314674104963, 0.1267947724887303, 0.14330669811793736, 0.16597638811383927, 0.11471002442496163, 0.10720174653189522, 0.05774827514375959, 0.04672556264059884, 0.0923255171094622, 0.09909978934696742, 0.12218884059361049]"
fusionrag_qk,0.15,3,0,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?,1946,792,1154,21,173,0.14991334488734837,0.02866737823933363,0.02866737823933363,0.04307941207662225,0.05682417890056968,0.051121225114911795,0.09570226064576351,0.1266576286886825,0.11990858769393638,0.07149593359759064,0.07591591805827859,0.01248620982681002,0.09639251931589476,0.05543931680066245,88807, Johan,"[0.23834654100898173, 0.2343717302594866, 0.11523642507540126, 0.150929898631816, 0.04000648187131298, 0.08429445539202009, 0.08634189683563855, 0.08660260674093856, 0.09109388727720091, 0.11937407409252764, 0.07844219726770102, 0.10686756315685454, 0.12380449463721035, 0.12300797546801924, 0.10241226274140026, 0.06609097954367293, 0.08108869539637144, 0.07700579507010323, 0.048280482389488996, 0.06933718311543367, 0.05818191839724171, 0.06826426707157472, 0.09487632829315808, 0.05329755860932019, 0.030114640994947785, 0.06887242583190503, 0.056462904222968485, 0.1266576286886825]","[0.1470824650355748, 0.11700902666364398, 0.09698829480579921, 0.08156379631587438, 0.03863956672804696, 0.09766886063984462, 0.056426431451525004, 0.08049934250967843, 0.11008552142551967, 0.1541410003389631, 0.05736568144389561, 0.1032350744519915, 0.1334226472037179, 0.07536756140845162, 0.1302963580404009, 0.08877156461988177, 0.11564515318189349, 0.11535660709653582, 0.040762471301215034, 0.09643299239022392, 0.04116552642413548, 0.017259173095226288, 0.025643636073384966, 0.010727407676833016, 0.004556722939014435, 0.06970389400209699, 0.007342718541622162, 0.01248620982681002]"
fusionrag_qk,0.15,3,1,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?,2145,792,1353,22,202,0.14929785661492978,0.02876510936766863,0.02876510936766863,0.04443444823846221,0.061597454361617565,0.0529202576726675,0.10605281237547386,0.1484736900825005,0.1277033044146253,0.0844023203363224,0.11974390909759977,0.07865785700934273,0.113746991114957,0.12574082708024248,23201, Marg,"[0.2345778973071606, 0.25644074477158585, 0.13311797303038758, 0.16925708968918046, 0.041412427827909395, 0.0889698499208921, 0.10363085858233563, 0.10315721065967114, 0.09894301674582741, 0.11997703453163047, 0.08878575362168349, 0.10553248516924969, 0.12824815279477603, 0.11579576715246423, 0.09088110614132572, 0.07172518271904488, 0.08496899419016653, 0.09152486107566139, 0.058632763949307526, 0.08403287615094866, 0.07709011474213043, 0.08086797788545683, 0.12704633737539317, 0.05878715391282911, 0.051279690358545876, 0.08905538336023108, 0.06726635276497185, 0.1484736900825005]","[0.1306310636656625, 0.13169872760772705, 0.09419793742043632, 0.07977561439786639, 0.03476226968424661, 0.1476107154573713, 0.09655618667602539, 0.12471650327954974, 0.10495035988943917, 0.17866885662078857, 0.07137145740645272, 0.12068620749882289, 0.16647556849888392, 0.11035640750612531, 0.14640637806483678, 0.12591869490487234, 0.1278084261076791, 0.2368055922644479, 0.15095153876713344, 0.22466039657592773, 0.1518223626273019, 0.07126424568040031, 0.14948831285749162, 0.12219696385519845, 0.006551768630743027, 0.10063183307647705, 0.06720720870154244, 0.07865785700934273]"
fusionrag_qk,0.15,4,0,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?",1970,792,1178,27,176,0.1494057724957555,0.030275655910372734,0.030275655910372734,0.046527852304279804,0.06606198288500309,0.05332209495827556,0.08349339789003472,0.07241167845549407,0.1123944948950412,0.054592300885028235,0.10672115838649324,0.11738729476928711,0.11448378708897806,0.0989585296840084,50106, Joan,"[0.20035328940739708, 0.21603385481254134, 0.10126584169095156, 0.14687936772745122, 0.03608483864516808, 0.08885137366239355, 0.09341692041467738, 0.0964373028467572, 0.0970523168170263, 0.09921321162471065, 0.07382911096804987, 0.09719413676589884, 0.11984813024127294, 0.107063232906281, 0.10061246882040034, 0.06752461226528915, 0.08431867064622345, 0.09421819858450108, 0.043680544252748844, 0.038515214566831234, 0.042529292838283314, 0.04841831752232143, 0.04889002805033689, 0.027083916638894055, 0.020440053687524544, 0.046985005575513085, 0.028664210486033605, 0.07241167845549407]","[0.11919226816722325, 0.127191356250218, 0.09120227609361921, 0.08188539743423462, 0.036505205290658135, 0.13381711074284144, 0.07144153118133545, 0.1415971176964896, 0.17230956895010813, 0.18975486074175155, 0.07747278894696917, 0.12227101836885725, 0.1518082618713379, 0.086324257510049, 0.1931304931640625, 0.1522670132773263, 0.09787648064749581, 0.15322627340044295, 0.04819415296827044, 0.08087238243647984, 0.04000088998249599, 0.035673601286751885, 0.19151476451328822, 0.06393060513905116, 0.019284005675997053, 0.09065846034458705, 0.10140299797058105, 0.11738729476928711]"
fusionrag_qk,0.15,4,1,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?,2867,792,2075,19,311,0.14987951807228916,0.029032429680228233,0.029032429680228233,0.06367263104766607,0.06006426922976971,0.05044145183637738,0.11869340834120802,0.13017287290185914,0.1389266192336856,0.09846019744873048,0.08918041021240004,0.06151449254580906,0.10987010446130012,0.06849071596349988,16,1,"[0.2908065336987488, 0.29646484833910947, 0.1554671839663857, 0.20679442326825365, 0.05741362464159055, 0.1244386084993979, 0.1197466312494493, 0.10088615130661126, 0.09708708569519502, 0.11097031786925811, 0.08427776967672478, 0.09166797838712994, 0.11927348689029091, 0.08967802578345277, 0.10428830914031294, 0.0736587567436964, 0.11159261545740572, 0.10404167318702641, 0.04262339082875646, 0.08802360161802822, 0.0863041841894164, 0.10110857970732495, 0.15687122201561032, 0.08430415705630653, 0.09468490916087215, 0.10475719423222363, 0.09601129804338727, 0.13017287290185914]","[0.177271911076137, 0.15653884410858154, 0.09965312480926514, 0.1014527678489685, 0.04934517400605338, 0.14083631549562728, 0.09214818477630615, 0.07727312190192086, 0.07207431963511876, 0.13801800353186472, 0.08387467690876552, 0.1041881697518485, 0.14923339230673655, 0.09627345630100795, 0.12013643128531319, 0.09889798504965645, 0.10445765086582728, 0.08830198219844274, 0.059622964688709805, 0.05781966873577663, 0.08308921541486468, 0.10268131324223109, 0.06405178138187953, 0.023526877164840698, 0.042658597230911255, 0.013527644532067435, 0.038583419152668545, 0.06151449254580906]"
fusionrag_qk,0.15,6,0,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?,2282,792,1490,16,223,0.14966442953020134,0.02838015602901578,0.02838015602901578,0.044790662825107574,0.05860999505966902,0.0492295790463686,0.11472250034614483,0.11203055722372872,0.13406311796635997,0.09538188272592973,0.1327386170777739,0.0665227941104344,0.12925356018299958,0.13622367397254828,14927, Charles,"[0.24353539943695068, 0.28035998344421387, 0.14001510824475968, 0.18793317249843053, 0.05030320371900286, 0.11846403564725604, 0.11970976420811244, 0.11332036767687116, 0.10680509465081352, 0.10611815963472639, 0.08295164789472308, 0.10316228866577148, 0.12160422120775495, 0.10260120459965297, 0.10138448647090367, 0.08473618541445051, 0.11298510006495885, 0.09866487979888916, 0.06609018359865461, 0.0902338879449027, 0.08157094035829816, 0.10018742084503174, 0.13847792148590088, 0.10661389146532331, 0.06600260734558105, 0.09501475095748901, 0.08135354518890381, 0.11203055722372872]","[0.15318935258047922, 0.14516607352665492, 0.1125929525920323, 0.10709395578929357, 0.05191258021763393, 0.15462887287139893, 0.08346101215907506, 0.10033261775970459, 0.12144889150347028, 0.21222332545689174, 0.09182846546173096, 0.1539041485105242, 0.20992217745099748, 0.11184541668210711, 0.16095931189400808, 0.18667095048086985, 0.19658660888671875, 0.21728777885437012, 0.1430748530796596, 0.16459662573678152, 0.1437903812953404, 0.14972708906446183, 0.16091200283595494, 0.11801702635628837, 0.02153396819319044, 0.040503970214298794, 0.1369480746132987, 0.0665227941104344]"
fusionrag_qk,0.15,7,0,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?,2379,792,1587,22,238,0.14996849401386264,0.02682674815878272,0.02682674815878272,0.0448188167065382,0.057159556075930595,0.04809816600754857,0.10558597397936957,0.11735978064598976,0.10630364210132319,0.10486830585741598,0.10620867001006798,0.137744562966483,0.10109761083612637,0.11131972918400959,73110, Ernst,"[0.19946829065099939, 0.20379690690474075, 0.11462960924421038, 0.12312185609495485, 0.03910296613519842, 0.09153048403851398, 0.0944099673977146, 0.08001149165165888, 0.08395842143467494, 0.09075748146354377, 0.06460943469753513, 0.09966311516699852, 0.11419110483937449, 0.08899985969840706, 0.11581159566904044, 0.07197227725734959, 0.129416899247603, 0.1030541519065956, 0.05632438907375584, 0.09898084789127498, 0.0710607318135051, 0.10827093000535841, 0.1591043472290039, 0.13212440540264178, 0.05808886614712802, 0.11316980634416852, 0.13341725337040888, 0.11735978064598976]","[0.11653694936207362, 0.1011284589767456, 0.08274343184062413, 0.0654269712311881, 0.03484576940536499, 0.13972960199628556, 0.05878170473234994, 0.08749246597290039, 0.15699057919638498, 0.15438589027949742, 0.04893264600208828, 0.12193645749773298, 0.17177275248936244, 0.0746628727231707, 0.22276265280587332, 0.17032170295715332, 0.16133906160082137, 0.15423956939152308, 0.07488927670887538, 0.1263723543712071, 0.07628488540649414, 0.06205210515430996, 0.10804447105952672, 0.048569666487830024, 0.014613282467637743, 0.08269197600228446, 0.11855064119611468, 0.137744562966483]"
fusionrag_qk,0.15,7,1,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?,2258,792,1466,23,219,0.14938608458390176,0.027444045059382915,0.027444045059382915,0.04468182334676385,0.058029347099363804,0.047852979972958565,0.10380690702846225,0.10579805788786514,0.12253417583726207,0.08507963821966245,0.10649296249814179,0.02475938413824354,0.12333147683922127,0.08965444815706235,14927, Charles,"[0.23709840952239422, 0.2561891686101878, 0.1299855723884535, 0.18043329700920152, 0.04541992104571799, 0.09785504074570556, 0.10528862994650136, 0.08876095647397249, 0.088411159396912, 0.08295161679664755, 0.08176935089300878, 0.09449454123929421, 0.11939245425396083, 0.10742834339971127, 0.09380939436255034, 0.061974164121639655, 0.10887162581734035, 0.09102777516619759, 0.05067279175941988, 0.07995249469828161, 0.0716846181739191, 0.09437271378795553, 0.12194799340289572, 0.08307899451403884, 0.061898385515864594, 0.08004439099234824, 0.08598153487495754, 0.10579805788786514]","[0.15603923797607422, 0.12570508888789586, 0.10665404796600342, 0.10496055228369576, 0.04730159044265747, 0.1380231635911124, 0.07332106147493635, 0.09134061847414289, 0.08888341699327741, 0.20657644953046525, 0.09108458246503558, 0.14415003572191512, 0.22363591194152832, 0.1289649180003575, 0.14393382413046701, 0.12157634326389857, 0.16076455797467912, 0.15737557411193848, 0.12645120280129568, 0.08698344230651855, 0.10417311532156807, 0.10229619060243879, 0.10483568055289132, 0.04576978938920157, 0.03141509635107858, 0.02728050308568137, 0.017547570168972015, 0.02475938413824354]"
