Question,Real Answer,Pred Answer
What is the capital of the county that shares a border with the county where KRSU is licensed to broadcast?,Green Bay,Toledo
Kiwil's birth country participated in a Commission of Truth and Friendship. Who is the president of the other country that participated?,Francisco Guterres,Xanana Gusmão
Who is the child of the male star of the 1921 film Money?,Anthony Ainley,Aiden Lucas
What is the symbol of the Saints from the headquarters location of Ten High's manufacturer called?,fleur - de-lis,fleur-de-lis
Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Tanzania
"Along with the subject of The One That Got Away, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,Josh Groban
Who is the federal leader of the political party Ken Epp belongs to?,Andrew Scheer,Conservative Party of Canada
Where is the country with ISO code ISO 3166-2:CV located?,central Atlantic Ocean,"Cape Verde is located in the central Atlantic Ocean, approximately 570 kilometres (350 mi) off the western coast of the African continent, near Senegal, The Gambia, and Mauritania."
Who did the person portraying Batman in the Justice League movie play in Dazed and Confused?,Fred O'Bannion,Wooderson
"In Batman Under the Red Hood, who does the actor of Barney Stinson from How I Met Your Mother play?",Nightwing / Dick Grayson,Jason Todd / Red Hood
