load_kv,record,example,layer,kind,selected_tokens,sampled_elements,cosine,relative_l2,oracle_alpha,dense_delta_norm,sparse_delta_norm,dot,dense_sq,sparse_sq,error_sq
preprocess,0,0,0,K,2489,32768,1.0000026226043701,0.0,1.0,3.3638927936553955,3.3638927936553955,11.315804481506348,11.315774917602539,11.315774917602539,0.0
preprocess,0,0,0,V,2489,32768,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
preprocess,1,0,1,K,2489,32768,0.9654863476753235,0.3770744502544403,0.7797831892967224,16.150375366210938,19.99654197692871,311.805419921875,260.8346252441406,399.8616943359375,37.08682632446289
preprocess,1,0,1,V,2489,32768,0.9615545272827148,0.3454441428184509,0.8210781216621399,0.8265416622161865,0.9679527878761292,0.7692948579788208,0.6831710934638977,0.9369326233863831,0.08152404427528381
preprocess,2,0,2,K,2489,32768,0.8927247524261475,0.5315800309181213,0.7599442005157471,32.600772857666016,38.296913146972656,1114.5748291015625,1062.8104248046875,1466.653564453125,300.3267822265625
preprocess,2,0,2,V,2489,32768,0.7797988057136536,0.7368460893630981,0.6674023270606995,2.3572936058044434,2.7542829513549805,5.062963485717773,5.556833267211914,7.586074352264404,3.0170669555664062
preprocess,3,0,3,K,2489,32768,0.8595339059829712,0.6552671194076538,0.6770060062408447,35.27458190917969,44.78498077392578,1357.8671875,1244.296142578125,2005.6944580078125,534.2709350585938
preprocess,3,0,3,V,2489,32768,0.7936319708824158,0.7276756763458252,0.6653403639793396,2.5759522914886475,3.0726499557495117,6.281596660614014,6.6355299949646,9.441177368164062,3.5136196613311768
preprocess,4,0,4,K,2489,32768,0.8740835785865784,0.6295963525772095,0.685778796672821,35.70204162597656,45.50529479980469,1420.0640869140625,1274.6357421875,2070.73193359375,505.25592041015625
preprocess,4,0,4,V,2489,32768,0.8816241025924683,0.5862957835197449,0.7170891761779785,3.1485462188720703,3.8709750175476074,10.745184898376465,9.91334342956543,14.984447479248047,3.407662868499756
preprocess,5,0,5,K,2489,32768,0.8618545532226562,0.6430684328079224,0.6855230331420898,38.4891242980957,48.38936996459961,1605.1734619140625,1481.4127197265625,2341.531005859375,612.6212158203125
preprocess,5,0,5,V,2489,32768,0.8752062320709229,0.5749571323394775,0.7379962801933289,3.169844627380371,3.7591891288757324,10.428997039794922,10.047914505004883,14.131503105163574,3.3216171264648438
preprocess,6,0,6,K,2489,32768,0.8924251794815063,0.5124940276145935,0.7859640121459961,65.27783966064453,74.11991882324219,4317.8994140625,4261.1962890625,5493.76220703125,1119.2064208984375
preprocess,6,0,6,V,2489,32768,0.9256467819213867,0.42034128308296204,0.8349213004112244,5.251282215118408,5.821905136108398,28.299306869506836,27.575963973999023,33.89458084106445,4.872335433959961
preprocess,7,0,7,K,2489,32768,0.8890511989593506,0.5156986117362976,0.7892709970474243,44.4857292175293,50.10964584350586,1981.8409423828125,1978.9801025390625,2510.9765625,526.3014526367188
preprocess,7,0,7,V,2489,32768,0.9020701050758362,0.49478402733802795,0.7885332107543945,7.876033306121826,9.010063171386719,64.01409912109375,62.03190231323242,81.18123626708984,15.186193466186523
preprocess,8,0,8,K,2489,32768,0.6641603112220764,1.1855909824371338,0.41920554637908936,44.72690963745117,70.86222839355469,2105.02197265625,2000.4964599609375,5021.45556640625,2811.9619140625
preprocess,8,0,8,V,2489,32768,0.6983135342597961,1.0947637557983398,0.4574190080165863,8.519261360168457,13.00583267211914,77.37319946289062,72.57781219482422,169.1516876220703,86.9856185913086
preprocess,9,0,9,K,2489,32768,0.6021093130111694,1.3248097896575928,0.36287030577659607,45.72616958618164,75.87326049804688,2088.9541015625,2090.882568359375,5756.75146484375,3669.77685546875
preprocess,9,0,9,V,2489,32768,0.6040313243865967,1.32192063331604,0.36416095495224,6.013912677764893,9.975235939025879,36.235958099365234,36.167144775390625,99.50533294677734,63.201725006103516
preprocess,10,0,10,K,2489,32768,0.5264049172401428,1.5291160345077515,0.2928794324398041,50.47583770751953,90.722412109375,2410.560546875,2547.810302734375,8230.5556640625,5957.32568359375
preprocess,10,0,10,V,2489,32768,0.586367666721344,1.416761040687561,0.33531680703163147,8.34902572631836,14.599921226501465,71.47535705566406,69.70623016357422,213.15769958496094,139.9159698486328
preprocess,11,0,11,K,2489,32768,0.4514576196670532,1.7859030961990356,0.22590161859989166,50.14109420776367,100.20547485351562,2268.30908203125,2514.12939453125,10041.13671875,8018.7353515625
preprocess,11,0,11,V,2489,32768,0.5370963215827942,1.620096206665039,0.2796986997127533,9.77434253692627,18.76935386657715,98.53466796875,95.53777313232422,352.28863525390625,250.76112365722656
preprocess,12,0,12,K,2489,32768,0.4627183973789215,1.6328001022338867,0.25231456756591797,59.99441909790039,110.0234603881836,3054.30859375,3599.330322265625,12105.162109375,9596.017578125
