load_kv,kind,layer,records,cosine,relative_l2,oracle_alpha,oracle_relative_l2,sparse_to_dense_norm
preprocess,K,0,5,1.0000030411478595,0.0,1.0,0.0,1.0
preprocess,K,1,5,0.9452417866664214,0.41922258512232485,0.7822596208305822,0.32637090057122325,1.2083479211962764
preprocess,K,10,5,0.5628341164017926,1.535535413262361,0.3031035323246842,0.8265698744898785,1.8569038509220845
preprocess,K,11,5,0.5359510614789442,1.6262613724745234,0.2782873667007234,0.8442490507543333,1.9258907360150426
preprocess,K,12,5,0.5361322265792423,1.546672794176069,0.29262878131971054,0.8441340152032638,1.8321240452199161
preprocess,K,13,5,0.5423148217934132,1.3955329897742572,0.32737082461518113,0.8401753591144997,1.6565765212306107
preprocess,K,14,5,0.47758588973511695,1.5538709253672462,0.27147723115291406,0.8785850658450306,1.7592115836267268
preprocess,K,15,5,0.4709854276000272,1.5330879330425318,0.27306061455866787,0.8821409904252377,1.7248383783258296
preprocess,K,16,5,0.526365684006659,1.421365736012956,0.3160671519810012,0.8502582941084444,1.6653602903926528
preprocess,K,17,5,0.5418062108221186,1.3686942498347232,0.3340335309388094,0.8405034383716571,1.62201144687289
preprocess,K,18,5,0.603243877628688,1.1907194473533633,0.4055758186147981,0.7975567842501902,1.4873763423297883
preprocess,K,19,5,0.6420181442668674,1.0256617371112502,0.48516396792512395,0.766689443276825,1.3233013717250146
preprocess,K,2,5,0.9197723351221277,0.4666108817628581,0.7846872458678082,0.3924523557630767,1.172151503628589
preprocess,K,20,5,0.6470687342765508,0.9899041705071051,0.5061534526307158,0.7624316711166599,1.2784042683368702
preprocess,K,21,5,0.6531207258500105,1.0136618415252543,0.4921949024780337,0.7572537999014304,1.3269554856455643
preprocess,K,22,5,0.6406440227705463,0.9970053900888699,0.5018413578461294,0.7678380272481766,1.2765867395229222
preprocess,K,23,5,0.6448429963859955,0.97394844964181,0.5165023169783006,0.7643150593910413,1.2484803556323383
preprocess,K,24,5,0.6441076548888333,0.9876161768937433,0.5076511315863232,0.7649348527251244,1.2687998013047004
preprocess,K,25,5,0.6068134877771886,1.0186310904341196,0.4878521389753033,0.7948442558461902,1.2438471399382498
preprocess,K,26,5,0.6109578131157896,1.035563453833582,0.4778625956481643,0.7916631547525576,1.278521940573937
preprocess,K,27,5,0.5795257656892852,1.0509907402085743,0.46617193145216607,0.8149539170420913,1.2431588574713452
preprocess,K,28,5,0.5585013989667433,1.1344421703244356,0.41918125679844265,0.8295035788664149,1.3323625279249802
preprocess,K,29,5,0.5234059771102568,1.1807841542215813,0.3903594903963019,0.8520834367157112,1.3408306701570982
preprocess,K,3,5,0.9084745252140343,0.5248113798654297,0.7410865437016669,0.4179402314172864,1.2258683320254042
preprocess,K,30,5,0.47594298107647454,1.2673492646821567,0.34278746810889577,0.8794761388258573,1.388449186028231
preprocess,K,31,5,0.4695698270422299,1.3261919011031873,0.3218123520744768,0.8828953378127729,1.459141714155079
preprocess,K,32,5,0.42322060454676974,1.4697531223049776,0.2677788214203562,0.9060266662119095,1.5804857243822235
preprocess,K,33,5,0.4293096310583951,1.4630180898576235,0.2716692130050969,0.9031573731529321,1.5802660386487766
preprocess,K,34,5,0.44849050085193365,1.432489013749653,0.2860402608097743,0.8937875981717255,1.5679278839358697
preprocess,K,35,5,0.4595765396531059,1.3939263885673132,0.2996091114379581,0.8881381672918225,1.5339204386922431
preprocess,K,36,5,0.4335304842632562,1.4132252033386152,0.2848115963154222,0.9011389011769865,1.5221658453229947
preprocess,K,37,5,0.46796818000094736,1.3192021486999908,0.3233190887407373,0.8837453154085746,1.447388033362302
preprocess,K,38,5,0.44798341118478013,1.3608094017714247,0.3039481686258623,0.8940418688759761,1.4738809357203744
preprocess,K,39,5,0.43479070627274996,1.3563555547193515,0.30005294231884966,0.9005315328953469,1.449046634612641
preprocess,K,4,5,0.9171183413255387,0.4902186517697378,0.7627192631946935,0.3986150373534505,1.202432383160399
preprocess,K,40,5,0.4346726682196603,1.3439104750884479,0.3035047851239845,0.9005885139745017,1.4321773149049115
preprocess,K,41,5,0.46720644184969773,1.3005743961866032,0.32878332191677445,0.8841482571911483,1.4210162459760127
preprocess,K,42,5,0.4965717664468443,1.216605711788543,0.3680940609374738,0.8679956686342742,1.349034986280842
preprocess,K,43,5,0.5153608108001544,1.1501784294217094,0.4018433850150036,0.8569732987038788,1.2824917119910095
preprocess,K,44,5,0.5091224132779376,1.143935633885597,0.4032232696442538,0.8606941200554636,1.2626315285006096
preprocess,K,45,5,0.5032337350189393,1.144162597281988,0.40158310369824185,0.8641503387367779,1.2531247713974536
preprocess,K,46,5,0.5181890655843351,1.1054906032602263,0.4252234149810279,0.8552660944459529,1.2186277785466142
preprocess,K,47,5,0.5487637217909239,1.0622879026209393,0.45571245941969285,0.8359774982893818,1.2041885413660254
preprocess,K,48,5,0.5315881792037489,1.0966914971799893,0.4328095328094293,0.8470029561523638,1.2282265960112595
preprocess,K,49,5,0.5376327649284918,1.0822405112124613,0.4421058658330569,0.8431791091312362,1.216072453405327
preprocess,K,5,5,0.9115640333777232,0.5010586741356132,0.7609646485878869,0.41115813630784087,1.1979058883606508
preprocess,K,50,5,0.5474343062877848,1.0701499656243694,0.45077257382452063,0.8368486603318499,1.2144357001206847
preprocess,K,51,5,0.5551085003600575,1.055917736754509,0.46045586076382805,0.8317779468271613,1.2055628946479577
preprocess,K,52,5,0.5728061096581519,1.0455356695870017,0.4688084791317088,0.8196908934093956,1.2218339367902638
preprocess,K,53,5,0.5758385715324025,1.0251545579601449,0.48214911826702017,0.8175634162164561,1.194316342633019
preprocess,K,54,5,0.5947737042200693,1.0037075088771419,0.4974082859641344,0.8038931774609968,1.1957454690711673
preprocess,K,55,5,0.5926577590374109,1.0103507609576945,0.49281206222884644,0.8054543938999613,1.2026040035566323
preprocess,K,56,5,0.5903714546537956,1.0088969722570535,0.4937559267237783,0.8071316779373495,1.1956746698132636
preprocess,K,57,5,0.6042534023958672,0.9884458269177857,0.5081292975086183,0.796792209859646,1.1891725302173084
preprocess,K,58,5,0.6107628113432322,0.9755948495721033,0.5172988160614166,0.7918136070314222,1.1806769943790456
preprocess,K,59,5,0.6150478115466581,0.965792087010861,0.5244518825755158,0.7884898157311016,1.1727440247258478
preprocess,K,6,5,0.9226007011440558,0.43862554899444767,0.8154922086652968,0.3857563301470199,1.1313421407839834
preprocess,K,60,5,0.5832092527170859,1.0276287598565832,0.4809563558196298,0.812321960521306,1.2126032760773067
preprocess,K,61,5,0.600702388205105,0.9742514846094226,0.5189776705194494,0.7994727267422468,1.1574725124567624
preprocess,K,62,5,0.5806881778696551,1.0264429155577195,0.48157794020954464,0.8141260590857043,1.2058031097042892
preprocess,K,63,5,0.5474291162474159,1.0987998119554516,0.4346458915929787,0.8368520554342763,1.2594830109657458
preprocess,K,7,5,0.9236055157284835,0.4351200314254743,0.8177673338155576,0.38334429866103686,1.1294233427240286
preprocess,K,8,5,0.6872466706285127,1.131187766823994,0.442143980471473,0.7264241279789821,1.5543503948548127
