example,source,kind,layer,rank,original_gap,delta_recovery_error,final_kv_error,explained_variance
20,raw,k,0,4,0.0008564809970156278,0.9629089875821427,0.0008247132497196624,0.07280628163353296
20,raw,k,0,8,0.0008564809970156278,0.9377249761504767,0.0008031436224998161,0.12067186910358794
20,raw,k,0,16,0.0008564809970156278,0.8963742947942067,0.0007677275497045225,0.19651312363218848
20,raw,k,0,32,0.0008564809970156278,0.8305020782161167,0.0007113092479740906,0.3102662980787112
20,raw,k,0,64,0.0008564809970156278,0.747708026663988,0.00064039771615376,0.44093270686224517
20,raw,k,1,4,0.020755610422090506,0.8182555133051657,0.016983392659889712,0.3304579149456998
20,raw,k,1,8,0.020755610422090506,0.7578916835877704,0.01573050452669005,0.4256001959484949
20,raw,k,1,16,0.020755610422090506,0.6887462043055037,0.01429534789625859,0.5256286660547613
20,raw,k,1,32,0.020755610422090506,0.6101187849224534,0.012663387811049672,0.6277550682847489
20,raw,k,1,64,0.020755610422090506,0.5241129665913867,0.01087828455173696,0.7253055982507759
20,raw,k,2,4,0.06954312288105452,0.6362373841999248,0.04424593459093607,0.5952019909464372
20,raw,k,2,8,0.06954312288105452,0.5692750470101102,0.03958916454734218,0.6759259208516368
20,raw,k,2,16,0.06954312288105452,0.5042938208148938,0.03507016714908665,0.7456877422879158
20,raw,k,2,32,0.06954312288105452,0.43361377159964043,0.030154855801271304,0.8119790970791348
20,raw,k,2,64,0.06954312288105452,0.35368393830082706,0.02459628558230972,0.8749076717880168
20,raw,k,3,4,0.15237234375901446,0.4923892470443301,0.07502650361388097,0.7575528293951176
20,raw,k,3,8,0.15237234375901446,0.43037348276472975,0.06557701626059169,0.8147786653329568
20,raw,k,3,16,0.15237234375901446,0.37962605312331965,0.05784451146638435,0.8558840597900105
20,raw,k,3,32,0.15237234375901446,0.33010293380655975,0.05029855770583232,0.891032053092302
20,raw,k,3,64,0.15237234375901446,0.2698206626645294,0.041113206764804754,0.9271968099992742
20,raw,k,4,4,0.14217713877233354,0.590630167237217,0.08397410725041236,0.6511560055493372
20,raw,k,4,8,0.14217713877233354,0.5282339318462054,0.07510278903235333,0.7209689132462984
20,raw,k,4,16,0.14217713877233354,0.4655414520507568,0.06618935163249412,0.7832711564224729
20,raw,k,4,32,0.14217713877233354,0.40060410420018966,0.05695674531563674,0.8395163516979636
20,raw,k,4,64,0.14217713877233354,0.32886898814155624,0.04675765176491895,0.891845188638749
20,raw,k,5,4,0.11564181519232301,0.6786206538016014,0.07847692423261822,0.5394740082338869
20,raw,k,5,8,0.11564181519232301,0.6203492790462686,0.07173831668215941,0.6151667719867748
20,raw,k,5,16,0.11564181519232301,0.5511132422980092,0.06373173571586832,0.6962741941637758
20,raw,k,5,32,0.11564181519232301,0.4715876959274447,0.054535257179414987,0.777605045049844
20,raw,k,5,64,0.11564181519232301,0.38719794567433474,0.04477627327651855,0.8500777508655749
20,raw,k,6,4,0.14069202757396992,0.679832402615874,0.09564699913451076,0.5378279043535282
20,raw,k,6,8,0.14069202757396992,0.601201680414104,0.08458428339833819,0.6385565394672574
20,raw,k,6,16,0.14069202757396992,0.5311083557510617,0.0747227114320942,0.7179239144514037
20,raw,k,6,32,0.14069202757396992,0.4541519352841796,0.0638955566017736,0.7937460196776344
20,raw,k,6,64,0.14069202757396992,0.3754450485285422,0.05282212512008814,0.8590410155354006
20,raw,k,7,4,0.08906019188605135,0.6930199739851983,0.061720491863988085,0.519723315657555
20,raw,k,7,8,0.08906019188605135,0.6374107092246646,0.05676792007377272,0.5937075877657101
20,raw,k,7,16,0.08906019188605135,0.5781645503899001,0.05149144579943712,0.6657257526724446
20,raw,k,7,32,0.08906019188605135,0.5127720361453524,0.04566757593290635,0.7370648389473494
20,raw,k,7,64,0.08906019188605135,0.43952469754769197,0.03914415390225613,0.8068180402456099
20,raw,k,8,4,0.06093066480525229,0.7587495952721629,0.046231117260649,0.4242990516743289
20,raw,k,8,8,0.06093066480525229,0.6986351157668885,0.04256830205997091,0.5119089750173863
20,raw,k,8,16,0.06093066480525229,0.6364790834288382,0.03878109368795674,0.594894376357586
20,raw,k,8,32,0.06093066480525229,0.5680375702257766,0.03461090678821675,0.6773333188119959
20,raw,k,8,64,0.06093066480525229,0.4909582636936247,0.029914413398484913,0.7589599833109413
20,raw,k,9,4,0.09671073131541065,0.7542081867404378,0.07294002530373753,0.431170011053701
20,raw,k,9,8,0.09671073131541065,0.7072918272647601,0.06840270986818806,0.49973827108447677
20,raw,k,9,16,0.09671073131541065,0.6492135662213854,0.06278591876915596,0.5785217454341108
20,raw,k,9,32,0.09671073131541065,0.5792887514904551,0.05602343879943309,0.6644245423966297
20,raw,k,9,64,0.09671073131541065,0.5034479725349263,0.048688821603113504,0.746540138950472
20,raw,k,10,4,0.06526821292095551,0.7395675920771146,0.04827025506912749,0.45303977674925855
20,raw,k,10,8,0.06526821292095551,0.6870178025955651,0.04484042422029432,0.5280065389167612
20,raw,k,10,16,0.06526821292095551,0.6284214362589048,0.04101594410583887,0.6050864984502953
20,raw,k,10,32,0.06526821292095551,0.5593259218144295,0.0365062033571939,0.6871545131864387
20,raw,k,10,64,0.06526821292095551,0.4804485129833986,0.03135801584295692,0.7691692263720411
20,raw,k,11,4,0.11259580053005033,0.7586177752061998,0.08541717569566784,0.42449907114119567
20,raw,k,11,8,0.11259580053005033,0.7099226029774999,0.07993430379662869,0.49600989778165105
20,raw,k,11,16,0.11259580053005033,0.6528040101485427,0.07350299011190228,0.5738469243339812
20,raw,k,11,32,0.11259580053005033,0.5841249759293756,0.06577001927436442,0.6587980124955064
20,raw,k,11,64,0.11259580053005033,0.5067786656834882,0.057061149554183094,0.7431753840080634
20,raw,k,12,4,0.16571152003445555,0.7653621255724821,0.12682932120541784,0.4142208167391722
20,raw,k,12,8,0.16571152003445555,0.7124660317709699,0.11806382909768412,0.49239215357252725
20,raw,k,12,16,0.16571152003445555,0.6481969913915687,0.10741370872525775,0.5798406603509185
20,raw,k,12,32,0.16571152003445555,0.575711702371641,0.0954020613016287,0.668556035752347
20,raw,k,12,64,0.16571152003445555,0.49489110240884376,0.0820091568316969,0.7550827967565593
20,raw,k,13,4,0.16544850604517675,0.7685551251241193,0.12715629726514943,0.40932301964544937
20,raw,k,13,8,0.16544850604517675,0.7161248182468383,0.1184817813208131,0.4871652446909329
20,raw,k,13,16,0.16544850604517675,0.6517264071511502,0.10782716041334837,0.5752526902218533
20,raw,k,13,32,0.16544850604517675,0.5782304884355884,0.09566737046144096,0.6656495022435408
20,raw,k,13,64,0.16544850604517675,0.4982752261857458,0.08243889177175417,0.7517217989695438
20,raw,k,14,4,0.14257667186022277,0.824415220351516,0.11754237834863135,0.32033954445276125
20,raw,k,14,8,0.14257667186022277,0.7736037238413108,0.11029784428396897,0.40153727845885684
20,raw,k,14,16,0.14257667186022277,0.7102212292805086,0.10126097915529111,0.4955858054792832
20,raw,k,14,32,0.14257667186022277,0.6337834770948374,0.09036273884418164,0.5983185041615777
20,raw,k,14,64,0.14257667186022277,0.5469262835289447,0.07797892925843751,0.7008716403852164
20,raw,k,15,4,0.14565609479292635,0.8028703598263616,0.1169429612372994,0.35539918531228876
20,raw,k,15,8,0.14565609479292635,0.7468860638861472,0.1087885073209163,0.4421612075726581
20,raw,k,15,16,0.14565609479292635,0.6817925712109482,0.09930724338141485,0.5351588898415642
20,raw,k,15,32,0.14565609479292635,0.6049369922267077,0.08811275988352109,0.6340512354357042
20,raw,k,15,64,0.14565609479292635,0.5197541937420525,0.0757053661127134,0.729855578087549
20,raw,k,16,4,0.14069095344827354,0.8116690399720965,0.11419449111811912,0.3411933695507752
20,raw,k,16,8,0.14069095344827354,0.7568305363045584,0.10647920975145653,0.42720753931695454
20,raw,k,16,16,0.14069095344827354,0.6953554760669134,0.0978302249133322,0.5164807619037562
20,raw,k,16,32,0.14069095344827354,0.6164505660247472,0.0867290178877496,0.6199886996477687
20,raw,k,16,64,0.14069095344827354,0.52401118807342,0.07372363366761205,0.7254122747738829
20,raw,k,17,4,0.17721171603324873,0.8030675330143631,0.1423129756160629,0.3550825374182248
20,raw,k,17,8,0.17721171603324873,0.7485946094989843,0.1326597353625547,0.4396061106290633
20,raw,k,17,16,0.17721171603324873,0.6837770863165453,0.12117331085036984,0.5324488962284557
20,raw,k,17,32,0.17721171603324873,0.6087456222148244,0.10787685634041677,0.6294287674342862
20,raw,k,17,64,0.17721171603324873,0.5231330097024313,0.092705298363006,0.7263318541596759
20,raw,k,18,4,0.24670687165982358,0.7355826903046007,0.18147330437216486,0.458918105724246
20,raw,k,18,8,0.24670687165982358,0.6875347104494182,0.16961953757251855,0.5272960219272348
20,raw,k,18,16,0.24670687165982358,0.626434949982295,0.15454580680851004,0.6075792534406795
20,raw,k,18,32,0.24670687165982358,0.5533829229309977,0.13652336974627569,0.6937673406083454
20,raw,k,18,64,0.24670687165982358,0.4717991585304466,0.11639609445278365,0.7774055540099625
20,raw,k,19,4,0.2357749755870918,0.7965817374284789,0.1878140396953228,0.365457535595426
20,raw,k,19,8,0.2357749755870918,0.7431061004428273,0.1752058226905266,0.4477933234846546
20,raw,k,19,16,0.2357749755870918,0.6768978745937975,0.1595955798573069,0.5418092673703997
20,raw,k,19,32,0.2357749755870918,0.6023803562946549,0.1420262137995159,0.6371379063503246
20,raw,k,19,64,0.2357749755870918,0.5161381471702393,0.12169245904862996,0.7336014130356724
20,raw,k,20,4,0.2622389268297225,0.7566706075916803,0.1984284880984363,0.42744959160683754
20,raw,k,20,8,0.2622389268297225,0.6985594226521035,0.18318947332307817,0.5120147330239598
20,raw,k,20,16,0.2622389268297225,0.6349917956972222,0.16651956704931797,0.5967854193972172
20,raw,k,20,32,0.2622389268297225,0.5590710912121034,0.14661020298098393,0.6874395149709079
