example,source,kind,layer,rank,original_gap,delta_recovery_error,final_kv_error,explained_variance
50,raw,k,0,4,0.0008571190457105284,0.9634799809804326,0.0008258170418591464,0.07170632624994527
50,raw,k,0,8,0.0008571190457105284,0.939459314862155,0.0008052284714385171,0.11741619571873038
50,raw,k,0,16,0.0008571190457105284,0.8985161589295155,0.0007701353126971558,0.19266871214254955
50,raw,k,0,32,0.0008571190457105284,0.8337851368101991,0.0007146531207903802,0.30480234563439756
50,raw,k,0,64,0.0008571190457105284,0.7531273149728718,0.0006455197655080804,0.43279924744175285
50,raw,k,1,4,0.02490745444024354,0.8045343737656838,0.020038903260178636,0.35272444142945897
50,raw,k,1,8,0.02490745444024354,0.7436013324863984,0.018521216310609354,0.44705705832445286
50,raw,k,1,16,0.02490745444024354,0.6781949931350284,0.016892110893111996,0.5400515512865789
50,raw,k,1,32,0.02490745444024354,0.5995858085709573,0.014934156209997704,0.6404968581603113
50,raw,k,1,64,0.02490745444024354,0.5099483893712301,0.012701516275139487,0.7399526401776882
50,raw,k,2,4,0.06882013072159744,0.6268188943222013,0.043137758246021056,0.6070980737206931
50,raw,k,2,8,0.06882013072159744,0.5632310736953903,0.038761636118182445,0.6827707576239378
50,raw,k,2,16,0.06882013072159744,0.5002108638569448,0.03442457703899812,0.749789091679489
50,raw,k,2,32,0.06882013072159744,0.43191502307647567,0.02972444834874483,0.8134494128408475
50,raw,k,2,64,0.06882013072159744,0.35790444462236737,0.024631030664752054,0.8719044085195548
50,raw,k,3,4,0.1478460191743771,0.4901912807592645,0.07247282949424667,0.759712508267592
50,raw,k,3,8,0.1478460191743771,0.4267262590625278,0.06308977867956869,0.8179046998265004
50,raw,k,3,16,0.1478460191743771,0.37520753022739084,0.055472939708369494,0.8592193092606616
50,raw,k,3,32,0.1478460191743771,0.32438799617102443,0.047959473901839036,0.8947724279401474
50,raw,k,3,64,0.1478460191743771,0.26521819675431796,0.03921145460273261,0.9296593081103879
50,raw,k,4,4,0.13409815863785324,0.5822296770282465,0.07807592759379985,0.6610086031875838
50,raw,k,4,8,0.13409815863785324,0.5194828742710824,0.06966169688365158,0.7301375433390548
50,raw,k,4,16,0.13409815863785324,0.45608469256872497,0.0611601174563774,0.7919867532044916
50,raw,k,4,32,0.13409815863785324,0.3892115172972742,0.05219254779020943,0.8485143948031536
50,raw,k,4,64,0.13409815863785324,0.31889069826358746,0.04276265544388634,0.8983087225609616
50,raw,k,5,4,0.1034651420092221,0.7042727117670519,0.07286767613619796,0.5039999474602831
50,raw,k,5,8,0.1034651420092221,0.6409566749822923,0.06631667339880169,0.5891745407956441
50,raw,k,5,16,0.1034651420092221,0.5657759652085145,0.058538090585703646,0.6798975571923739
