example,source,kind,layer,rank,original_gap,delta_recovery_error,final_kv_error,explained_variance
40,raw,k,0,4,0.0008772140102857517,0.9610276778566579,0.0008430269432882424,0.0764258023934396
40,raw,k,0,8,0.0008772140102857517,0.9334117472715695,0.000818801862071924,0.1287425100554356
40,raw,k,0,16,0.0008772140102857517,0.888610798742963,0.0007795018423485396,0.2103708483573933
40,raw,k,0,32,0.0008772140102857517,0.8213180875496601,0.0007204717332996614,0.32543659906376887
40,raw,k,0,64,0.0008772140102857517,0.7362931248287766,0.0006458866447768787,0.45787243432987557
40,raw,k,1,4,0.023031457980867937,0.8217159458455742,0.018925316278951495,0.3247829043431134
40,raw,k,1,8,0.023031457980867937,0.7554777103632824,0.017399753141714255,0.42925342914425235
40,raw,k,1,16,0.023031457980867937,0.6770866887126358,0.01559429362049008,0.5415536159681582
40,raw,k,1,32,0.023031457980867937,0.586347859447508,0.01350444608703714,0.6561961877213254
40,raw,k,1,64,0.023031457980867937,0.4902611496625643,0.011291429068105357,0.7596440051315407
40,raw,k,2,4,0.07201948236774293,0.6082938457081416,0.04380900789538405,0.6299785972735996
40,raw,k,2,8,0.07201948236774293,0.5349208588299907,0.03852472336064443,0.7138596747885851
40,raw,k,2,16,0.07201948236774293,0.4645937670122017,0.03345980261149853,0.7841526316534121
40,raw,k,2,32,0.07201948236774293,0.39216940464520883,0.02824383752301386,0.8462031580602225
40,raw,k,2,64,0.07201948236774293,0.3162408586977476,0.02277550294694232,0.8999917192901112
40,raw,k,3,4,0.15365711053934908,0.4742178403944878,0.07286694312122721,0.7751174398515881
40,raw,k,3,8,0.15365711053934908,0.40695045433404853,0.06253083094564522,0.8343913277173115
40,raw,k,3,16,0.15365711053934908,0.3599178761458295,0.05530394088002747,0.8704591224306754
40,raw,k,3,32,0.15365711053934908,0.30689234922822806,0.04715619162904237,0.9058170859851793
40,raw,k,3,64,0.15365711053934908,0.24296665171260745,0.03733355365957965,0.9409672061555645
40,raw,k,4,4,0.13415498893602876,0.5588572715553053,0.07497349108232121,0.6876785500297597
40,raw,k,4,8,0.13415498893602876,0.49297942317338533,0.06613564906151535,0.7569712883276363
40,raw,k,4,16,0.13415498893602876,0.42888954039695154,0.05753767154673149,0.8160537621380917
