Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason
Where was the founder of the National Women's Party born?,Who is the founder of the National Women's Party?,Alice Paul,"<think>

</think>

Alice Paul",True,0,0.0,预测答案“Alice Paul”与标准答案完全一致，准确给出了美国全国妇女党的创始人，正确且完整地回答了所提出的问题。
Where was the founder of the National Women's Party born?,Where was Alice Paul born?,"Mount Laurel Township, New Jersey.","Paulsdale, in Mount Laurel Township, New Jersey",True,0.7142857142857143,0.0,"预测答案不仅包含了标准答案中的关键信息“Mount Laurel Township, New Jersey”，还额外补充了具体的出生地名称“Paulsdale”。两者在语义上完全等价，均准确回答了Alice Paul的出生地，符合评估标准。"
What administrative territorial entity is the owner of Ciudad Deportiva located?,Where is Ciudad Deportiva located?,"Ciudad Deportiva is located in Nuevo Laredo, Mexico.","<think>

</think>

Ciudad Deportiva is located in Nuevo Laredo, Mexico.",True,0,0.0,"预测答案与标准答案完全一致，均明确指出Ciudad Deportiva位于墨西哥的新拉雷多（Nuevo Laredo, Mexico）。预测答案准确且完整地包含了标准答案的所有关键信息，正确地回答了问题。"
What administrative territorial entity is the owner of Ciudad Deportiva located?,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",The Ciudad Deportiva sports complex is owned by the Nuevo Laredo Municipality.,"<think>

</think>

Answer: The Municipality of Nuevo Laredo owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico.",True,0,0.0,预测答案明确指出了Ciudad Deportiva体育综合设施由Nuevo Laredo Municipality（新拉雷多市）所有，这与标准答案的核心信息完全一致。两者在语义上完全等价，仅存在细微的措辞差异，准确地回答了关于行政领土实体的问题。
Who founded the company that distributed the film UHF?,Which company distributed the film UHF?,Orion Pictures,"<think>

</think>

Orion Pictures",True,0,0.0,预测答案“Orion Pictures”与标准答案完全一致，准确地给出了电影《UHF》的发行公司，没有任何语义偏差或信息遗漏，完全符合正确回答问题的标准。
Who founded the company that distributed the film UHF?,Who founded Orion Pictures?,Morris Mike Medavoy was a co-founder of Orion Pictures.,"<think>

</think>

Orion Pictures was co-founded by Morris Mike Medavoy.",True,0,0.0,预测答案明确指出了Orion Pictures是由Morris Mike Medavoy联合创立的，这与标准答案的核心语义完全一致。虽然预测答案采用了被动语态，但包含了所有关键信息，准确回答了问题。
What is the place of birth of the person who submitted the first version of the equal rights amendment to congress in 1923?,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,"Alice Paul, the head of the National Women's Party, revised the proposed Equal Rights Amendment in 1923.","<think>

</think>

Answer: Alice Paul",False,0,0.0,预测答案为空，没有提供任何实质性的内容。因此，它未能包含标准答案中的关键信息（Alice Paul），也没有回答出问题所问的内容。
What is the place of birth of the person who submitted the first version of the equal rights amendment to congress in 1923?,What is the place of birth of Alice Paul?,"Paulsdale, Mount Laurel Township, New Jersey","</think>

Paulsdale, in Mount Laurel Township, New Jersey.",True,0,0.0,预测答案包含了标准答案中的所有关键信息，即“Paulsdale”、“Mount Laurel Township”和“New Jersey”。两者在语义上完全等价，仅仅是措辞上存在细微差异，意思保持一致，因此正确回答了问题。
"Since 2004, what is the location of the body to which, if a matter is not specifically reserved, it is devolved?",What is the location of the devolved body responsible for non-reserved matters since 2004?,"The devolved body is the Scottish Parliament, located in the Holyrood area of Edinburgh since September 2004.",Answer: Holyrood area of Edinburgh,True,0.4666666666666667,0.0,预测答案“Holyrood area of Edinburgh”准确包含了标准答案中的核心地理位置信息。问题询问的是该机构的地点，预测答案直接且正确地回答了这一关键信息，与标准答案在语义上完全等价，符合评估标准。
When did the person who first brought a postal service into Umayyad lands become caliph?,Who first introduced the postal service in the Umayyad Caliphate?,Mu'awiyah introduced the postal service in the Umayyad Caliphate.,"<think>

</think>

Answer: Mu'awiyah",True,0,0.0,预测答案“Mu'awiyah”直接给出了标准答案中的核心人物，准确回答了谁在伍麦叶王朝引入邮政服务的问题，包含了关键信息且语义完全一致。
When did the person who first brought a postal service into Umayyad lands become caliph?,When did Mu'awiyah become caliph of the Umayyad Caliphate?,Mu'awiyah became caliph in 661 CE.,"661
</think>

Answer: 661",True,0.2857142857142857,0.0,预测答案“661”准确提供了问题所询问的时间，与标准答案中的“661 CE”在核心语义上完全一致。虽然预测答案省略了“CE”（公元）和完整的句子结构，但针对此类询问时间的问题，年份本身已经包含了关键信息，属于可接受的措辞差异。
This is an instance of who was named commander in chief of texas forces by the new national government of texas National Forest?,Who was named commander in chief of Texas forces by the new national government of Texas?,Sam Houston was named commander in chief of the Texas forces by the new national government of Texas.,"<think>

</think>

Sam Houston",True,0,0.0,预测答案“Sam Houston”准确提取了标准答案中的核心人物信息，正确回答了关于德克萨斯军队总司令是谁的问题，尽管省略了部分背景描述，但语义上完全等价。
What university did the author of The Secret World of Og go to?,Who is the author of The Secret World of Og?,Pierre Berton,Answer: Pierre Berton,True,0.5714285714285715,0.0,预测答案明确指出了《The Secret World of Og》的作者是Pierre Berton，这与标准答案完全一致。虽然预测答案多包含了“Answer:”这样的前缀词，但这属于措辞上的细微差异，不影响核心语义的传达，因此判定为正确回答了问题。
What university did the author of The Secret World of Og go to?,Which university did Pierre Berton attend?,Pierre Berton attended the University of British Columbia.,"<think>

</think>

University of British Columbia",True,0,0.0,预测答案“University of British Columbia”准确包含了标准答案中的核心信息，即皮埃尔·伯顿所就读的大学名称。虽然预测答案省略了主语和谓语等修饰性词汇，但在回答该问题时，其语义与标准答案完全等价，正确地回答了问题。
Who is the child of Caroline LeRoy's spouse?,Who is Caroline LeRoy's spouse?,Daniel Webster,"<think>

</think>

Caroline LeRoy's spouse was Daniel Webster.",True,0,0.0,预测答案明确指出了Caroline LeRoy的配偶是Daniel Webster，这与标准答案完全一致，包含了标准答案的关键信息，语义上完全等价，因此判断为正确。
