Question,Real Answer,Pred Answer
with what movie did Mary Philips' husband win his only oscar?,The African Queen,The African Queen
The all time top goal scorer in premier league in one season is a member of what team?,Egypt national football team,Answer: Manchester United
Where is the province of Gonbad-e Qabus County located?,in the north-east of the country south of the Caspian Sea,"Gonbad-e Qabus County is located in Golestan province, Iran."
Who wrote the song turn me on that is performed by performer of Feelin' the Same Way?,John D. Loudermilk,Billy Currington
What institute did the actor playing the voice of John Smith in Pocahontas attend?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA)
Who led the muslim forces to retake the proposed embassy destination?,Abu Ubaidah,Abu Ubayda
Which is the body of water near George Mills' place of birth?,River Thames,River Ravensbourne
When did the party who gained control of congress in the midterm elections in 1946 take control of the determiner of rules of the US House and US Senate?,January 2015,"The Republicans took control of the determiner of rules of the US House and US Senate in the 114th Congress, which started in January 2015."
Who does the Nothing Suits Me Like a Suit artist play in Batman Under the Red Hood?,Nightwing / Dick Grayson,Stephen Stills
When was the death penalty abolished in the country near the country where the writer of The Book Thief is a citizen of?,1989,1989
What is the seat of the county sharing a border with the county in which Miller Electric is headquartered?,Green Bay,Pécs
Who is the brother of the Nothin' My Love Can't Fix performer?,Matthew Lawrence,Alan Silvestri
Who is the brother of the Melissa and Joey Theme Song singer?,Matthew Lawrence,Joey Lawrence
When was the last time the team that Arthur James was a member of beat the 1894-95 FA cup winner?,1 December 2010,1982
Who started the foundation that developed the Free Software Directory?,Richard Stallman,Richard Stallman
What pantheon is the God of the underworld in ancient Egypt a part of?,ancient Egyptian religion,the Egyptian pantheon
Where was the president born on the fourth of July born?,Plymouth Notch,"Answer: East Hampton, New York"
Who play's Marty's girlfriend in back to the future?,Claudia Wells,Elisabeth Shue
What is the record label for the band which performed Pythons?,Kanine Records,Sire Records
Who is the employer of the person Mach's principle was named after?,Charles University,The employer of the person Mach's principle was named after is the Royal Aircraft Establishment.
What is the life expectancy of the type of retriever named after the body of water the Patuxent River turns into?,average lifespan at 9.4 years,12 to 13 years
Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Sambas is located?,Francisco Guterres,Xanana Gusmão
What is the capital of the country it is about?,Aden,Georgetown
The league playing in the Thursday night football game is a type of what?,sports league,football
A participant of the Battle of Brechin is an instance of?,Scottish clan,participant of the Battle of Brechin is an instance of a member of the Clan Gordon.
What is the symbol of the Saints from the city that is the location of Blanton's manufacturer's headquarters called?,fleur - de-lis,fleur-de-lis
What mythology is the city where Eutychides was born in a part of?,Greek mythology,Greek mythology
What is the oldest college in the state that contains Borough House Plantation?,College of Charles Towne,College of Charleston
"What county shares a border with the other county, that contains the city, that is the birthplace of the performer of Never Gonna Fall in Love Again?",Cabarrus County,Candelaria
What city was the author of What We Talk About When We Talk About love born in?,Clatskanie,"Raymond Carver was born in Clatskanie, Oregon."
What undertaking included the person who discovered that the number of protons in each element's atoms is unique?,Manhattan Project,Manhattan Project
What was the story of the character from The Bourne Deception based on?,the novel of the same name by Robert Ludlum,The story of the character from The Bourne Deception is based on a story by Herbert Achternbusch.
Which two features were played up the person who had the biggest net worth in 2017?,ease of use and enhanced support for Plug and Play,Bill Gates was named the richest man in the world by Forbes' annual list of the world's billionaires. This was the 16th time that the founder of Microsoft claimed the top spot.
"Who is one of the members of the music group that performed ""Good Little Girls""?",Aaron Benward,Pauline Collins
How many times did plague occur in the place where Bajazet's composer was born?,22,Answer: 51 times
What year did the company that published Starship Command end?,1986,1999
Who is the spouse of the child of Peter Andreas Heiberg?,Johanne Luise Heiberg,Baroness Gyllembourg-Ehrensvärd
What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,Dottie Hinson,Dottie Hinson
What is the abbreviated name of the exclusive platform of the video game named for the league with a halftime event just before the publishers clearing house sweepstakes drawing.,NES,NES
When was the last time the sports team Alan O'Neil was a member of beat the winner of the 1894-95 FA cup?,1 December 2010,2022–23 EFL Cup
Who is the spouse of the person who plays Batman in the Lego Batman Movie?,Amy Poehler,"<think>
Okay, let's see. The question is asking about the spouse of the person who plays Batman in The Lego Batman Movie. First, I need to figure out who voices Batman in that movie. From the provided passages, specifically under the"
By how much of the population of the region where Baton a feu originated reduced by the black death?,30% to 65%,"The population of the region where Bâton à feu originated, which is Western Europe, was reduced by an estimated one-third to one-half during the Black Death. In some areas, up to 80% of the"
When did the explorer reach the headquarters location of the group Con-Test's record label is part of?,"August 3, 1769",1769
What is the name of the castle in the city where the performers of Spirit If.. became a band?,Casa Loma,Casa Loma
Who wrote a book about growing up in the same nationality as the man who produced The Wild Women of Chastity Gulch?,Min Zhou,Shirley Temple
Who is the spouse of the actor of Ethan in A Dog's Purpose?,Meg Ryan,Peggy Lipton
Who is the federal leader of the party that Pierre-Hugues Boisvenu is a member of?,Andrew Scheer,"Answer: The federal leader of the party that Pierre-Hugues Boisvenu is a member of is not explicitly mentioned in the passage. However, it is stated that Boisvenu is a member of the Senate"
At what local time does the country where Fuser and Alberto meet the indigenous couple traveling to look for work change their clocks for DST?,24:00,12:00 noon
When did the place of birth of the performer of Mother-in-Law elect its first black Mayor?,1970s,2017
When was the last time Ken Faulkner's team beat the 1894-95 FA Cup winner?,1 December 2010,1988
