Question,Real Answer,Pred Answer
what does Echosmith and Guster have in common?,band,They are both American indie pop or alternative rock bands.
"Of the four public Elizabethan theatres built, including The Rose, which one was built in Shoreditch?",The Theatre,The Theatre
"Maggie Grace, an American actress, appeared in  ""Taken 2"", a 2012 American action thriller film directed by who?",Olivier Megaton,Olivier Megaton
"which landmark built on the site of a former city gate that marked the start of the road from Berlin to the town of Brandenburg an der Havel, is Frederick William II of Prussia responsible for?",Brandenburg Gate,Brandenburg Gate
Watch Mr. Wizard was created by the host of programs dedicated to what educational fields?,science and technology,science and technology
"What Canadian mixed martial artist who competed in the UFC also competed in the Maximum Fighting Championship in Edmonton, Alberta?",Ryan Jimmo,Ryan Jimmo
When was the Polish professional boxer over which Joe Smith Jr. rose to prominence in 2016 by scoring an upset knockout victory born? ,4 November 1987,"November 4, 1987"
"Invincible and National Treasure, are of which nationality?",American,American
"When was the last film in the series ""American Pie"" released?",2012,2012
"When was the South Korean actress and photographer born who was star in both ""Sympathy for Mr. Vengeance"" (2002) and As One (2012)?","October 11, 1979","October 11, 1979"
the fictional character Lionel Hutz first appeared in a Simpson episode that originally aired in which year ?,1991,1991
"Raymond Blanc OBE (born 19 November 1949) is a French chef, he is entirely self-taught, but has himself taught or employed other chefs including Marco Pierre White, is a British chef, restaurateur, and television personality from which city?",Leeds,London
"Same Love, Same Rain, is an Argentine-American romantic comedy film, released in what year, and directed by Juan José Campanella, it stars Ricardo Darín, an Argentine actor, screenwriter and film director?",1999,1999
Which star from The Ghazi Attack won the State Nandi Award for Best Special Effects in 2006?,Ramanaidu Daggubati,Rana Daggubati
"Who was born September 17, 1968 and wrote the memoir Wild was based on?",Cheryl Strayed,Cheryl Strayed
5 fold diffraction pattern symmetries were discovered in 1982 by dan shechtman when he discovered this phase which opened new field of study in quasiperiodic crystals,icosahedral phase,icosahedral phase
"Richard Donner and Percy Adlon, have which mutual occupations?",director and producer,"director, screenwriter, and producer"
"What flying ace was shot down by the ""Red Barron"" during WWII?",Lanoe Hawker,George Andrew Davis Jr.
"The actor who starred as Buck Dharma in the ""More Cowbell"" sketch on Saturday Night Live was born in what year?",1970,1970
"On October 15, 2012 Viktor Blom was signed-up by an online poker card room that opened in what year?",2004,2004
Adrián Barilari is the vocalist of the heavy metal band formed in what year?,1986,1986
"When was the magazine which has Lisa Pin-Up ranked number 54, launched as a mass-market print publication?",1994,1994
Who has more letters in their middle name out of Margaret Laurence and Paul Heyse?,Margaret Laurence,Heyse
What is the local goverment area for the city in which Melbourne Law School is located?,the City of Melbourne,City of Melbourne
"Which breed of dog is from Scotland, the Pharaoh Hound or the Cairn Terrier?",Cairn Terrier,Cairn Terrier
Where are the headquarters of the company that owns the Ardbeg Distillery ?,Paris,Paris
 The 2009 AFL Season consisted of how many Rounds won by the team nicknamed the Cats ?,22,22
"Which canal is longer, the Industrial Canal in Louisana or the James River and Kanawha Canal in Virginia?",The James River and Kanawha Canal,James River and Kanawha Canal
 Tobin Bo Gunnar Gerhart held the Stanford record for most rushing yards in a season until the record was broke by an American football running back holds the NCAA record for what?,most all-purpose yards in a season,most all-purpose yards in a season
Both Aspatria and Skiddaw are located in which country?,England,England
Which episode of Glee is named after a power ballad from the 1973 Aerosmith debut album?,Dream On,"""Dream On"""
Lucy Maunder was in the premiere of Doctor Zhivago alongside the actor hailing from what New South Wales city?,Wollongong,Wollongong
