example_id,chunk_id,method,rate,chunk_len,selected_count,n_calibration_queries
25,0,qk_frequency_per_chunk,0.15,48,7,8
25,0,qk_mean_score_per_chunk,0.15,48,7,8
25,1,qk_frequency_per_chunk,0.15,33,4,8
25,1,qk_mean_score_per_chunk,0.15,33,4,8
25,2,qk_frequency_per_chunk,0.15,115,17,8
25,2,qk_mean_score_per_chunk,0.15,115,17,8
25,3,qk_frequency_per_chunk,0.15,102,15,8
25,3,qk_mean_score_per_chunk,0.15,102,15,8
25,4,qk_frequency_per_chunk,0.15,31,4,8
25,4,qk_mean_score_per_chunk,0.15,31,4,8
25,5,qk_frequency_per_chunk,0.15,80,12,8
25,5,qk_mean_score_per_chunk,0.15,80,12,8
25,6,qk_frequency_per_chunk,0.15,113,16,8
25,6,qk_mean_score_per_chunk,0.15,113,16,8
25,7,qk_frequency_per_chunk,0.15,104,15,8
25,7,qk_mean_score_per_chunk,0.15,104,15,8
25,8,qk_frequency_per_chunk,0.15,81,12,8
25,8,qk_mean_score_per_chunk,0.15,81,12,8
25,9,qk_frequency_per_chunk,0.15,82,12,8
25,9,qk_mean_score_per_chunk,0.15,82,12,8
25,10,qk_frequency_per_chunk,0.15,38,5,8
25,10,qk_mean_score_per_chunk,0.15,38,5,8
25,11,qk_frequency_per_chunk,0.15,212,31,8
25,11,qk_mean_score_per_chunk,0.15,212,31,8
25,12,qk_frequency_per_chunk,0.15,143,21,8
25,12,qk_mean_score_per_chunk,0.15,143,21,8
25,13,qk_frequency_per_chunk,0.15,94,14,8
25,13,qk_mean_score_per_chunk,0.15,94,14,8
25,14,qk_frequency_per_chunk,0.15,112,16,8
25,14,qk_mean_score_per_chunk,0.15,112,16,8
25,15,qk_frequency_per_chunk,0.15,135,20,8
25,15,qk_mean_score_per_chunk,0.15,135,20,8
25,16,qk_frequency_per_chunk,0.15,118,17,8
25,16,qk_mean_score_per_chunk,0.15,118,17,8
26,0,qk_frequency_per_chunk,0.15,114,17,8
26,0,qk_mean_score_per_chunk,0.15,114,17,8
26,1,qk_frequency_per_chunk,0.15,116,17,8
26,1,qk_mean_score_per_chunk,0.15,116,17,8
26,2,qk_frequency_per_chunk,0.15,285,42,8
26,2,qk_mean_score_per_chunk,0.15,285,42,8
26,3,qk_frequency_per_chunk,0.15,127,19,8
26,3,qk_mean_score_per_chunk,0.15,127,19,8
