Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason,Rate1_Predicted,Rate1_Correct,Rate1_F1,Rate1_EM,Rate1_Reason
"Which species of wild goose, Anser anser, is the ancestor of all European domestic geese?","Which species of wild goose, Anser anser, is the ancestor of all European domestic geese?",Greylag goose,Anser anser,True,0,0.0,预测答案“Anser anser”是灰雁（Greylag goose）的拉丁学名。在问题中已经明确指出了“Anser anser”，两者在生物学分类上指向完全相同的物种，语义上完全等价，因此预测答案是正确的。,N/A,N/A,N/A,N/A,N/A
Pope Gregory XI was the last Pope to live in which French city?,Pope Gregory XI was the last Pope to live in which French city?,"Avignon, France",Avignon,True,0.6666666666666666,0.0,"预测答案“Avignon”包含了标准答案“Avignon, France”中的核心关键信息。虽然预测答案省略了国家名称“France”，但阿维尼翁本身就是该问题所问及的法国城市，两者在语义上完全等价，正确回答了问题。",N/A,N/A,N/A,N/A,N/A
"Which traditional dessert is made from strawberries, broken meringue and cream","Which traditional dessert is made from strawberries, broken meringue and cream",Eton mess,Eton mess,True,1.0,1.0,预测答案与标准答案完全一致，均为“Eton mess”。预测答案准确包含了标准答案的所有关键信息，语义完全等价，因此正确地回答了关于由草莓、碎蛋白霜和奶油制成的传统甜点的问题。,N/A,N/A,N/A,N/A,N/A
What was the first name of Bond Villan Mr Scaramanga from 'The Man With The Golden Gun'?,What was the first name of Bond Villan Mr Scaramanga from 'The Man With The Golden Gun'?,Francisco,Francisco,True,1.0,1.0,预测答案“Francisco”与标准答案完全一致，准确包含了问题所询问的《金枪人》中反派斯卡拉曼加的名字这一关键信息，语义完全等价，因此判断为正确。,N/A,N/A,N/A,N/A,N/A
"Footvolley, a variation of football, originated in which country?","Footvolley, a variation of football, originated in which country?",Brazil,Brazil,True,1.0,1.0,预测答案“Brazil”与标准答案完全一致，准确包含了问题所要求的关键信息，指出了Footvolley这项运动的起源国家，符合所有的判断标准。,N/A,N/A,N/A,N/A,N/A
How many flakes of snow have to fall in the 24 hours of the 25th December anywhere in the UK to be classified as a White christmas?,How many flakes of snow have to fall in the 24 hours of the 25th December anywhere in the UK to be classified as a White christmas?,1,1 flake,True,0,0.0,预测答案“1 flake”与标准答案“1”在语义上完全等价。预测答案不仅包含了标准答案中的关键数字信息，还补充了量词“flake”以使表达更完整，符合问题语境，因此判断为正确。,N/A,N/A,N/A,N/A,N/A
The area now rebranded as “Cardiff Bay” was formerly known by what name?,The area now rebranded as “Cardiff Bay” was formerly known by what name?,Tiger Bay,Tiger Bay,True,1.0,1.0,预测答案“Tiger Bay”与标准答案完全一致，包含了标准答案的全部关键信息，且在语义上完全等价，准确地回答了该地区被重新命名前的原名问题。,N/A,N/A,N/A,N/A,N/A
Which country owns the Queen Elizabeth islands?,Which country owns the Queen Elizabeth islands?,Canada,Canada,True,1.0,1.0,预测答案“Canada”与标准答案完全一致，准确包含了问题所询问的关键信息，语义上完全等价，因此正确回答了该问题。,N/A,N/A,N/A,N/A,N/A
Written by William Boyd what was the last James Bond novel to be published?,Written by William Boyd what was the last James Bond novel to be published?,Solo,*Solo*,True,1.0,1.0,预测答案“*Solo*”与标准答案“Solo”在语义上完全等价，仅仅是多了一对用于排版的星号符号，不影响核心信息的表达，因此判定为正确回答了问题。,N/A,N/A,N/A,N/A,N/A
Which English author wrote the 1934 novel Goodbye Mr Chips?,Which English author wrote the 1934 novel Goodbye Mr Chips?,James Hilton,James Hilton,True,1.0,1.0,预测答案“James Hilton”与标准答案完全一致，准确包含了问题所询问的1934年小说《Goodbye Mr Chips》的英国作者信息，符合所有的判断标准。,N/A,N/A,N/A,N/A,N/A
