row_id,is_warmup,example_id,sub_q_idx,main_question,sub_question,doc_tokens,query_tokens,full_tokens,fusion_selected_doc_tokens,fusion_reprocess_prefill_tokens,full_exact_cache_ttft_s,full_ttft_compute_s,full_ttft_wall_s,fusion_ttft_compute_s,fusion_ttft_wall_s,fusion_storage_time_s,fusion_selection_time_s,fusion_selection_score_forward_time_s,fusion_reprocess_prefill_time_s,speedup_full_over_fusion_compute,ttft_reduction_pct_compute,speedup_full_exact_over_fusion_compute,ttft_reduction_pct_full_exact_vs_fusion_compute,speedup_full_over_fusion_wall,ttft_reduction_pct_wall
0,True,0,0,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?,1313,27,2132,196,223,0.4184409868903458,0.28380465507507324,0.28520325804129243,0.6597734368406236,0.7325466428883374,0.02461659023538232,0.1345253000035882,0.1194183062762022,0.5006315466016531,0.43015471558554086,-132.47449435461073,0.6342192084817525,-57.67419003184791,0.3893311925050569,-156.85072741429815
1,True,1,0,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?,1295,25,2112,194,219,0.2728501120582223,0.10703444480895996,0.27387087093666196,0.22428044537082314,0.2920569567941129,0.026218509301543236,0.10269092163071036,0.1019458188675344,0.09537101443856955,0.4772348504658542,-109.54043884763385,1.2165577413897788,17.800860084321712,0.9377310300803027,-6.6403870536698495
2,True,2,0,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?,1441,21,2254,216,237,0.29102650517597795,0.11411070823669434,0.29320310475304723,0.2251394735649228,0.29665821604430676,0.024819826241582632,0.10486273793503642,0.10406643012538552,0.09545690938830376,0.5068445192210533,-97.29916415725583,1.292649843085182,22.63952954086246,0.9883532256839854,-1.1784020139110174
3,True,3,0,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?,1154,26,1972,173,199,0.25647774524986744,0.09421420097351074,0.25748856272548437,0.21847334038466215,0.27302323328331113,0.021443773992359638,0.1020858152769506,0.1012770370580256,0.09494375111535192,0.4312388907847038,-131.89003157399605,1.1739544275667302,14.817817751860062,0.9431012871285327,-6.033149742028998
4,True,3,1,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?,1353,27,2172,202,229,0.2770360270515084,0.1085205078125,0.27783617097884417,0.22200098726898432,0.28391236579045653,0.024509008042514324,0.1023444989696145,0.10158046474680305,0.09514748025685549,0.4888289423731827,-104.57053854977723,1.247904482135666,19.865661649952703,0.9785983439125827,-2.186970397052823
5,True,4,0,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?",1178,32,2002,176,208,0.25735150976106524,0.09443497657775879,0.2582635236904025,0.22083701472729445,0.2695665997453034,0.022212436888366938,0.10292470594868064,0.10216334601864219,0.09569987189024687,0.42762295394354044,-133.8508704404187,1.1653459003639473,14.188568416665682,0.9580694490134146,-4.3765669628401005
6,True,4,1,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?,2075,24,2891,311,335,0.3860576171427965,0.15149903297424316,0.38703621132299304,0.2497044801712036,0.33014381024986506,0.02968914806842804,0.1024134517647326,0.10154444398358464,0.11760188033804297,0.6067133151570675,-64.82249112022825,1.5460580317906423,35.31937485931227,1.1723261176093827,14.699503407873538
7,True,6,0,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?,1490,21,2303,223,244,0.2907973718829453,0.10479474067687988,0.2924610017798841,0.2254016511142254,0.2813405031338334,0.026028973050415516,0.10241347504779696,0.10153505811467767,0.09695920301601291,0.4649244588886073,-115.08870546206155,1.2901297326148677,22.48841533376844,1.0395268314451,3.802386840765992
8,False,7,0,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?,1587,27,2406,238,265,0.31974943028762937,0.11724352836608887,0.3205439387820661,0.23871349776163697,0.3005695710889995,0.023878035601228476,0.10217527719214559,0.10139419510960579,0.11266018496826291,0.49114746114256286,-103.60483950658863,1.3394694195587942,25.343573701787935,1.0664550560480792,6.2313977200632475
9,False,7,1,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?,1466,28,2286,219,247,0.2915906896814704,0.11495518684387207,0.2938454570248723,0.2238796199671924,0.2910891897045076,0.025508177001029253,0.1027732309885323,0.10197937022894621,0.09559821197763085,0.5134687420887963,-94.75382200131388,1.3024440979674723,23.221272869941288,1.0094688068738062,0.9379989564144986
10,False,9,0,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?,1998,25,2815,299,324,0.36048835376277566,0.1285567283630371,0.36144555220380425,0.2468242202885449,0.32753198640421033,0.026418509893119335,0.10222952533513308,0.10132560040801764,0.11817618506029248,0.5208432471203615,-91.99634545111238,1.4605064014437237,31.530597947979487,1.1035427598138183,9.382759199225521
11,False,9,1,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,2722,33,3547,408,441,0.48524077516049147,0.19041681289672852,0.48608576506376266,0.2643511863425374,0.3709780387580395,0.03317813202738762,0.10369425360113382,0.10273913340643048,0.12747880071401596,0.7203176030010049,-38.82764989135008,1.8355914413477712,45.521646185833355,1.3102817802667805,23.680538410875673
12,False,10,0,The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?,1505,25,2322,225,250,0.31782150734215975,0.11674761772155762,0.31896479008719325,0.2207146338187158,0.27511344105005264,0.023260355927050114,0.10194211080670357,0.10115253971889615,0.09551216708496213,0.528952773550341,-89.05279450336958,1.4399657233566252,30.553902514501885,1.1593936990856166,13.748021850673009
13,False,10,1,The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?,1738,24,2554,260,284,0.3356164009310305,0.12360000610351562,0.33663070388138294,0.24294334184378386,0.3212783318012953,0.027616848703473806,0.10274009220302105,0.10125943692401052,0.112586400937289,0.5087606236313003,-96.55609210918452,1.3814595550712265,27.612792113306483,1.04778527077756,4.56059768258611
14,False,11,0,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?,1230,27,2049,184,211,0.27167743304744363,0.10657787322998047,0.27294854912906885,0.22033685073256493,0.2730392459779978,0.022899843752384186,0.10215815203264356,0.10118750389665365,0.09527885494753718,0.48370425952642826,-106.7378941378462,1.2330095131349301,18.897624929308343,0.9996678248630373,-0.033228551394870465
