Question,Real Answer,Pred Answer
"Which actor who starred in the 2016 film Money Monster also is best known for his portrayal of Gustavo ""Gus"" Fring on the AMC shows ""Breaking Bad"" and ""Better Call Saul""?",Giancarlo Giuseppe Alessandro Esposito,Giancarlo Esposito
 What do Ian Astbury and George Thorogood have in common?,singer and songwriter,They are both American musicians.
Which judge of Strictly Come Dancing is a professional ballroom dancer?,Len Goodman,Leonard Gordon Goodman
Where was Honest Ed's s store located at in Canada?,"Toronto, Ontario","the corner of Bloor and Bathurst Streets, extending the full length of the block west to Markham Street"
"Who was the author of the book, on which Channel 4's 1982 film, for which Howard Blake wrote the soundtrack. is based ? ","Raymond Briggs,",Raymond Briggs
"The Producers is a 2005 American musical comedy film directed by Susan Stroman, the film stars an ensemble cast, including which American comedian, actor and singer, best known as a cast member of ""Saturday Night Live"" from 1985 to 1990?",Jon Lovitz,Jon Lovitz
The university that Tramaine Brock attended is in which state?,Mississippi,Mississippi
Are Hal Ashby and Ciro Ippolito of the same nationality?,no,no
"Tommy Lee Jones and Marshall Neilan, are of which nationality?",American,American
"Lodoicea and Nothofagus, are genus of what mutual species?",trees,trees
Kenneth Marlar Taylor had a friend best known for being one of the few United States Army Air Corps fighter pilots able to get airborne to engage Japanese forces in the attack on Pearl Harbor whose name was what?,George Welch,George Welch
"Which magazine, Photoplay or McCall's was a monthly American women's magazine,  that enjoyed great popularity through much of the 20th century, peaking at a readership of 8.4 million in the early 1960s?",McCall's,McCall's
"What american stage, film  and television actress, born in 1917 starred in A Letter to Three Wives?",Celeste Holm,Celeste Holm
When was the physicist who hosted Wonders of the Solar System born? ,3 March 1968,3 March 1968
In how many countries did a song written by Rolf Magnus Joakim Larsson go to the number one spot?,25,25
What year was the composer born that was responsible for the music and lyrics for the Doctor Dolittle musical?,1931,1931
Which movie starring Russell Crow was about the world heavyweight boxing champion from 1935 to 1937?,Cinderella Man,Cinderella Man
"What artists front his own band, The Fighting Hearts, and also co-founded the hard rock/heavy metal band The Almighty?",Ricky Warwick,Ricky Warwick
In what year was the physicist after whom the van der Waals forces were named born?,1837,1837
what kind of music is in Vanessa and King Priam?,opera,"Vanessa is an American opera, and King Priam is an opera as well. Therefore, both Vanessa and King Priam are operas, which are forms of classical music."
"Who directed the 1991 sport comedy film the nominee for an Academy Award for Best Supporting Actor for ""Jagged Edge"" starred in?",Stan Dragoti,Stan Dragoti
"When was the South Korean singer, actor, host and entertainer born who was known as Ballad Prince and was also a star of Gu Family Book?","January 13, 1987","January 13, 1987"
"What TV documentary permiered on BBC1 on March 19 1985 that was written and presented by the same person who is responsible for ""Connections""?",The Day the Universe Changed,The Day the Universe Changed
"The League of Gentlemen's Apocalypse is a feature film spin-off of the British television comedy series ""The League of Gentlemen"", featuring in guest roles are which English comedian and actor, and in a 2004 poll for the BBC, Kay was named the 46th most influential person in British culture?",Peter Kay,Peter John Kay
In what city did Michael Gansey work during his time as the GM for the Canton Charge?,"Canton, Ohio",Canton
