Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason
Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,Salma Hayek,0.0,0.0,False,预测答案“Salma Hayek”与标准答案“Maria Bello”不一致。在电影《Grown Ups》中，Salma Hayek饰演的是主角的妻子，而制片人Kevin James角色的妻子是由Maria Bello饰演的，因此预测答案回答错误。
What was the person who provided evidence to suggest the existence of the neutron a participant of?,Manhattan Project,Manhattan Project,1.0,1.0,True,预测答案“Manhattan Project”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了原问题。
In which borough was Callum McManaman born?,Knowsley,Merseyside,0.0,0.0,False,预测答案“Merseyside”是一个更大的地理范围（默西塞德郡），而标准答案“Knowsley”是具体的自治市镇。两者在地理层级上不同，语义上也不等价，因此预测答案不够准确。
Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,Sebastian Cabot,Sebastian Cabot,1.0,1.0,True,预测答案“Sebastian Cabot”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，因此预测答案正确地回答了问题。
Who is the spouse of the actor who played hannibal smith in the a team?,Sherry Boucher,Joy Harmon,0.0,0.0,False,预测答案“Joy Harmon”与标准答案“Sherry Boucher”不一致。问题询问的是在《天龙特攻队》中饰演汉尼拔·史密斯的演员的配偶，标准答案明确给出的是Sherry Boucher，而预测答案给出了完全不同的人名，未包含标准答案的关键信息，因此判断为错误。
When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,2008,0.0,0.4444444444444444,False,预测答案给出的时间是2008年，而标准答案明确指出是2010年12月1日。两者在具体时间上存在明显差异，预测答案未能包含标准答案的关键信息，且语义上不等价，因此判断为错误。
Who is the child of the cast member of Green Ice?,Tatum O'Neal,Answer: Stuart Epps,0.0,0.0,False,预测答案“Stuart Epps”与标准答案“Tatum O'Neal”完全不同，没有包含标准答案的任何关键信息，两者在语义上也不等价，因此未能正确回答问题。
How many times did plague occur in the birthplace of La Silvia's composer?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案为22。两者在数值上完全不一致，且预测答案未能包含标准答案的关键信息，语义上也不等价，因此判断为错误。
When did military instruction start at the place where Larry Alcala was educated?,1912,1912,1.0,1.0,True,预测答案“1912”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题所问的时间，因此判断为正确。
What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,ATS - 6 (Applications Technology Satellite - 6),ATS-6,0.0,0.25,True,预测答案“ATS-6”包含了标准答案“ATS - 6 (Applications Technology Satellite - 6)”中的核心缩写名称。两者在语义上完全等价，预测答案仅仅是省略了全称和连字符，属于措辞上的细微差异，不影响答案的正确性。
