Question,Real Answer,Pred Answer
Which animal is depicted as the face of breakfast cereal Coco Pops?,Monkey,Coco the Monkey
What is the name of the fictional road on the council estate to which the Queen and her family have to move in the 1992 novel ‘The Queen and I’ by Sue Townsend?,Hellebore Close,Hellebore Close
Muharram is the first month in which religious calender?,Islami,Islamic
Who wrote the children’s series of ‘Mr Men’ books?,Roger Hargreaves,Roger Hargreaves
What does a pluviometer measure?,Rainfall,rainfall
How many chains are in a furlong?,10,10
A tetrachordo bouzouki has how many pairs of strings?,Four,4
What is the boiling point of water in degrees Farenheit?,212,212°F
"In the US television series ‘Spin City’, who played Randall Winston, the dim-witted Mayor of New York City?",Barry Bostwick,Barry Bostwick
How many players are on the court in a korfball team?,8,8
Captain Morgan is a brand of which type of alcoholic drink?,Spiced Rum,rum
In which year did rank outsider Foinavon unexpectedly win the Grand National?,1967,1967
"Which Southern English city has districts called Shirley, Bassett Green and Thornhill ?",Southampton,Southampton
What was the name of the lioness raised by George and Joy Adamson in the book Born Free?,Elsa,Elsa
Who played the title role in the 2004 movie Catwoman?,Halle Berry,Halle Berry
What was Bedloe's Island officially renamed to in 1956?,Bedloe's Island,Liberty Island
In which year was the Maastricht treaty signed? (It came into force a year later.),1992,1992
What was Kevin Kline's first movie?,Sophie's Choice,Sophie's Choice
Which river has Newport at its head and Cowes at its mouth?,River Medina,River Medina
How was Jean Claude Duvalier known before he ws exiled in 1986?,Jean-Claude Duvalier,"""Baby Doc"""
In the UK television quiz show ‘The Chase’ which chaser is is known as ‘The Beast’?,Mark Labbett,Mark Labbett
"In the game of English billiards, how many points does a cannon score?",2,1
Tansu Ciller was the first woman Prime Minister of which European country?,Turkey,Turkey
Which sitcom starred Leonard Rossiter in the role of a supermarket manager?,Tripper's Day,Tripper's Day
What is the name of the church in The Vicar of Dibley?,St Barnabus,St Barnabus
