/mnt/qjhs-sh-lab-01/wjh/FusionRAG/.venv/lib/python3.10/site-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:04<00:04,  4.15s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:07<00:00,  3.60s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:07<00:00,  3.68s/it]
teacher pair=375000 top=57 score_mean=0.144366
teacher pair=375001 top=57 score_mean=0.144366
teacher pair=375002 top=57 score_mean=0.144366
teacher pair=375003 top=57 score_mean=0.144366
teacher pair=375004 top=57 score_mean=0.144366
teacher pair=375005 top=57 score_mean=0.144366
teacher pair=375006 top=57 score_mean=0.144366
teacher pair=375007 top=57 score_mean=0.144366
teacher pair=375008 top=57 score_mean=0.144366
teacher pair=375009 top=57 score_mean=0.144366
teacher pair=375010 top=57 score_mean=0.144366
teacher pair=375011 top=57 score_mean=0.144366
teacher pair=375012 top=57 score_mean=0.144366
teacher pair=375013 top=57 score_mean=0.144366
teacher pair=375014 top=57 score_mean=0.144366
teacher pair=375015 top=57 score_mean=0.144366
teacher pair=375016 top=57 score_mean=0.144366
teacher pair=375017 top=57 score_mean=0.144366
teacher pair=375018 top=57 score_mean=0.144366
teacher pair=375019 top=57 score_mean=0.144366
teacher pair=375020 top=57 score_mean=0.144366
teacher pair=375021 top=57 score_mean=0.144366
teacher pair=375022 top=57 score_mean=0.144366
teacher pair=375023 top=57 score_mean=0.144366
teacher pair=375024 top=57 score_mean=0.144366
teacher pair=375025 top=57 score_mean=0.144366
teacher pair=375026 top=57 score_mean=0.144366
teacher pair=375027 top=57 score_mean=0.144366
teacher pair=375028 top=57 score_mean=0.144366
teacher pair=375029 top=57 score_mean=0.144366
teacher pair=375030 top=57 score_mean=0.144366
teacher pair=375031 top=57 score_mean=0.144366
teacher pair=375032 top=57 score_mean=0.144366
teacher pair=375033 top=57 score_mean=0.144366
teacher pair=375034 top=57 score_mean=0.144366
teacher pair=375035 top=57 score_mean=0.144366
teacher pair=375036 top=57 score_mean=0.144366
teacher pair=375037 top=57 score_mean=0.144366
teacher pair=375038 top=57 score_mean=0.144366
teacher pair=375039 top=57 score_mean=0.144366
teacher pair=375040 top=57 score_mean=0.144366
teacher pair=375041 top=57 score_mean=0.144366
teacher pair=375042 top=57 score_mean=0.144366
teacher pair=375043 top=57 score_mean=0.144366
teacher pair=375044 top=57 score_mean=0.144366
teacher pair=375045 top=57 score_mean=0.144366
teacher pair=375046 top=57 score_mean=0.144366
teacher pair=375047 top=57 score_mean=0.144366
teacher pair=375048 top=57 score_mean=0.144366
teacher pair=375049 top=57 score_mean=0.144366
teacher pair=375050 top=57 score_mean=0.144366
teacher pair=375051 top=57 score_mean=0.144366
teacher pair=375052 top=57 score_mean=0.144366
teacher pair=375053 top=57 score_mean=0.144366
teacher pair=375054 top=57 score_mean=0.144366
teacher pair=375055 top=57 score_mean=0.144366
teacher pair=375056 top=57 score_mean=0.144366
teacher pair=375057 top=57 score_mean=0.144366
teacher pair=375058 top=57 score_mean=0.144366
teacher pair=375059 top=57 score_mean=0.144366
teacher pair=375060 top=57 score_mean=0.144366
teacher pair=375061 top=57 score_mean=0.144366
teacher pair=375062 top=57 score_mean=0.144366
teacher pair=375063 top=57 score_mean=0.144366
teacher pair=375064 top=57 score_mean=0.144366
teacher pair=375065 top=57 score_mean=0.144366
teacher pair=375066 top=57 score_mean=0.144366
teacher pair=375067 top=57 score_mean=0.144366
teacher pair=375068 top=57 score_mean=0.144366
teacher pair=375069 top=57 score_mean=0.144366
teacher pair=375070 top=57 score_mean=0.144366
teacher pair=375071 top=57 score_mean=0.144366
teacher pair=375072 top=57 score_mean=0.144366
teacher pair=375073 top=57 score_mean=0.144366
teacher pair=375074 top=57 score_mean=0.144366
teacher pair=375075 top=57 score_mean=0.144366
teacher pair=375076 top=57 score_mean=0.144366
teacher pair=375077 top=57 score_mean=0.144366
teacher pair=375078 top=57 score_mean=0.144366
teacher pair=375079 top=57 score_mean=0.144366
teacher pair=375080 top=57 score_mean=0.144366
teacher pair=375081 top=57 score_mean=0.144366
teacher pair=375082 top=57 score_mean=0.144366
teacher pair=375083 top=57 score_mean=0.144366
teacher pair=375084 top=57 score_mean=0.144366
teacher pair=375085 top=57 score_mean=0.144366
teacher pair=375086 top=57 score_mean=0.144366
teacher pair=375087 top=57 score_mean=0.144366
teacher pair=375088 top=57 score_mean=0.144366
teacher pair=375089 top=57 score_mean=0.144366
teacher pair=375090 top=57 score_mean=0.144366
teacher pair=375091 top=57 score_mean=0.144366
teacher pair=375092 top=57 score_mean=0.144366
teacher pair=375093 top=57 score_mean=0.144366
teacher pair=375094 top=57 score_mean=0.144366
teacher pair=375095 top=57 score_mean=0.144366
teacher pair=375096 top=57 score_mean=0.144366
teacher pair=375097 top=57 score_mean=0.144366
teacher pair=375098 top=57 score_mean=0.144366
teacher pair=375099 top=57 score_mean=0.144366
teacher pair=375100 top=57 score_mean=0.144366
teacher pair=375101 top=57 score_mean=0.144366
teacher pair=375102 top=57 score_mean=0.144366
teacher pair=375103 top=57 score_mean=0.144366
teacher pair=375104 top=57 score_mean=0.144366
teacher pair=375105 top=57 score_mean=0.144366
teacher pair=375106 top=57 score_mean=0.144366
teacher pair=375107 top=57 score_mean=0.144366
teacher pair=375108 top=57 score_mean=0.144366
teacher pair=375109 top=57 score_mean=0.144366
teacher pair=375110 top=57 score_mean=0.144366
teacher pair=375111 top=57 score_mean=0.144366
teacher pair=375112 top=57 score_mean=0.144366
teacher pair=375113 top=57 score_mean=0.144366
teacher pair=375114 top=57 score_mean=0.144366
teacher pair=375115 top=57 score_mean=0.144366
teacher pair=375116 top=57 score_mean=0.144366
teacher pair=375117 top=57 score_mean=0.144366
teacher pair=375118 top=57 score_mean=0.144366
teacher pair=375119 top=57 score_mean=0.144366
teacher pair=375120 top=57 score_mean=0.144366
teacher pair=375121 top=57 score_mean=0.144366
teacher pair=375122 top=57 score_mean=0.144366
teacher pair=375123 top=57 score_mean=0.144366
teacher pair=375124 top=57 score_mean=0.144366
teacher pair=375125 top=57 score_mean=0.144366
teacher pair=375126 top=57 score_mean=0.144366
teacher pair=375127 top=57 score_mean=0.144366
teacher pair=375128 top=57 score_mean=0.144366
teacher pair=375129 top=57 score_mean=0.144366
teacher pair=375130 top=57 score_mean=0.144366
teacher pair=375131 top=57 score_mean=0.144366
teacher pair=375132 top=57 score_mean=0.144366
teacher pair=375133 top=57 score_mean=0.144366
teacher pair=375134 top=57 score_mean=0.144366
teacher pair=375135 top=57 score_mean=0.144366
teacher pair=375136 top=57 score_mean=0.144366
teacher pair=375137 top=57 score_mean=0.144366
teacher pair=375138 top=57 score_mean=0.144366
teacher pair=375139 top=57 score_mean=0.144366
teacher pair=375140 top=57 score_mean=0.144366
teacher pair=375141 top=57 score_mean=0.144366
teacher pair=375142 top=57 score_mean=0.144366
teacher pair=375143 top=57 score_mean=0.144366
teacher pair=375144 top=57 score_mean=0.144366
teacher pair=375145 top=57 score_mean=0.144366
teacher pair=375146 top=57 score_mean=0.144366
teacher pair=375147 top=57 score_mean=0.144366
teacher pair=375148 top=57 score_mean=0.144366
teacher pair=375149 top=57 score_mean=0.144366
teacher pair=375150 top=57 score_mean=0.144366
teacher pair=375151 top=57 score_mean=0.144366
teacher pair=375152 top=57 score_mean=0.144366
teacher pair=375153 top=57 score_mean=0.144366
teacher pair=375154 top=57 score_mean=0.144366
teacher pair=375155 top=57 score_mean=0.144366
teacher pair=375156 top=57 score_mean=0.144366
teacher pair=375157 top=57 score_mean=0.144366
teacher pair=375158 top=57 score_mean=0.144366
teacher pair=375159 top=57 score_mean=0.144366
teacher pair=375160 top=57 score_mean=0.144366
teacher pair=375161 top=57 score_mean=0.144366
teacher pair=375162 top=57 score_mean=0.144366
teacher pair=375163 top=57 score_mean=0.144366
teacher pair=375164 top=57 score_mean=0.144366
teacher pair=375165 top=57 score_mean=0.144366
teacher pair=375166 top=57 score_mean=0.144366
teacher pair=375167 top=57 score_mean=0.144366
teacher pair=375168 top=57 score_mean=0.144366
teacher pair=375169 top=57 score_mean=0.144366
teacher pair=375170 top=57 score_mean=0.144366
teacher pair=375171 top=57 score_mean=0.144366
teacher pair=375172 top=57 score_mean=0.144366
teacher pair=375173 top=57 score_mean=0.144366
teacher pair=375174 top=57 score_mean=0.144366
teacher pair=375175 top=57 score_mean=0.144366
teacher pair=375176 top=57 score_mean=0.144366
teacher pair=375177 top=57 score_mean=0.144366
teacher pair=375178 top=57 score_mean=0.144366
teacher pair=375179 top=57 score_mean=0.144366
teacher pair=375180 top=57 score_mean=0.144366
teacher pair=375181 top=57 score_mean=0.144366
teacher pair=375182 top=57 score_mean=0.144366
teacher pair=375183 top=57 score_mean=0.144366
teacher pair=375184 top=57 score_mean=0.144366
teacher pair=375185 top=57 score_mean=0.144366
teacher pair=375186 top=57 score_mean=0.144366
teacher pair=375187 top=57 score_mean=0.144366
teacher pair=375188 top=57 score_mean=0.144366
teacher pair=375189 top=57 score_mean=0.144366
teacher pair=375190 top=57 score_mean=0.144366
teacher pair=375191 top=57 score_mean=0.144366
teacher pair=375192 top=57 score_mean=0.144366
teacher pair=375193 top=57 score_mean=0.144366
teacher pair=375194 top=57 score_mean=0.144366
teacher pair=375195 top=57 score_mean=0.144366
teacher pair=375196 top=57 score_mean=0.144366
teacher pair=375197 top=57 score_mean=0.144366
teacher pair=375198 top=57 score_mean=0.144366
teacher pair=375199 top=57 score_mean=0.144366
teacher pair=375200 top=57 score_mean=0.144366
teacher pair=375201 top=57 score_mean=0.144366
teacher pair=375202 top=57 score_mean=0.144366
teacher pair=375203 top=57 score_mean=0.144366
teacher pair=375204 top=57 score_mean=0.144366
teacher pair=375205 top=57 score_mean=0.144366
teacher pair=375206 top=57 score_mean=0.144366
teacher pair=375207 top=57 score_mean=0.144366
teacher pair=375208 top=57 score_mean=0.144366
teacher pair=375209 top=57 score_mean=0.144366
teacher pair=375210 top=57 score_mean=0.144366
teacher pair=375211 top=57 score_mean=0.144366
teacher pair=375212 top=57 score_mean=0.144366
teacher pair=375213 top=57 score_mean=0.144366
teacher pair=375214 top=57 score_mean=0.144366
teacher pair=375215 top=57 score_mean=0.144366
teacher pair=375216 top=57 score_mean=0.144366
teacher pair=375217 top=57 score_mean=0.144366
teacher pair=375218 top=57 score_mean=0.144366
teacher pair=375219 top=57 score_mean=0.144366
teacher pair=375220 top=57 score_mean=0.144366
teacher pair=375221 top=57 score_mean=0.144366
teacher pair=375222 top=57 score_mean=0.144366
teacher pair=375223 top=57 score_mean=0.144366
teacher pair=375224 top=57 score_mean=0.144366
teacher pair=375225 top=57 score_mean=0.144366
teacher pair=375226 top=57 score_mean=0.144366
teacher pair=375227 top=57 score_mean=0.144366
teacher pair=375228 top=57 score_mean=0.144366
teacher pair=375229 top=57 score_mean=0.144366
teacher pair=375230 top=57 score_mean=0.144366
teacher pair=375231 top=57 score_mean=0.144366
teacher pair=375232 top=57 score_mean=0.144366
teacher pair=375233 top=57 score_mean=0.144366
teacher pair=375234 top=57 score_mean=0.144366
teacher pair=375235 top=57 score_mean=0.144366
teacher pair=375236 top=57 score_mean=0.144366
teacher pair=375237 top=57 score_mean=0.144366
teacher pair=375238 top=57 score_mean=0.144366
teacher pair=375239 top=57 score_mean=0.144366
teacher pair=375240 top=57 score_mean=0.144366
teacher pair=375241 top=57 score_mean=0.144366
teacher pair=375242 top=57 score_mean=0.144366
teacher pair=375243 top=57 score_mean=0.144366
teacher pair=375244 top=57 score_mean=0.144366
teacher pair=375245 top=57 score_mean=0.144366
teacher pair=375246 top=57 score_mean=0.144366
teacher pair=375247 top=57 score_mean=0.144366
teacher pair=375248 top=57 score_mean=0.144366
teacher pair=375249 top=57 score_mean=0.144366
teacher pair=375250 top=57 score_mean=0.144366
teacher pair=375251 top=57 score_mean=0.144366
teacher pair=375252 top=57 score_mean=0.144366
