/mnt/qjhs-sh-lab-01/wjh/FusionRAG/.venv/lib/python3.10/site-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:05<00:05,  5.21s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:07<00:00,  3.55s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:07<00:00,  3.80s/it]
teacher pair=250000 top=57 score_mean=0.144366
teacher pair=250001 top=57 score_mean=0.144366
teacher pair=250002 top=57 score_mean=0.144366
teacher pair=250003 top=57 score_mean=0.144366
teacher pair=250004 top=57 score_mean=0.144366
teacher pair=250005 top=57 score_mean=0.144366
teacher pair=250006 top=57 score_mean=0.144366
teacher pair=250007 top=57 score_mean=0.144366
teacher pair=250008 top=57 score_mean=0.144366
teacher pair=250009 top=57 score_mean=0.144366
teacher pair=250010 top=57 score_mean=0.144366
teacher pair=250011 top=57 score_mean=0.144366
teacher pair=250012 top=57 score_mean=0.144366
teacher pair=250013 top=57 score_mean=0.144366
teacher pair=250014 top=57 score_mean=0.144366
teacher pair=250015 top=57 score_mean=0.144366
teacher pair=250016 top=57 score_mean=0.144366
teacher pair=250017 top=57 score_mean=0.144366
teacher pair=250018 top=57 score_mean=0.144366
teacher pair=250019 top=57 score_mean=0.144366
teacher pair=250020 top=57 score_mean=0.144366
teacher pair=250021 top=57 score_mean=0.144366
teacher pair=250022 top=57 score_mean=0.144366
teacher pair=250023 top=57 score_mean=0.144366
teacher pair=250024 top=57 score_mean=0.144366
teacher pair=250025 top=57 score_mean=0.144366
teacher pair=250026 top=57 score_mean=0.144366
teacher pair=250027 top=57 score_mean=0.144366
teacher pair=250028 top=57 score_mean=0.144366
teacher pair=250029 top=57 score_mean=0.144366
teacher pair=250030 top=57 score_mean=0.144366
teacher pair=250031 top=57 score_mean=0.144366
teacher pair=250032 top=57 score_mean=0.144366
teacher pair=250033 top=57 score_mean=0.144366
teacher pair=250034 top=57 score_mean=0.144366
teacher pair=250035 top=57 score_mean=0.144366
teacher pair=250036 top=57 score_mean=0.144366
teacher pair=250037 top=57 score_mean=0.144366
teacher pair=250038 top=57 score_mean=0.144366
teacher pair=250039 top=57 score_mean=0.144366
teacher pair=250040 top=57 score_mean=0.144366
teacher pair=250041 top=57 score_mean=0.144366
teacher pair=250042 top=57 score_mean=0.144366
teacher pair=250043 top=57 score_mean=0.144366
teacher pair=250044 top=57 score_mean=0.144366
teacher pair=250045 top=57 score_mean=0.144366
teacher pair=250046 top=57 score_mean=0.144366
teacher pair=250047 top=57 score_mean=0.144366
teacher pair=250048 top=57 score_mean=0.144366
teacher pair=250049 top=57 score_mean=0.144366
teacher pair=250050 top=57 score_mean=0.144366
teacher pair=250051 top=57 score_mean=0.144366
teacher pair=250052 top=57 score_mean=0.144366
teacher pair=250053 top=57 score_mean=0.144366
teacher pair=250054 top=57 score_mean=0.144366
teacher pair=250055 top=57 score_mean=0.144366
teacher pair=250056 top=57 score_mean=0.144366
teacher pair=250057 top=57 score_mean=0.144366
teacher pair=250058 top=57 score_mean=0.144366
