row_id,is_warmup,example_id,sub_q_idx,doc_tokens,query_tokens,full_tokens,end_to_end_ttft_s,kv_load_copy_s,draft_selection_s,draft_score_forward_s,online_update_query_prefill_s,extra_impl_overhead_s,selected_doc_tokens,reprocess_prefill_tokens,main_question,sub_question
0,True,0,0,1313,27,2132,0.9066132786683738,0.024553905706852674,0.2042985437437892,0.20326112862676382,0.6013290262781084,0.0764318029396236,1299,1326,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?
1,True,1,0,1295,25,2112,0.7585135265253484,0.023289448115974665,0.1298953047953546,0.12881693290546536,0.5395616041496396,0.06576716946437955,1282,1307,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?
2,True,2,0,1441,21,2254,0.8286743885837495,0.024073665961623192,0.1346500888466835,0.13359078392386436,0.6064919950440526,0.06345863873139024,1426,1447,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?
3,True,3,0,1154,26,1972,0.6871093041263521,0.021370630245655775,0.12502168817445636,0.12402926897630095,0.49067593226209283,0.05004105344414711,1142,1168,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?
4,True,3,1,1353,27,2172,0.7498328257352114,0.024348966777324677,0.13025122182443738,0.129108102992177,0.5394243584014475,0.05580827873200178,1339,1366,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?
5,True,4,0,1178,32,2002,0.6867815400473773,0.021374454721808434,0.12504870211705565,0.12409282708540559,0.4922931040637195,0.04806527914479375,1166,1198,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?"
6,True,4,1,2075,24,2891,1.0979665657505393,0.02936824969947338,0.175286830868572,0.17317531909793615,0.8056214712560177,0.08769001392647624,2054,2078,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?
7,True,6,0,1490,21,2303,0.8397247921675444,0.024031308945268393,0.1347125661559403,0.13363953540101647,0.612217309884727,0.06876360718160868,1475,1496,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?
8,False,7,0,1587,27,2406,0.8517238348722458,0.02363235130906105,0.13935036165639758,0.1382290697656572,0.6289285006932914,0.05981262121349573,1571,1598,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?
9,False,7,1,1466,28,2286,0.8203991106711328,0.02467031916603446,0.13446326600387692,0.13337268587201834,0.6053252867422998,0.05594023875892162,1451,1479,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?
10,False,9,0,1998,25,2815,1.0641951616853476,0.02582129603251815,0.1691256337799132,0.16780149191617966,0.7921773679554462,0.07707086391746998,1978,2003,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?
11,False,9,1,2722,33,3547,1.4088161042891443,0.0328164747916162,0.21274246461689472,0.21110752457752824,1.0481084543280303,0.115148710552603,2694,2727,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?
12,False,10,0,1505,25,2322,0.8266677972860634,0.023176451213657856,0.13824852835386992,0.13719551917165518,0.6055389451794326,0.05970387253910303,1489,1514,The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?
13,False,10,1,1738,24,2554,0.9779779305681586,0.02691695187240839,0.1585667859762907,0.15736915497109294,0.727627569809556,0.06486662290990353,1720,1744,The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?
14,False,11,0,1230,27,2049,0.7294289940036833,0.02273746533319354,0.12898934399709105,0.12798323715105653,0.5288692242465913,0.048832960426807404,1217,1244,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?
15,False,11,1,1205,26,2023,0.742466049734503,0.027687027119100094,0.13370075216516852,0.13276432594284415,0.5271694678813219,0.053908802568912506,1192,1218,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?
16,False,12,0,2011,32,2835,1.0762423225678504,0.026523785199970007,0.17298431089147925,0.17164937499910593,0.7931375307962298,0.08359669568017125,1990,2022,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company initiated a successful price war among PC manufacturers in 1994?
17,False,12,1,2101,30,2923,1.0785045148804784,0.029303173068910837,0.17523555597290397,0.1737428968772292,0.8053238419815898,0.06864194385707378,2079,2109,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company did Compaq merge with in 2002?
18,False,13,0,1142,21,1955,0.6886338577605784,0.021137217991054058,0.12492965394631028,0.12400618381798267,0.487973237875849,0.054593747947365046,1130,1151,What year was the father of Katherine of England crowned?,Who is Katherine of England?
19,False,13,1,2083,25,2900,1.076530891470611,0.029263610020279884,0.17416329216212034,0.17267649387940764,0.8062698659487069,0.066834123339504,2062,2087,What year was the father of Katherine of England crowned?,What year was King Henry III of England crowned?
20,False,14,0,1057,36,1885,0.6751066939905286,0.020717772655189037,0.12109586969017982,0.12015599105507135,0.4873279631137848,0.04596508853137493,1046,1082,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who played the little girl in the 1947 film Miracle on 34th Street?
21,False,14,1,1681,24,2497,0.9529406619258225,0.0270765726454556,0.15971152996644378,0.1571059818379581,0.6896244483068585,0.07652811100706458,1664,1688,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who is the sibling of actress Natalie Wood?
22,False,15,0,678,23,1493,0.44588565174490213,0.018499163445085287,0.0928476694971323,0.09211217472329736,0.29330646386370063,0.04123235493898392,671,694,What is the capital of the county that Pine Springs is located in?,In which county is Pine Springs located?
23,False,15,1,1121,28,1941,0.6948357298970222,0.02287466824054718,0.12545331800356507,0.1232289862819016,0.4871622920036316,0.0593454516492784,1109,1137,What is the capital of the county that Pine Springs is located in?,"What is the county seat of Culberson County, Texas?"
24,False,16,0,1515,28,2335,0.8397364090196788,0.023306979332119226,0.13920330023393035,0.13803300820291042,0.6065005250275135,0.07072560442611575,1499,1527,"In 2002, what company merged with the top PC manufacturer from 1994?",Who was the top PC manufacturer in 1994?
25,False,16,1,2189,30,3011,1.170243388041854,0.03166888793930411,0.17960786586627364,0.17814178997650743,0.8663592976517975,0.09260733658447862,2167,2197,"In 2002, what company merged with the top PC manufacturer from 1994?",What company did Compaq merge with in 2002?
26,False,17,0,1415,28,2235,0.8170824791304767,0.02266805013641715,0.13465320225805044,0.13352652732282877,0.6056225770153105,0.054138649720698595,1400,1428,"In the King's Speech, who played the person who was the King of England in 1950?",Who was the King of England in 1950?
27,False,17,1,1936,30,2758,1.0658528758212924,0.02934104111045599,0.16958151012659073,0.16814964823424816,0.7882087538018823,0.07872157078236341,1916,1946,"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?
28,False,18,0,1020,28,1840,0.6721347523853183,0.020394764374941587,0.11992675345391035,0.11896190326660872,0.48501082975417376,0.046802404802292585,1009,1037,Whose sister played Susie in miracle on 34th street?,Who played Susie in Miracle on 34th Street?
29,False,18,1,1206,22,2020,0.6986945429816842,0.025410888716578484,0.12524710688740015,0.12417409894987941,0.49311137618497014,0.054925171192735434,1193,1215,Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?
30,False,19,0,1034,22,1848,0.6723937545903027,0.020514511968940496,0.11969263665378094,0.11880256095901132,0.4853271469473839,0.04685945902019739,1023,1045,What team was Anna Benson's husband on?,Who is Anna Benson's husband?
31,False,19,1,1580,27,2399,0.8691571275703609,0.0267302212305367,0.13955109659582376,0.1383994808420539,0.6295292866416276,0.07334652310237288,1564,1591,What team was Anna Benson's husband on?,What team did Kris Benson play for in Major League Baseball?
32,False,20,0,1519,26,2337,0.8220588844269514,0.02325213374570012,0.13888441119343042,0.13772641634568572,0.6062442068941891,0.053678132593631744,1503,1529,What is the record label for the singer who originally sang You Belong To Me.,Who originally sang the song You Belong To Me?
33,False,20,1,2265,41,3098,1.1740341228432953,0.029292474035173655,0.1940073100849986,0.1925120409578085,0.8676936109550297,0.08304072776809335,2242,2283,What is the record label for the singer who originally sang You Belong To Me.,What record label was Joni James signed to when she released 'You Belong To Me' in 1952?
34,False,21,0,1749,27,2568,0.9900309760123491,0.024742546025663614,0.16289108293130994,0.1607746249064803,0.7347553190775216,0.06764202797785401,1731,1758,When did the crowning of the person under whom the Chapter House was built happen?,Who was the person under whom the Chapter House was built?
35,False,21,1,2118,21,2931,1.1293069156818092,0.029373192228376865,0.17488410091027617,0.17345496686175466,0.8534860867075622,0.07156353583559394,2096,2117,When did the crowning of the person under whom the Chapter House was built happen?,When was Henry III crowned?
36,False,24,0,1556,26,2374,0.8476590923964977,0.023455083835870028,0.13900143606588244,0.13787170313298702,0.6286610849201679,0.05654148757457733,1540,1566,What record label does the artist who sang you belong to me belong to?,Who sang the song 'You Belong to Me'?
37,False,24,1,1997,25,2814,1.0672958488576114,0.02792959101498127,0.16966813895851374,0.1674986039288342,0.7915061190724373,0.07819199981167912,1977,2002,What record label does the artist who sang you belong to me belong to?,What record label is Joni James signed to?
