Question,Real Answer,Pred Answer
Which system of physical fitness that increases the strength and flexibility of the body was originally known by the term 'contrology'?,Pilates,Pilates
What is the plural of mongoose?,Herpestidae,mongooses
No Mean City by Maggie Bell is the theme tune to which long running TV detective show?,Taggart,Taggart
"In 1986, whose song was Christmas number one in the UK, 2 years after he had died?",Jackie Wilson's,Jackie Wilson
"Eye for eye, tooth for tooth.  According to Exodus what comes next?","Hand for hand, foot for foot","hand for hand, foot for foot, burn for burn, wound for wound, stripe for stripe"
In the movie Carry On Dick – who was the Dick referred to?,Dick Turpin,Dick Turpin
Which Scottish border village lies at the northernmost end of the Pennine Way?,Kirk Yetholm,Kirk Yetholm
"In July 2014, Judith Weir became the first woman to be appointed to which post?",Masters of the Queen's Music,Master of the Queen's Music
"Voiced by Nicholas Parsons, Tex Tucker was the hero of which Supermarionation series?",Four Feather Falls,Four Feather Falls
Who wrote the 2008 novel ‘Duma Key’?,Stephen King,Stephen King
"Who played Jodie Foster’s lawyer, Kathryn Murphy, in the 1988 film ‘The Accused’?",Kelly McGillis,Kelly McGillis
To which British entertainer did songwriter/composer Lionel Bart sell the rights to the musical ‘Oliver!’ for a reputed 350 pounds sterling?,Max Bygraves,Max Bygraves
What was the name of the character played by Richard Wilson in One Foot In The Grave?,Victor Meldrew,Victor Meldrew
How many hurdles must a runner jump over in the 110m men's hurdles race?,10,10
"Listed at number 69 on the Periodic Table, which chemical element has the symbol Tm?",Thulium,Thulium
Which composer's music forms the basis of the ballet Pineapple Poll?,Sullivan,Arthur Sullivan
Which annual cricket fixture which began in 1806 was last played in 1962?,Gentlemen v Players,Gentlemen v Players
Who led the ill-fated expedition which set sail in 1845 in HMS Erebus and HMS Terror?,John Franklin,Sir John Franklin
Who voiced Lady Penelope in the original Thunderbirds series?,Sylvia Anderson,Sylvia Anderson
"Who painted ‘The Card Players’, one version of his selling for £154 million in 2011?",Paul Cézanne,Paul Cézanne
"The three Provinces wholly in the Republic are Leinster, Connaught and which other?",Munster,Munster
What type of dog is Beethoven in the film franchise of that name ?,St. Bernard,St. Bernard
On which BBC TV show did the plasticine character Morph first appear?,Take Hart,Take Hart
"Which shop did Anita Roddick open in Brighton in 1976, leading to a highly successful chain of stores now trading in over 40 countries worldwide?",Body Shop,The Body Shop
With which group did Tony Christie have a top ten hit with in 1999 with the song Walk Like A Panther?,All Seeing I,All Seeing I
