Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason
Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,Answer: Salma Hayek,0.0,0.0,False,预测答案“Salma Hayek”与标准答案“Maria Bello”不一致。在电影《Grown Ups》中，饰演制片人妻子的是Maria Bello，而Salma Hayek饰演的是另一角色，因此预测答案未能正确回答问题。
What was the person who provided evidence to suggest the existence of the neutron a participant of?,Manhattan Project,the Manhattan Project,1.0,1.0,True,预测答案“the Manhattan Project”与标准答案“Manhattan Project”在语义上完全等价，仅仅是多了一个定冠词“the”，属于措辞上的细微差异，不影响核心意思的表达，因此判断为正确。
In which borough was Callum McManaman born?,Knowsley,Whiston,0.0,0.0,False,预测答案“Whiston”与标准答案“Knowsley”是两个不同的地名，预测答案没有包含标准答案的关键信息，两者在语义上也不等价，因此未能正确回答问题。
Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,Sebastian Cabot,Sebastian Cabot,1.0,1.0,True,预测答案“Sebastian Cabot”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，因此预测答案正确地回答了问题。
Who is the spouse of the actor who played hannibal smith in the a team?,Sherry Boucher,Joy Patricia Harmon,0.0,0.0,False,预测答案“Joy Patricia Harmon”与标准答案“Sherry Boucher”完全不一致，没有包含标准答案的任何关键信息，两者在语义上也不等价，因此预测答案未能正确回答问题。
When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,2010,0.0,0.6666666666666666,False,预测答案“2010”仅提供了年份，而标准答案明确要求具体的日期“1 December 2010”。预测答案缺失了月份和日期等关键信息，未能完整且准确地回答问题。
Who is the child of the cast member of Green Ice?,Tatum O'Neal,Answer: The child of the cast member of Green Ice is not explicitly mentioned in the provided passages.,0.0,0.0,False,预测答案表示未提及相关信息，未能给出具体的人名，没有包含标准答案中的关键信息“Tatum O'Neal”，因此未能正确回答问题。
How many times did plague occur in the birthplace of La Silvia's composer?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案明确指出瘟疫发生的次数是22。两者在数值和语义上完全不一致，预测答案未能包含标准答案的关键信息，因此判断为错误。
When did military instruction start at the place where Larry Alcala was educated?,1912,1912,1.0,1.0,True,预测答案“1912”与标准答案“1912”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于军事教学开始时间的问题。
What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,ATS - 6 (Applications Technology Satellite - 6),ATS-6,0.0,0.25,True,预测答案“ATS-6”与标准答案“ATS - 6 (Applications Technology Satellite - 6)”的核心名称完全一致，包含了标准答案的关键信息。标准答案中括号内的部分仅是对该卫星缩写的全称补充说明，不影响两者在语义上的等价性，因此预测答案正确回答了问题。
Who was the first African American student at the university Robert Khayat was educated at?,James Howard Meredith,Robert Robinson Taylor,0.0,0.0,False,预测答案给出的名字是“Robert Robinson Taylor”，而标准答案是“James Howard Meredith”。两者不仅名字完全不同，且在语义上也不等价，预测答案未包含标准答案的关键信息，因此判断为错误。
Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,The Royal Swedish Academy of Sciences,0.0,0.2,False,预测答案给出的机构是“The Royal Swedish Academy of Sciences”（瑞典皇家科学院），而标准答案是“University of Cambridge”（剑桥大学）。两者在语义上完全不同，预测答案没有包含标准答案的任何关键信息，因此判断为错误。
Who is Frances Freeling Broderip's sibling?,Tom Hood,Tom Hood,1.0,1.0,True,预测答案“Tom Hood”与标准答案完全一致，准确地包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于Frances Freeling Broderip的兄弟姐妹是谁的问题。
Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,LaTanya Richardson Jackson,0.0,0.0,False,预测答案“LaTanya Richardson Jackson”与标准答案“Jennifer Connelly”完全不同。在电影《钢铁侠》中为贾维斯（Jarvis）配音的演员是保罗·贝坦尼，其配偶是詹妮弗·康纳利，因此预测答案未能包含正确信息。
What is the source of the river that is the mouth of the Caledon River?,Thaba Putsoa,The source of the river that is the mouth of the Caledon River is the Great Ruaha River.,0.0,0.0,False,预测答案给出的河流源头是“Great Ruaha River”，而标准答案是“Thaba Putsoa”。两者在关键信息上完全不一致，语义上也不等价，因此预测答案未能正确回答问题。
What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,Rialto Bridge,Royal Albert Bridge,0.0,0.3333333333333333,False,预测答案给出的桥梁名称是“Royal Albert Bridge”，而标准答案是“Rialto Bridge”。两者在名称和语义上完全不同，预测答案未包含标准答案的关键信息，因此判断为错误。
When did the party that gained control of Congress in the midterm elections in 1946 take control of the government branch that determines the rules of the US House?,January 2015,1946,0.0,0.0,False,预测答案“1946”与标准答案“January 2015”不一致。问题询问的是该政党何时掌控决定美国众议院规则的政府分支（即众议院规则委员会），虽然共和党在1946年中期选举中夺得了国会控制权，但他们真正接管该特定分支的时间是2015年1月。因此，预测答案未能包含标准答案的关键信息，语义上也不等价。
Where did the producer of Julius Caesar study or work?,Clifton College,"John Houseman, the producer of *Julius Caesar* (1953), studied at Clifton College in England and worked in the grain trade in London before emigrating to the United States. He later became",0.0,0.1,True,预测答案不仅包含了标准答案中的关键信息“Clifton College”，还明确指出了制作人John Houseman在此学习过，准确回答了问题，语义与标准答案完全一致。
Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,Malko Tarnovo Municipality,Ankara,0.0,0.0,False,预测答案“Ankara”与标准答案“Malko Tarnovo Municipality”完全不一致。问题询问的是该出生地作为首府所属的市镇，而预测答案给出的是城市名，未包含标准答案的关键信息，语义上也不等价。
What is the performer of Heartbeat named after?,Natalie Albino,Sara Ramirez,0.0,0.0,False,预测答案给出的名字是“Sara Ramirez”，而标准答案是“Natalie Albino”。两者在语义上完全不同，预测答案没有包含标准答案的任何关键信息，因此未能正确回答问题。
The author of Elizabeth and After attended which university?,University of Toronto,University of Toronto,1.0,1.0,True,预测答案“University of Toronto”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题。
What year did the publisher of Labyrinth end?,1986,1999,0.0,0.3333333333333333,False,预测答案给出的年份是1999年，而标准答案明确指出该出版商结束的年份是1986年。两者在具体年份上完全不一致，且不满足语义等价或包含关键信息的要求，因此判断为错误。
The food safety system of the agency that has the authority to decide if a drug is marketed otc or prescription is known as?,Food Safety Modernization Act (FSMA),FSMA,0.0,0.2857142857142857,True,预测答案“FSMA”是标准答案“Food Safety Modernization Act (FSMA)”的缩写形式，两者在语义上完全等价，且包含了标准答案的核心关键信息，因此预测答案正确回答了问题。
Who is the president of the newly declared independent country that has a Commission of Truth and Friendship with the country where Ambelau is located?,Francisco Guterres,José Ramos-Horta,0.0,0.0,False,预测答案“José Ramos-Horta”与标准答案“Francisco Guterres”是两个不同的人名，预测答案没有包含标准答案的关键信息，两者在语义上不等价，因此判断为错误。
