index,Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason,glm_raw
160,Who is the spouse of the person who voices Jarvis in the Avengers Age of Ultron?,Jennifer Connelly,Lorraine Cardellini,False,0.0,False,预测答案“Lorraine Cardellini”与标准答案“Jennifer Connelly”完全不同。在《复仇者联盟2：奥创纪元》中为贾维斯（J.A.R.V.I.S.）配音的保罗·贝坦尼，其配偶是詹妮弗·康纳利，而非预测答案中给出的人，因此预测答案不正确。,"判断: 错误
原因: 预测答案“Lorraine Cardellini”与标准答案“Jennifer Connelly”完全不同。在《复仇者联盟2：奥创纪元》中为贾维斯（J.A.R.V.I.S.）配音的保罗·贝坦尼，其配偶是詹妮弗·康纳利，而非预测答案中给出的人，因此预测答案不正确。"
161,Which county shares a border with the county where the most populous city in the state where Redan High School is located?,Presque Isle County,Fulton County,False,0.3333333333333333,False,预测答案“Fulton County”与标准答案“Presque Isle County”不一致，两者指代的是完全不同的县，在语义上并不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案“Fulton County”与标准答案“Presque Isle County”不一致，两者指代的是完全不同的县，在语义上并不等价，因此预测答案未能正确回答问题。"
162,The rapper who owns Aspiro was inspired by what when writing Song Cry?,three different relationships he had in the past,the break-up of an earlier relationship due to his own neglect and infidelity,False,0.0,False,预测答案与标准答案在语义上并不等价。标准答案明确指出创作灵感来源于“过去的三段不同感情”，而预测答案仅提及“由于自身疏忽和不忠导致的一段早期关系的破裂”，遗漏了“三段不同感情”这一核心数量与事实信息，因此判断为错误。,"判断: 错误
原因: 预测答案与标准答案在语义上并不等价。标准答案明确指出创作灵感来源于“过去的三段不同感情”，而预测答案仅提及“由于自身疏忽和不忠导致的一段早期关系的破裂”，遗漏了“三段不同感情”这一核心数量与事实信息，因此判断为错误。"
163,What administrative territorial entity includes the place that KTRP is licensed to broadcast to?,Canyon County,"Notus, Idaho",False,0.0,False,"预测答案“Notus, Idaho”与标准答案“Canyon County”不一致。问题询问的是包含KTRP广播覆盖地区的行政领土实体，标准答案明确指出是Canyon County，而预测答案给出了一个具体的城市，未能包含标准答案的关键信息，因此判断为错误。","判断: 错误
原因: 预测答案“Notus, Idaho”与标准答案“Canyon County”不一致。问题询问的是包含KTRP广播覆盖地区的行政领土实体，标准答案明确指出是Canyon County，而预测答案给出了一个具体的城市，未能包含标准答案的关键信息，因此判断为错误。"
164,"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Bill Pullman,Christopher McDonald,False,0.0,False,预测答案“Christopher McDonald”与标准答案“Bill Pullman”不一致。在电影《末路狂花》中饰演Thelma的女演员是吉娜·戴维斯，她在《红粉联盟》中饰演角色的丈夫是由Bill Pullman扮演的，而非Christopher McDonald。因此预测答案未能包含标准答案的关键信息。,"判断: 错误
原因: 预测答案“Christopher McDonald”与标准答案“Bill Pullman”不一致。在电影《末路狂花》中饰演Thelma的女演员是吉娜·戴维斯，她在《红粉联盟》中饰演角色的丈夫是由Bill Pullman扮演的，而非Christopher McDonald。因此预测答案未能包含标准答案的关键信息。"
165,What is the former name of the country where Atika Suri studied?,Dutch East Indies,Indonesia,False,0.0,False,问题询问的是该国的前身名称，标准答案明确给出的是“Dutch East Indies”（荷属东印度）。预测答案“Indonesia”（印度尼西亚）是该国的现名，并未包含标准答案中关于“former name”（前名）的关键信息，两者在语义上并不等价，因此判断为错误。,"判断: 错误
原因: 问题询问的是该国的前身名称，标准答案明确给出的是“Dutch East Indies”（荷属东印度）。预测答案“Indonesia”（印度尼西亚）是该国的现名，并未包含标准答案中关于“former name”（前名）的关键信息，两者在语义上并不等价，因此判断为错误。"
166,What province shares a border with the province where Lago District is located?,Cabo Delgado Province,Tanzania,False,0.0,False,预测答案“Tanzania”是一个国家，而标准答案“Cabo Delgado Province”是一个省份。问题询问的是与Lago District所在省份接壤的省份，两者在地理实体和语义上均不一致，因此预测答案错误。,"判断: 错误
原因: 预测答案“Tanzania”是一个国家，而标准答案“Cabo Delgado Province”是一个省份。问题询问的是与Lago District所在省份接壤的省份，两者在地理实体和语义上均不一致，因此预测答案错误。"
167,Who published Communications of the organization that Andries van Dam is a member of?,Association for Computing Machinery,ACM (Association for Computing Machinery) published Communications of the organization that Andries van Dam is a member of.,False,0.3,True,预测答案明确指出了“ACM (Association for Computing Machinery)”作为发布者，这与标准答案完全一致。虽然预测答案采用了完整的句子形式并使用了缩写，但其核心语义与标准答案等价，准确回答了问题。,"判断: 正确
原因: 预测答案明确指出了“ACM (Association for Computing Machinery)”作为发布者，这与标准答案完全一致。虽然预测答案采用了完整的句子形式并使用了缩写，但其核心语义与标准答案等价，准确回答了问题。"
168,What county shares a border with Cedar Springs?,Bell County,Guadalupe County,False,0.4,False,预测答案给出的县是“Guadalupe County”，而标准答案是“Bell County”。两者在语义和信息上完全不同，预测答案没有包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案给出的县是“Guadalupe County”，而标准答案是“Bell County”。两者在语义和信息上完全不同，预测答案没有包含标准答案的关键信息，因此判断为错误。"
169,What administrative territorial entity is the owner of Ciudad Deportiva located?,Tamaulipas,Nuevo Laredo Municipality,False,0.0,False,预测答案“Nuevo Laredo Municipality”与标准答案“Tamaulipas”在行政层级上不同。虽然新拉雷多市位于塔毛利帕斯州内，但两者并非语义等价，预测答案未包含标准答案的关键信息。,"判断: 错误
原因: 预测答案“Nuevo Laredo Municipality”与标准答案“Tamaulipas”在行政层级上不同。虽然新拉雷多市位于塔毛利帕斯州内，但两者并非语义等价，预测答案未包含标准答案的关键信息。"
