Question,Real Answer,Pred Answer
"Which came first, Million Dollar Arm or The Wild?",The Wild,Million Dollar Arm
"Hindi film actresses and the wife of the film actor Dilip Kumar is the daughter of Naseem Banu, known as what?","""Beauty Queen""",Saira Banu
"Which is an American band, Nada Surf or Shihad?",Nada Surf,Nada Surf
Judy Clarke defended an American domestic terrorist convicted for a series of anti-abortion and anti-gay-motivated bombings across the southern United States know as what?,the Olympic Park Bomber,Eric Robert Rudolph
The artist behind Overpowered was also part of what hip hop duo?,Moloko,Moloko
One Upon a Time in Shaolin featuring Tarik Azzougarh with what group?,Wu-Tang Clan,Wu-Tang Clan
"Which actor had a role in The Legend of Frosty the Snowman and also in ""How I Met Your Mother""",Bill Fagerbakke,William Mark Fagerbakke
Was Allen Drury or Jean Giono born first?,Jean Giono,Allen Drury
"The 2000 ICC KnockOut Trophy was a One Day International cricket tournament held in Kenya, which Jamaican cricketer who plays internationally, made his ODI debut during the competition?",Marlon Nathaniel Samuels,Marlon Samuels
"Troy McClure is a fictional character from the American animated sitcom ""The Simpsons"" who appeared as the main character in an episode that aired when?","March 24, 1996","March 24, 1996"
What state is the college that Everson Walls played at located in?,Louisiana,Missouri
Are both Veridia and Digital Summer rock bands ?,yes,yes
"What cartel did Barry Seal work for in the movie ""American Made?""",Medellín Cartel,Medellín Cartel
The Crusades is a 1935 historical adventure film starring an American actress who won an Academy Award in 1948 for her role in what film?,The Farmer's Daughter,The Farmer's Daughter
What tetralogy was written by Philip Reeve that is a sequel of a series about a woman named Fever Crumb?,Mortal Engines Quartet,Mortal Engines Quartet
what was the profession of both Tom Verlaine and  Marti Pellow,singer,singer
"Who has more scope of profession, Géza von Cziffra or Henry Selick?",Henry Selick,Henry Selick
"Who is currently best known for their single ""Weatherman"" from their debut eponymous album ""Dead Sara"", Young Guns or Dead Sara ?",Dead Sara,Dead Sara
In between Jason Schwartzman and Derrick Green who joined the band Sepultura in 1997?,Derrick Leon Green,Derrick Green
Are Yanzhou District and Shangqiu both located in China?,yes,yes
Thomas Bangalter recorded compositions for a 2002 French art psychological horror drama film that employs what kind of narrative?,non-linear,reverse chronology
"Manoir de Ban, which is located in the municipality of Corsier-sur-Vevey, Switzerland, is know to be the property of what famous actor? ",Charlie Chaplin,Charlie Chaplin
" Visy Industries was established in Melbourne, Australia in 1948 and has since grown to become one of the world’s largest privately owned paper, packaging and recycling companies, Visy was owned by Richard Pratt until his death, on which date, was a prominent Australian businessman, chairman of the privately owned company Visy Industries, and a leading figure of Melbourne society?",28 April 2009,28 April 2009
"Queen Mab, is a fairy referred to in William Shakespeare's play ""Romeo and Juliet"", where ""she is the fairies' midwife"", in her play, her activity is described in a famous speech by which fictional character in William Shakespeare's 1597 tragedy, a close friend to Romeo and a blood relative to Prince Escalus and Count Paris?",Mercutio,Mercutio
"Who was born in a country further east, Richard Dutcher or Rosa von Praunheim?",Rosa von Praunheim,Rosa von Praunheim
