0	2wikimqa	full_rate1	0	25
1	2wikimqa	full_rate1	25	50
2	2wikimqa	full_rate1	50	75
3	2wikimqa	full_rate1	75	100
4	2wikimqa	full_rate1	100	125
5	2wikimqa	full_rate1	125	150
6	2wikimqa	full_rate1	150	175
7	2wikimqa	full_rate1	175	200
8	2wikimqa	online_qk_rate015	0	25
9	2wikimqa	online_qk_rate015	25	50
10	2wikimqa	online_qk_rate015	50	75
11	2wikimqa	online_qk_rate015	75	100
12	2wikimqa	online_qk_rate015	100	125
13	2wikimqa	online_qk_rate015	125	150
14	2wikimqa	online_qk_rate015	150	175
15	2wikimqa	online_qk_rate015	175	200
16	2wikimqa	online_draft_rate015	0	25
17	2wikimqa	online_draft_rate015	25	50
18	2wikimqa	online_draft_rate015	50	75
19	2wikimqa	online_draft_rate015	75	100
20	2wikimqa	online_draft_rate015	100	125
21	2wikimqa	online_draft_rate015	125	150
22	2wikimqa	online_draft_rate015	150	175
23	2wikimqa	online_draft_rate015	175	200
24	2wikimqa	offline3b_mean	0	25
25	2wikimqa	offline3b_mean	25	50
26	2wikimqa	offline3b_mean	50	75
27	2wikimqa	offline3b_mean	75	100
28	2wikimqa	offline3b_mean	100	125
29	2wikimqa	offline3b_mean	125	150
30	2wikimqa	offline3b_mean	150	175
31	2wikimqa	offline3b_mean	175	200
32	2wikimqa	offline3b_freq_boundary2	0	25
33	2wikimqa	offline3b_freq_boundary2	25	50
34	2wikimqa	offline3b_freq_boundary2	50	75
35	2wikimqa	offline3b_freq_boundary2	75	100
36	2wikimqa	offline3b_freq_boundary2	100	125
37	2wikimqa	offline3b_freq_boundary2	125	150
38	2wikimqa	offline3b_freq_boundary2	150	175
39	2wikimqa	offline3b_freq_boundary2	175	200
40	2wikimqa	offline32b_top2	0	25
41	2wikimqa	offline32b_top2	25	50
42	2wikimqa	offline32b_top2	50	75
43	2wikimqa	offline32b_top2	75	100
44	2wikimqa	offline32b_top2	100	125
45	2wikimqa	offline32b_top2	125	150
46	2wikimqa	offline32b_top2	150	175
47	2wikimqa	offline32b_top2	175	200
48	hotpotqa	full_rate1	0	25
49	hotpotqa	full_rate1	25	50
50	hotpotqa	full_rate1	50	75
51	hotpotqa	full_rate1	75	100
52	hotpotqa	full_rate1	100	125
53	hotpotqa	full_rate1	125	150
54	hotpotqa	full_rate1	150	175
55	hotpotqa	full_rate1	175	200
56	hotpotqa	full_rate1	200	225
57	hotpotqa	full_rate1	225	250
58	hotpotqa	full_rate1	250	260
59	hotpotqa	online_qk_rate015	0	25
60	hotpotqa	online_qk_rate015	25	50
61	hotpotqa	online_qk_rate015	50	75
62	hotpotqa	online_qk_rate015	75	100
63	hotpotqa	online_qk_rate015	100	125
64	hotpotqa	online_qk_rate015	125	150
65	hotpotqa	online_qk_rate015	150	175
66	hotpotqa	online_qk_rate015	175	200
67	hotpotqa	online_qk_rate015	200	225
68	hotpotqa	online_qk_rate015	225	250
69	hotpotqa	online_qk_rate015	250	260
70	hotpotqa	online_draft_rate015	0	25
71	hotpotqa	online_draft_rate015	25	50
72	hotpotqa	online_draft_rate015	50	75
73	hotpotqa	online_draft_rate015	75	100
74	hotpotqa	online_draft_rate015	100	125
75	hotpotqa	online_draft_rate015	125	150
76	hotpotqa	online_draft_rate015	150	175
77	hotpotqa	online_draft_rate015	175	200
78	hotpotqa	online_draft_rate015	200	225
79	hotpotqa	online_draft_rate015	225	250
80	hotpotqa	online_draft_rate015	250	260
81	hotpotqa	offline3b_mean	0	25
82	hotpotqa	offline3b_mean	25	50
83	hotpotqa	offline3b_mean	50	75
84	hotpotqa	offline3b_mean	75	100
85	hotpotqa	offline3b_mean	100	125
86	hotpotqa	offline3b_mean	125	150
87	hotpotqa	offline3b_mean	150	175
88	hotpotqa	offline3b_mean	175	200
89	hotpotqa	offline3b_mean	200	225
90	hotpotqa	offline3b_mean	225	250
91	hotpotqa	offline3b_mean	250	260
92	hotpotqa	offline3b_freq_boundary2	0	25
93	hotpotqa	offline3b_freq_boundary2	25	50
94	hotpotqa	offline3b_freq_boundary2	50	75
95	hotpotqa	offline3b_freq_boundary2	75	100
96	hotpotqa	offline3b_freq_boundary2	100	125
97	hotpotqa	offline3b_freq_boundary2	125	150
98	hotpotqa	offline3b_freq_boundary2	150	175
99	hotpotqa	offline3b_freq_boundary2	175	200
100	hotpotqa	offline3b_freq_boundary2	200	225
101	hotpotqa	offline3b_freq_boundary2	225	250
102	hotpotqa	offline3b_freq_boundary2	250	260
103	hotpotqa	offline32b_top2	0	25
104	hotpotqa	offline32b_top2	25	50
105	hotpotqa	offline32b_top2	50	75
106	hotpotqa	offline32b_top2	75	100
107	hotpotqa	offline32b_top2	100	125
108	hotpotqa	offline32b_top2	125	150
109	hotpotqa	offline32b_top2	150	175
110	hotpotqa	offline32b_top2	175	200
111	hotpotqa	offline32b_top2	200	225
112	hotpotqa	offline32b_top2	225	250
113	hotpotqa	offline32b_top2	250	260
114	triviaqa	full_rate1	0	25
115	triviaqa	full_rate1	25	50
116	triviaqa	full_rate1	50	75
117	triviaqa	full_rate1	75	100
118	triviaqa	full_rate1	100	125
119	triviaqa	full_rate1	125	150
120	triviaqa	full_rate1	150	175
121	triviaqa	full_rate1	175	200
122	triviaqa	full_rate1	200	225
123	triviaqa	full_rate1	225	250
124	triviaqa	full_rate1	250	270
125	triviaqa	online_qk_rate015	0	25
126	triviaqa	online_qk_rate015	25	50
127	triviaqa	online_qk_rate015	50	75
128	triviaqa	online_qk_rate015	75	100
129	triviaqa	online_qk_rate015	100	125
130	triviaqa	online_qk_rate015	125	150
131	triviaqa	online_qk_rate015	150	175
132	triviaqa	online_qk_rate015	175	200
133	triviaqa	online_qk_rate015	200	225
134	triviaqa	online_qk_rate015	225	250
135	triviaqa	online_qk_rate015	250	270
136	triviaqa	online_draft_rate015	0	25
137	triviaqa	online_draft_rate015	25	50
138	triviaqa	online_draft_rate015	50	75
139	triviaqa	online_draft_rate015	75	100
140	triviaqa	online_draft_rate015	100	125
141	triviaqa	online_draft_rate015	125	150
142	triviaqa	online_draft_rate015	150	175
143	triviaqa	online_draft_rate015	175	200
144	triviaqa	online_draft_rate015	200	225
145	triviaqa	online_draft_rate015	225	250
146	triviaqa	online_draft_rate015	250	270
147	triviaqa	offline3b_mean	0	25
148	triviaqa	offline3b_mean	25	50
149	triviaqa	offline3b_mean	50	75
150	triviaqa	offline3b_mean	75	100
151	triviaqa	offline3b_mean	100	125
152	triviaqa	offline3b_mean	125	150
153	triviaqa	offline3b_mean	150	175
154	triviaqa	offline3b_mean	175	200
155	triviaqa	offline3b_mean	200	225
156	triviaqa	offline3b_mean	225	250
157	triviaqa	offline3b_mean	250	270
158	triviaqa	offline3b_freq_boundary2	0	25
159	triviaqa	offline3b_freq_boundary2	25	50
160	triviaqa	offline3b_freq_boundary2	50	75
161	triviaqa	offline3b_freq_boundary2	75	100
162	triviaqa	offline3b_freq_boundary2	100	125
163	triviaqa	offline3b_freq_boundary2	125	150
164	triviaqa	offline3b_freq_boundary2	150	175
165	triviaqa	offline3b_freq_boundary2	175	200
166	triviaqa	offline3b_freq_boundary2	200	225
167	triviaqa	offline3b_freq_boundary2	225	250
168	triviaqa	offline3b_freq_boundary2	250	270
169	triviaqa	offline32b_top2	0	25
170	triviaqa	offline32b_top2	25	50
171	triviaqa	offline32b_top2	50	75
172	triviaqa	offline32b_top2	75	100
173	triviaqa	offline32b_top2	100	125
174	triviaqa	offline32b_top2	125	150
175	triviaqa	offline32b_top2	150	175
176	triviaqa	offline32b_top2	175	200
177	triviaqa	offline32b_top2	200	225
178	triviaqa	offline32b_top2	225	250
179	triviaqa	offline32b_top2	250	270
