example_id,chunk_id,method,rate,chunk_len,selected_count
0,0,offline32b_mean_score_global,0.05,144,15
0,1,offline32b_mean_score_global,0.05,99,4
0,2,offline32b_mean_score_global,0.05,180,7
0,3,offline32b_mean_score_global,0.05,195,3
0,4,offline32b_mean_score_global,0.05,169,6
0,5,offline32b_mean_score_global,0.05,110,8
0,6,offline32b_mean_score_global,0.05,127,10
0,7,offline32b_mean_score_global,0.05,129,5
0,8,offline32b_mean_score_global,0.05,159,8
0,9,offline32b_mean_score_global,0.05,181,8
0,0,offline32b_top2_mean_global,0.05,144,16
0,1,offline32b_top2_mean_global,0.05,99,6
0,2,offline32b_top2_mean_global,0.05,180,7
0,3,offline32b_top2_mean_global,0.05,195,3
0,4,offline32b_top2_mean_global,0.05,169,7
0,5,offline32b_top2_mean_global,0.05,110,6
0,6,offline32b_top2_mean_global,0.05,127,11
0,7,offline32b_top2_mean_global,0.05,129,4
0,8,offline32b_top2_mean_global,0.05,159,7
0,9,offline32b_top2_mean_global,0.05,181,7
0,0,offline32b_freq_boundary0p02_global,0.05,144,11
0,1,offline32b_freq_boundary0p02_global,0.05,99,6
0,2,offline32b_freq_boundary0p02_global,0.05,180,7
0,3,offline32b_freq_boundary0p02_global,0.05,195,6
0,4,offline32b_freq_boundary0p02_global,0.05,169,6
0,5,offline32b_freq_boundary0p02_global,0.05,110,6
0,6,offline32b_freq_boundary0p02_global,0.05,127,9
0,7,offline32b_freq_boundary0p02_global,0.05,129,6
0,8,offline32b_freq_boundary0p02_global,0.05,159,7
0,9,offline32b_freq_boundary0p02_global,0.05,181,10
1,0,offline32b_mean_score_global,0.05,163,14
1,1,offline32b_mean_score_global,0.05,157,9
1,2,offline32b_mean_score_global,0.05,114,6
1,3,offline32b_mean_score_global,0.05,289,9
1,4,offline32b_mean_score_global,0.05,149,7
1,5,offline32b_mean_score_global,0.05,171,14
1,6,offline32b_mean_score_global,0.05,131,4
1,7,offline32b_mean_score_global,0.05,123,8
1,8,offline32b_mean_score_global,0.05,171,3
1,9,offline32b_mean_score_global,0.05,218,10
1,0,offline32b_top2_mean_global,0.05,163,16
1,1,offline32b_top2_mean_global,0.05,157,9
1,2,offline32b_top2_mean_global,0.05,114,5
1,3,offline32b_top2_mean_global,0.05,289,8
1,4,offline32b_top2_mean_global,0.05,149,6
1,5,offline32b_top2_mean_global,0.05,171,15
1,6,offline32b_top2_mean_global,0.05,131,5
1,7,offline32b_top2_mean_global,0.05,123,7
1,8,offline32b_top2_mean_global,0.05,171,3
1,9,offline32b_top2_mean_global,0.05,218,10
1,0,offline32b_freq_boundary0p02_global,0.05,163,12
1,1,offline32b_freq_boundary0p02_global,0.05,157,11
1,2,offline32b_freq_boundary0p02_global,0.05,114,6
1,3,offline32b_freq_boundary0p02_global,0.05,289,8
1,4,offline32b_freq_boundary0p02_global,0.05,149,8
1,5,offline32b_freq_boundary0p02_global,0.05,171,11
1,6,offline32b_freq_boundary0p02_global,0.05,131,6
1,7,offline32b_freq_boundary0p02_global,0.05,123,6
1,8,offline32b_freq_boundary0p02_global,0.05,171,6
1,9,offline32b_freq_boundary0p02_global,0.05,218,10
2,0,offline32b_mean_score_global,0.05,115,9
2,1,offline32b_mean_score_global,0.05,101,8
2,2,offline32b_mean_score_global,0.05,111,4
2,3,offline32b_mean_score_global,0.05,115,5
2,4,offline32b_mean_score_global,0.05,205,5
2,5,offline32b_mean_score_global,0.05,109,3
2,6,offline32b_mean_score_global,0.05,239,8
2,7,offline32b_mean_score_global,0.05,128,5
2,8,offline32b_mean_score_global,0.05,234,13
2,9,offline32b_mean_score_global,0.05,150,15
2,0,offline32b_top2_mean_global,0.05,115,8
2,1,offline32b_top2_mean_global,0.05,101,6
2,2,offline32b_top2_mean_global,0.05,111,3
