example_id,chunk_id,method,rate,chunk_len,selected_count
0,0,offline32b_mean_score_global,0.15,144,40
0,1,offline32b_mean_score_global,0.15,99,16
0,2,offline32b_mean_score_global,0.15,180,25
0,3,offline32b_mean_score_global,0.15,195,12
0,4,offline32b_mean_score_global,0.15,169,13
0,5,offline32b_mean_score_global,0.15,110,26
0,6,offline32b_mean_score_global,0.15,127,30
0,7,offline32b_mean_score_global,0.15,129,11
0,8,offline32b_mean_score_global,0.15,159,24
0,9,offline32b_mean_score_global,0.15,181,26
0,0,offline32b_top2_mean_global,0.15,144,39
0,1,offline32b_top2_mean_global,0.15,99,21
0,2,offline32b_top2_mean_global,0.15,180,29
0,3,offline32b_top2_mean_global,0.15,195,11
0,4,offline32b_top2_mean_global,0.15,169,15
0,5,offline32b_top2_mean_global,0.15,110,25
0,6,offline32b_top2_mean_global,0.15,127,31
0,7,offline32b_top2_mean_global,0.15,129,11
0,8,offline32b_top2_mean_global,0.15,159,21
0,9,offline32b_top2_mean_global,0.15,181,20
0,0,offline32b_freq_boundary0p02_global,0.15,144,48
0,1,offline32b_freq_boundary0p02_global,0.15,99,14
0,2,offline32b_freq_boundary0p02_global,0.15,180,20
0,3,offline32b_freq_boundary0p02_global,0.15,195,13
0,4,offline32b_freq_boundary0p02_global,0.15,169,13
0,5,offline32b_freq_boundary0p02_global,0.15,110,30
0,6,offline32b_freq_boundary0p02_global,0.15,127,29
0,7,offline32b_freq_boundary0p02_global,0.15,129,11
0,8,offline32b_freq_boundary0p02_global,0.15,159,21
0,9,offline32b_freq_boundary0p02_global,0.15,181,24
1,0,offline32b_mean_score_global,0.15,163,54
1,1,offline32b_mean_score_global,0.15,157,16
1,2,offline32b_mean_score_global,0.15,114,17
1,3,offline32b_mean_score_global,0.15,289,32
1,4,offline32b_mean_score_global,0.15,149,16
1,5,offline32b_mean_score_global,0.15,171,41
1,6,offline32b_mean_score_global,0.15,131,17
1,7,offline32b_mean_score_global,0.15,123,19
1,8,offline32b_mean_score_global,0.15,171,9
1,9,offline32b_mean_score_global,0.15,218,31
1,0,offline32b_top2_mean_global,0.15,163,55
1,1,offline32b_top2_mean_global,0.15,157,15
1,2,offline32b_top2_mean_global,0.15,114,17
1,3,offline32b_top2_mean_global,0.15,289,35
1,4,offline32b_top2_mean_global,0.15,149,16
1,5,offline32b_top2_mean_global,0.15,171,45
1,6,offline32b_top2_mean_global,0.15,131,15
1,7,offline32b_top2_mean_global,0.15,123,20
1,8,offline32b_top2_mean_global,0.15,171,10
1,9,offline32b_top2_mean_global,0.15,218,24
1,0,offline32b_freq_boundary0p02_global,0.15,163,47
1,1,offline32b_freq_boundary0p02_global,0.15,157,25
1,2,offline32b_freq_boundary0p02_global,0.15,114,16
1,3,offline32b_freq_boundary0p02_global,0.15,289,29
1,4,offline32b_freq_boundary0p02_global,0.15,149,18
1,5,offline32b_freq_boundary0p02_global,0.15,171,40
