index,Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason,glm_raw
0,Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,Maggie Gyllenhaal,False,0.0,False,预测答案给出的演员是Maggie Gyllenhaal，而标准答案明确指出该角色的扮演者是Maria Bello。两者是完全不同的人，预测答案没有包含标准答案的关键信息，语义上也不等价，因此判断为错误。,"判断: 错误
原因: 预测答案给出的演员是Maggie Gyllenhaal，而标准答案明确指出该角色的扮演者是Maria Bello。两者是完全不同的人，预测答案没有包含标准答案的关键信息，语义上也不等价，因此判断为错误。"
1,What was the person who provided evidence to suggest the existence of the neutron a participant of?,Manhattan Project,the Manhattan Project,True,1.0,True,预测答案“the Manhattan Project”与标准答案“Manhattan Project”在语义上完全等价，仅仅是多了一个定冠词“the”，属于措辞上的细微差异，不影响核心意思的表达，因此预测答案正确地回答了问题。,"判断: 正确
原因: 预测答案“the Manhattan Project”与标准答案“Manhattan Project”在语义上完全等价，仅仅是多了一个定冠词“the”，属于措辞上的细微差异，不影响核心意思的表达，因此预测答案正确地回答了问题。"
2,In which borough was Callum McManaman born?,Knowsley,Whiston,False,0.0,False,预测答案“Whiston”与标准答案“Knowsley”是两个不同的地名，预测答案没有包含标准答案的关键信息，两者在语义上也不等价，因此未能正确回答问题。,"判断: 错误
原因: 预测答案“Whiston”与标准答案“Knowsley”是两个不同的地名，预测答案没有包含标准答案的关键信息，两者在语义上也不等价，因此未能正确回答问题。"
3,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,Sebastian Cabot,Sebastian Cabot,True,1.0,True,预测答案“Sebastian Cabot”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题。,"判断: 正确
原因: 预测答案“Sebastian Cabot”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题。"
4,Who is the spouse of the actor who played hannibal smith in the a team?,Sherry Boucher,Joy Harmon,False,0.0,False,预测答案“Joy Harmon”与标准答案“Sherry Boucher”完全不同，没有包含标准答案的关键信息，且二者在语义上不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案“Joy Harmon”与标准答案“Sherry Boucher”完全不同，没有包含标准答案的关键信息，且二者在语义上不等价，因此预测答案未能正确回答问题。"
5,When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,1982,False,0.2222222222222222,False,预测答案“1982”与标准答案“1 December 2010”完全不一致，没有包含标准答案的关键信息，且在语义上不等价，因此未能正确回答问题。,"判断: 错误
原因: 预测答案“1982”与标准答案“1 December 2010”完全不一致，没有包含标准答案的关键信息，且在语义上不等价，因此未能正确回答问题。"
6,Who is the child of the cast member of Green Ice?,Tatum O'Neal,Answer: Alanna Masterson,False,0.0,False,预测答案“Alanna Masterson”与标准答案“Tatum O'Neal”完全不一致，没有包含标准答案的任何关键信息，两者在语义上也不等价，因此未能正确回答问题。,"判断: 错误
原因: 预测答案“Alanna Masterson”与标准答案“Tatum O'Neal”完全不一致，没有包含标准答案的任何关键信息，两者在语义上也不等价，因此未能正确回答问题。"
7,How many times did plague occur in the birthplace of La Silvia's composer?,22,3,False,0.0,False,预测答案给出的数字是3，而标准答案明确指出瘟疫发生的次数是22。两者在核心数值信息上完全不一致，且不存在任何语义等价或措辞差异的情况，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的数字是3，而标准答案明确指出瘟疫发生的次数是22。两者在核心数值信息上完全不一致，且不存在任何语义等价或措辞差异的情况，因此预测答案未能正确回答问题。"
8,When did military instruction start at the place where Larry Alcala was educated?,1912,1912,True,1.0,True,预测答案“1912”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于军事教学开始时间的问题。,"判断: 正确
原因: 预测答案“1912”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于军事教学开始时间的问题。"
9,What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,ATS - 6 (Applications Technology Satellite - 6),ATS-6,True,0.25,True,预测答案“ATS-6”与标准答案“ATS - 6 (Applications Technology Satellite - 6)”的核心名称完全一致。标准答案中括号内的部分仅是对该缩写的全称补充说明，预测答案已包含了标准答案的关键信息，两者在语义上完全等价，因此判断为正确。,"判断: 正确
原因: 预测答案“ATS-6”与标准答案“ATS - 6 (Applications Technology Satellite - 6)”的核心名称完全一致。标准答案中括号内的部分仅是对该缩写的全称补充说明，预测答案已包含了标准答案的关键信息，两者在语义上完全等价，因此判断为正确。"
