example_id,chunk_id,method,rate,chunk_len,selected_count,n_calibration_queries
150,0,draft_frequency_per_chunk,0.15,82,12,8
150,0,draft_mean_score_per_chunk,0.15,82,12,8
150,1,draft_frequency_per_chunk,0.15,81,12,8
150,1,draft_mean_score_per_chunk,0.15,81,12,8
150,2,draft_frequency_per_chunk,0.15,111,16,8
150,2,draft_mean_score_per_chunk,0.15,111,16,8
150,3,draft_frequency_per_chunk,0.15,83,12,8
150,3,draft_mean_score_per_chunk,0.15,83,12,8
150,4,draft_frequency_per_chunk,0.15,80,12,8
150,4,draft_mean_score_per_chunk,0.15,80,12,8
150,5,draft_frequency_per_chunk,0.15,80,12,8
150,5,draft_mean_score_per_chunk,0.15,80,12,8
150,6,draft_frequency_per_chunk,0.15,80,12,8
150,6,draft_mean_score_per_chunk,0.15,80,12,8
150,7,draft_frequency_per_chunk,0.15,81,12,8
150,7,draft_mean_score_per_chunk,0.15,81,12,8
150,8,draft_frequency_per_chunk,0.15,80,12,8
150,8,draft_mean_score_per_chunk,0.15,80,12,8
150,9,draft_frequency_per_chunk,0.15,82,12,8
150,9,draft_mean_score_per_chunk,0.15,82,12,8
150,10,draft_frequency_per_chunk,0.15,172,25,8
150,10,draft_mean_score_per_chunk,0.15,172,25,8
150,11,draft_frequency_per_chunk,0.15,151,22,8
150,11,draft_mean_score_per_chunk,0.15,151,22,8
150,12,draft_frequency_per_chunk,0.15,175,26,8
150,12,draft_mean_score_per_chunk,0.15,175,26,8
150,13,draft_frequency_per_chunk,0.15,78,11,8
150,13,draft_mean_score_per_chunk,0.15,78,11,8
150,14,draft_frequency_per_chunk,0.15,117,17,8
150,14,draft_mean_score_per_chunk,0.15,117,17,8
150,15,draft_frequency_per_chunk,0.15,190,28,8
150,15,draft_mean_score_per_chunk,0.15,190,28,8
150,16,draft_frequency_per_chunk,0.15,317,47,8
150,16,draft_mean_score_per_chunk,0.15,317,47,8
150,17,draft_frequency_per_chunk,0.15,88,13,8
150,17,draft_mean_score_per_chunk,0.15,88,13,8
151,0,draft_frequency_per_chunk,0.15,55,8,8
151,0,draft_mean_score_per_chunk,0.15,55,8,8
151,1,draft_frequency_per_chunk,0.15,96,14,8
151,1,draft_mean_score_per_chunk,0.15,96,14,8
151,2,draft_frequency_per_chunk,0.15,83,12,8
151,2,draft_mean_score_per_chunk,0.15,83,12,8
151,3,draft_frequency_per_chunk,0.15,32,4,8
151,3,draft_mean_score_per_chunk,0.15,32,4,8
151,4,draft_frequency_per_chunk,0.15,142,21,8
151,4,draft_mean_score_per_chunk,0.15,142,21,8
151,5,draft_frequency_per_chunk,0.15,102,15,8
151,5,draft_mean_score_per_chunk,0.15,102,15,8
151,6,draft_frequency_per_chunk,0.15,233,34,8
151,6,draft_mean_score_per_chunk,0.15,233,34,8
151,7,draft_frequency_per_chunk,0.15,61,9,8
151,7,draft_mean_score_per_chunk,0.15,61,9,8
151,8,draft_frequency_per_chunk,0.15,63,9,8
151,8,draft_mean_score_per_chunk,0.15,63,9,8
151,9,draft_frequency_per_chunk,0.15,70,10,8
151,9,draft_mean_score_per_chunk,0.15,70,10,8
151,10,draft_frequency_per_chunk,0.15,84,12,8
151,10,draft_mean_score_per_chunk,0.15,84,12,8
151,11,draft_frequency_per_chunk,0.15,78,11,8
151,11,draft_mean_score_per_chunk,0.15,78,11,8
151,12,draft_frequency_per_chunk,0.15,304,45,8
151,12,draft_mean_score_per_chunk,0.15,304,45,8
151,13,draft_frequency_per_chunk,0.15,74,11,8
151,13,draft_mean_score_per_chunk,0.15,74,11,8
151,14,draft_frequency_per_chunk,0.15,310,46,8
151,14,draft_mean_score_per_chunk,0.15,310,46,8
151,15,draft_frequency_per_chunk,0.15,42,6,8
151,15,draft_mean_score_per_chunk,0.15,42,6,8
152,0,draft_frequency_per_chunk,0.15,71,10,8
152,0,draft_mean_score_per_chunk,0.15,71,10,8
152,1,draft_frequency_per_chunk,0.15,123,18,8
152,1,draft_mean_score_per_chunk,0.15,123,18,8
152,2,draft_frequency_per_chunk,0.15,155,23,8
152,2,draft_mean_score_per_chunk,0.15,155,23,8
152,3,draft_frequency_per_chunk,0.15,342,51,8
152,3,draft_mean_score_per_chunk,0.15,342,51,8
152,4,draft_frequency_per_chunk,0.15,194,29,8
152,4,draft_mean_score_per_chunk,0.15,194,29,8
152,5,draft_frequency_per_chunk,0.15,156,23,8
152,5,draft_mean_score_per_chunk,0.15,156,23,8
152,6,draft_frequency_per_chunk,0.15,314,47,8
152,6,draft_mean_score_per_chunk,0.15,314,47,8
152,7,draft_frequency_per_chunk,0.15,71,10,8
152,7,draft_mean_score_per_chunk,0.15,71,10,8
