val_kl,val_bce,val_recall,val_jaccard,epoch,train_loss
0.006184008475393057,0.40700477361679077,0.4495321637426901,0.29830604847493286,1,0.11824222848695867
0.0067480387290318805,0.3983411542574565,0.4953801169590643,0.3413581238606176,2,0.10688001892145942
0.007286626100540161,0.3959038611253103,0.5052046783625731,0.35029516303110575,3,0.10573833651402417
0.005540194418281317,0.40007711728413897,0.5095321637426901,0.3535575126988227,4,0.10502158578704385
0.0058277041589220365,0.39844393571217857,0.5130994152046784,0.3564196886133329,5,0.10440726604531793
0.007220747446020444,0.39486901720364886,0.516140350877193,0.35875536675613307,6,0.10369198529159321
0.006749097357193629,0.3960773511727651,0.5171929824561403,0.35809869681259093,7,0.10288027787909788
0.007508869233230749,0.3944960327943166,0.5160233918128656,0.3564246830559889,8,0.10204188955180785
0.005842045775304238,0.39970172961552936,0.5073099415204678,0.3475764025558546,9,0.10129166659186868
0.007015674312909444,0.3967180069287618,0.5101754385964913,0.35056575602757833,10,0.10054896775413961
