Question,Real Answer,Pred Answer
"In the Six Nations Rugby Championship, the Millennium Trophy is awarded to the winner of the game between which two countries?",England and Ireland,England and Ireland
"Originating in the US, what is the filling in a MoonPie?",Marshmallow,marshmallow
"What is the surname of Dick and Jane in the 2005 film ‘Fun With Dick and Jane’, starring Jim Carrey and Tea Leoni?",Harper,Harper
Who is the narrator of Three Men in a Boat?,J,"The narrator of *Three Men in a Boat* is an unnamed, middle-aged, gay man."
Who was the hostess of The Golden Shot between 1969 and 1975?,Anne Aston,Anne Aston
Which actor appeared as Fancy Smith in Z-cars?,Brian Blessed,Brian Blessed
British actress Alison Steadman married which film director/writer in 1973?,Mike Leigh,Mike Leigh
What is the dish of stuffed vine leaves called?,Dolmas,Sarma
"On TV, who played the long suffering wife of Alf Garnett in ‘Till Death Us Do Part’?",Dandy Nichols,Dandy Nichols
Which hand puppet would you associate with Shari Lewis?,Lamb Chop,Lamb Chop
"Musician Richey Edwards, who went missing in February 1995, was the rhythm guitarist in which band?",Manic Street Preachers,Manic Street Preachers
Who was the pilot hero of Captain W.E. Johns stories?,Biggles,Biggles
Who was the first Mayor of Casterbridge in the Thomas Hardy novel?,Mayor of Casterbridge,Michael Henchard
"In the Bible, what was the name of Jacob’s only daughter?",Hamor,Dinah
Who recorded the albums Blue and Court And Spark?,Joni Mitchell,Joni Mitchell
Who was the German soldier in Rowan and Martin's Laugh In?,Very interesting ...,"The German soldier in *Rowan and Martin's Laugh-In* was a character named ""Wolfgang,"" played by Goldie Hawn's then-husband, **Bill Johnson**. The character was a cigarette-smoking"
Michael Jackson's Will You Be There came from which movie?,Free Willy,Free Willy
Pink Fairy and Nine Banded are species of which animal?,Dasypodidae,armadillo
What were the first names of English novelist R.D.Blackmore?,Richard Doddridge,Richard Doddridge
"What was the name of the Archbishop of Canterbury’s envoy, who was taken hostage in Lebanon in 1987?",Terry Waite,Terry Waite
The pudu is the world’s smallest species of which animal?,Fawn,deer
Who became the youngest World Heavyweight Boxing Champion in 1956?,Floyd Patterson,Floyd Patterson
"Born in Gibraltar, which designer was named British Designer of the Year in 1987, 1994 and 1995?",John Galliano,John Galliano
In which country was designer Oscar de la Renta born?,Dominican Rep,Dominican Republic
"Anthea Turner presented Blue Peter in 1992. She is currently married to Grant Bovey, but she was first married to a Radio 1 DJ from 1990-98. Who was he?",Peter Powell,Peter Powell
