index,Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason,glm_raw
0,Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,<|im_end|>,False,0.0,False,预测答案为空，没有给出任何可核验的答案信息。根据判断标准，如果预测答案为空或没有给出可核验答案，则判断为错误。,"判断: 错误
原因: 预测答案为空，没有给出任何可核验的答案信息。根据判断标准，如果预测答案为空或没有给出可核验答案，则判断为错误。"
1,What was the person who provided evidence to suggest the existence of the neutron a participant of?,Manhattan Project,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何与标准答案相关的信息，也没有给出可核验的答案，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有包含任何与标准答案相关的信息，也没有给出可核验的答案，因此未能正确回答问题。"
2,In which borough was Callum McManaman born?,Knowsley,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记“<|im_end|>”，没有提供任何关于Callum McManaman出生地的可核验信息，未能包含标准答案“Knowsley”的关键信息。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记“<|im_end|>”，没有提供任何关于Callum McManaman出生地的可核验信息，未能包含标准答案“Knowsley”的关键信息。"
3,Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,Sebastian Cabot,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何可核验的答案信息，也没有给出标准答案中的“Sebastian Cabot”这一关键内容，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有包含任何可核验的答案信息，也没有给出标准答案中的“Sebastian Cabot”这一关键内容，因此未能正确回答问题。"
4,Who is the spouse of the actor who played hannibal smith in the a team?,Sherry Boucher,<|im_end|>,False,0.0,False,预测答案为空，仅包含模型生成的结束标记，没有提供任何可核验的答案信息，因此未能包含标准答案的关键内容，无法正确回答问题。,"判断: 错误
原因: 预测答案为空，仅包含模型生成的结束标记，没有提供任何可核验的答案信息，因此未能包含标准答案的关键内容，无法正确回答问题。"
5,When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记“<|im_end|>”，没有提供任何关于问题所问时间的具体信息，也没有包含标准答案中的关键信息“1 December 2010”，因此无法回答该问题。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记“<|im_end|>”，没有提供任何关于问题所问时间的具体信息，也没有包含标准答案中的关键信息“1 December 2010”，因此无法回答该问题。"
6,Who is the child of the cast member of Green Ice?,Tatum O'Neal,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记符号，没有给出任何可核验的实际内容，也没有包含标准答案中的关键信息“Tatum O'Neal”，因此未能回答问题。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记符号，没有给出任何可核验的实际内容，也没有包含标准答案中的关键信息“Tatum O'Neal”，因此未能回答问题。"
7,How many times did plague occur in the birthplace of La Silvia's composer?,22,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记“<|im_end|>”，没有提供任何实质性的内容或可核验的数字信息，未能包含标准答案“22”，因此无法正确回答所提出的问题。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记“<|im_end|>”，没有提供任何实质性的内容或可核验的数字信息，未能包含标准答案“22”，因此无法正确回答所提出的问题。"
8,When did military instruction start at the place where Larry Alcala was educated?,1912,<|im_end|>,False,0.0,False,预测答案为空，仅包含模型生成的结束标记，没有提供任何关于军事教学开始时间的有效信息，无法与标准答案“1912”进行核对，因此判断为错误。,"判断: 错误
原因: 预测答案为空，仅包含模型生成的结束标记，没有提供任何关于军事教学开始时间的有效信息，无法与标准答案“1912”进行核对，因此判断为错误。"
9,What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,ATS - 6 (Applications Technology Satellite - 6),<|im_end|>,False,0.0,False,预测答案为空，没有包含任何与标准答案“ATS - 6”相关的关键信息，也没有给出任何可核验的实质内容，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有包含任何与标准答案“ATS - 6”相关的关键信息，也没有给出任何可核验的实质内容，因此未能正确回答问题。"
10,Who was the first African American student at the university Robert Khayat was educated at?,James Howard Meredith,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何与标准答案“James Howard Meredith”相关的信息，也没有给出任何可核验的实质内容，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有包含任何与标准答案“James Howard Meredith”相关的信息，也没有给出任何可核验的实质内容，因此未能正确回答问题。"
11,Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记“<|im_end|>”，没有给出任何可核验的实质性答案。根据判断标准，如果预测答案为空或没有给出可核验答案，应判断为错误。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记“<|im_end|>”，没有给出任何可核验的实质性答案。根据判断标准，如果预测答案为空或没有给出可核验答案，应判断为错误。"
12,Who is Frances Freeling Broderip's sibling?,Tom Hood,<|im_end|>,False,0.0,False,预测答案为空，仅包含模型生成的结束标记，没有提供任何关于Frances Freeling Broderip兄弟姐妹的有效信息，因此未能回答问题。,"判断: 错误
原因: 预测答案为空，仅包含模型生成的结束标记，没有提供任何关于Frances Freeling Broderip兄弟姐妹的有效信息，因此未能回答问题。"
13,Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何关于Jarvis配音演员配偶的有效信息，也没有给出可核验的答案，因此未能回答所提出的问题。,"判断: 错误
原因: 预测答案为空，没有包含任何关于Jarvis配音演员配偶的有效信息，也没有给出可核验的答案，因此未能回答所提出的问题。"
14,What is the source of the river that is the mouth of the Caledon River?,Thaba Putsoa,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记符号，没有给出任何可核验的实质性信息，未能包含标准答案中的关键信息“Thaba Putsoa”，因此无法正确回答所提出的问题。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记符号，没有给出任何可核验的实质性信息，未能包含标准答案中的关键信息“Thaba Putsoa”，因此无法正确回答所提出的问题。"
15,What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,Rialto Bridge,<|im_end|>,False,0.0,False,预测答案为空，仅包含对话结束标记，没有提供任何可核验的实质性内容，未能包含标准答案“Rialto Bridge”的关键信息，因此判定为错误。,"判断: 错误
原因: 预测答案为空，仅包含对话结束标记，没有提供任何可核验的实质性内容，未能包含标准答案“Rialto Bridge”的关键信息，因此判定为错误。"
16,When did the party that gained control of Congress in the midterm elections in 1946 take control of the government branch that determines the rules of the US House?,January 2015,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记，没有给出任何可核验的答案信息，未能包含标准答案“January 2015”的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记，没有给出任何可核验的答案信息，未能包含标准答案“January 2015”的关键信息，因此判断为错误。"
17,Where did the producer of Julius Caesar study or work?,Clifton College,<|im_end|>,False,0.0,False,预测答案为空，没有包含标准答案中的“Clifton College”等任何关键信息，也没有给出任何可核验的实质内容，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有包含标准答案中的“Clifton College”等任何关键信息，也没有给出任何可核验的实质内容，因此未能正确回答问题。"
18,Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,Malko Tarnovo Municipality,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记，没有给出任何可核验的实质性内容，未能包含标准答案中的关键信息，因此无法回答所提出的问题。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记，没有给出任何可核验的实质性内容，未能包含标准答案中的关键信息，因此无法回答所提出的问题。"
19,What is the performer of Heartbeat named after?,Natalie Albino,<|im_end|>,False,0.0,False,预测答案为空，没有包含标准答案中的任何关键信息，也没有给出可核验的具体内容，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有包含标准答案中的任何关键信息，也没有给出可核验的具体内容，因此未能正确回答问题。"
20,The author of Elizabeth and After attended which university?,University of Toronto,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记“<|im_end|>”，没有提供任何关于问题中作者所就读大学的信息，不包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记“<|im_end|>”，没有提供任何关于问题中作者所就读大学的信息，不包含标准答案的关键信息，因此判断为错误。"
21,What year did the publisher of Labyrinth end?,1986,<|im_end|>,False,0.0,False,预测答案为空，仅包含模型生成的结束标记，没有提供任何关于问题年份的有效信息，也没有包含标准答案中的关键信息，因此无法回答该问题。,"判断: 错误
原因: 预测答案为空，仅包含模型生成的结束标记，没有提供任何关于问题年份的有效信息，也没有包含标准答案中的关键信息，因此无法回答该问题。"
22,The food safety system of the agency that has the authority to decide if a drug is marketed otc or prescription is known as?,Food Safety Modernization Act (FSMA),<|im_end|>,False,0.0,False,预测答案为空，仅包含对话结束标记，没有给出任何可核验的答案信息，未能包含标准答案中的关键信息，因此判定为错误。,"判断: 错误
原因: 预测答案为空，仅包含对话结束标记，没有给出任何可核验的答案信息，未能包含标准答案中的关键信息，因此判定为错误。"
23,Who is the president of the newly declared independent country that has a Commission of Truth and Friendship with the country where Ambelau is located?,Francisco Guterres,<|im_end|>,False,0.0,False,预测答案为空，没有给出任何可核验的答案信息，未能包含标准答案中的关键信息“Francisco Guterres”，因此判定为错误。,"判断: 错误
原因: 预测答案为空，没有给出任何可核验的答案信息，未能包含标准答案中的关键信息“Francisco Guterres”，因此判定为错误。"
24,Who was the British general in the battle named after the birth city of the person who recorded Mother-in-Law?,General Edward Pakenham,<|im_end|>,False,0.0,False,预测答案为空，没有包含任何关于英国将军的信息，也没有给出可核验的答案，因此未能正确回答问题。,"判断: 错误
原因: 预测答案为空，没有包含任何关于英国将军的信息，也没有给出可核验的答案，因此未能正确回答问题。"
25,Where is Sean Hampton's birth place in the state of Florida?,in Northern Florida,<|im_end|>,False,0.0,False,预测答案为空，仅包含特殊标记符号，没有提供任何关于Sean Hampton出生地的可核验信息，未能包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案为空，仅包含特殊标记符号，没有提供任何关于Sean Hampton出生地的可核验信息，未能包含标准答案的关键信息，因此判断为错误。"
