index,Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason,glm_raw
190,What is the record label of the co-writer and recording artist of Permission to Fly?,Hollywood Records,Hollywood Records,True,1.0,True,预测答案“Hollywood Records”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了关于“Permission to Fly”共同创作者及演唱者所属唱片公司的问题。,"判断: 正确
原因: 预测答案“Hollywood Records”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了关于“Permission to Fly”共同创作者及演唱者所属唱片公司的问题。"
191,What record label is the performer who released All Your Faded Things on?,Kill Rock Stars,Cold Crush Records,False,0.0,False,预测答案给出的唱片公司是“Cold Crush Records”，而标准答案是“Kill Rock Stars”。两者在语义上完全不同，预测答案没有包含标准答案的任何关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案给出的唱片公司是“Cold Crush Records”，而标准答案是“Kill Rock Stars”。两者在语义上完全不同，预测答案没有包含标准答案的任何关键信息，因此判断为错误。"
192,What is another notable work made by the author of Miss Sara Sampson?,Emilia Galotti,Emilia Galotti,True,1.0,True,预测答案“Emilia Galotti”与标准答案完全一致，准确包含了标准答案的关键信息，且在语义上完全等价，因此正确地回答了问题。,"判断: 正确
原因: 预测答案“Emilia Galotti”与标准答案完全一致，准确包含了标准答案的关键信息，且在语义上完全等价，因此正确地回答了问题。"
193,When did the majority party in the body which determines rules of the US House and US Senate gain control of the House?,the 2010 election,2010,False,0.8571428571428571,True,预测答案“2010”与标准答案“the 2010 election”在语义上完全等价，包含了相同的核心时间信息。虽然预测答案省略了“election”一词，但这属于措辞上的细微差异，不影响对问题时间点的准确回答。,"判断: 正确
原因: 预测答案“2010”与标准答案“the 2010 election”在语义上完全等价，包含了相同的核心时间信息。虽然预测答案省略了“election”一词，但这属于措辞上的细微差异，不影响对问题时间点的准确回答。"
194,In what year did Margaret Knox's spouse pass away?,1572,1999,False,0.0,False,预测答案给出的年份是1999年，而标准答案明确指出Margaret Knox的配偶去世年份是1572年。两者在年份信息上完全不一致，且不存在语义等价关系，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的年份是1999年，而标准答案明确指出Margaret Knox的配偶去世年份是1572年。两者在年份信息上完全不一致，且不存在语义等价关系，因此预测答案未能正确回答问题。"
195,The city where Dmitry Borisovich was born is located where in Russia?,Yaroslavl Oblast,Rostov,False,0.0,False,预测答案给出的地点是“Rostov”，而标准答案是“Yaroslavl Oblast”。两者在语义上并不等价，预测答案也没有包含标准答案中的关键信息，因此未能正确回答问题。,"判断: 错误
原因: 预测答案给出的地点是“Rostov”，而标准答案是“Yaroslavl Oblast”。两者在语义上并不等价，预测答案也没有包含标准答案中的关键信息，因此未能正确回答问题。"
196,What league includes the operating group of Al Janoub Stadium?,Qatar Stars League,Qatari Stars League,False,0.5714285714285715,True,预测答案“Qatari Stars League”与标准答案“Qatar Stars League”在语义上完全等价，仅在国家形容词的拼写形式上存在细微差异，不影响对同一足球联赛的准确指代。,"判断: 正确
原因: 预测答案“Qatari Stars League”与标准答案“Qatar Stars League”在语义上完全等价，仅在国家形容词的拼写形式上存在细微差异，不影响对同一足球联赛的准确指代。"
197,When was the kingdom that Heptarchy was part of abolished?,918,1071,False,0.4,False,预测答案给出的年份是1071年，而标准答案明确指出该王国废除的时间是918年。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案给出的年份是1071年，而标准答案明确指出该王国废除的时间是918年。两者在关键信息上完全不一致，因此预测答案未能正确回答问题。"
198,What is the average salary of a working person with the same nationality as the producer of The Wild Women of Chastity Gulch?,"$59,039","$47,807",False,0.25,False,"预测答案为$47,807，而标准答案为$59,039。两者在数值上完全不同，预测答案未能包含标准答案的关键信息，且在语义上不等价，因此判定为错误。","判断: 错误
原因: 预测答案为$47,807，而标准答案为$59,039。两者在数值上完全不同，预测答案未能包含标准答案的关键信息，且在语义上不等价，因此判定为错误。"
199,The city that Psycho Donuts is located in is in which county?,Santa Clara County,Santa Clara County,True,1.0,True,预测答案“Santa Clara County”与标准答案完全一致，包含了标准答案的全部关键信息，且在语义上完全等价，准确地回答了问题所询问的县名。,"判断: 正确
原因: 预测答案“Santa Clara County”与标准答案完全一致，包含了标准答案的全部关键信息，且在语义上完全等价，准确地回答了问题所询问的县名。"
