Question,Real Answer,Pred Answer
Where is Sean Hampton's birth place in the state of Florida?,in Northern Florida,Ocala
Who is the president of the group Kim Un-yong is a member of?,Thomas Bach,Thomas Bach
"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
Who is the president of the new country who has jointly established a Commission on Truth and Friendship with the birth country of Satyo Husodo?,Francisco Guterres,Francisco Guterres
Who is the spouse of the current queen of England?,Philip Mountbatten,King Charles III
In which year did Taifa of Francisco Giner de los Rios' birthplace cease to exist?,1065,1915
What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland,finding a potential buyer for all of its operations in Finland and doing similar market research concerning Swedish operations
Who did the person considered the founder of three major monotheistic religions marry after the death of Sarah?,Keturah,Abraham married Keturah after the death of Sarah.
In what region of the country of S-Fone is The place of birth of John Phan located?,South Central Coast,South Central Coast
"Along with the Closer performer, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,Josh Groban
The Live Life Loud album's band signed to which label?,Fair Trade Services,BEC Recordings
Who is the child of Sigrid Eskilsdotter's child?,Svante Stensson Sture,Christina Gyllenstierna
What is the record label of the Metalworks Studio founder?,TML Entertainment,TML Entertainment
Who is the president of the new country that jointly established a Commission of Truth and Friendship with the country that broadcasts Dahsyat?,Francisco Guterres,Susilo Bambang Yudhoyono
How many times did the plague occur in the city where Flora's painter died?,22,3
What is the seat of the county sharing a border with the county in which Valley New School is located?,Green Bay,Appleton
What is the highest city in the state where Dell ranks sixth by revenue?,Fort Davis,Fort Davis
Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,"Claudia Wells played the girlfriend of Michael J. Fox, who played Marty McFly's future son, Marty Jr., in Back to the Future 2."
"What specific part of the book where the quote ""by the skin of your teeth"" comes from document reference for Mary?",Genesis 3:15,Job 19:20
What is the seat of the county sharing a border with the county in which J. P. Hayes was born?,Green Bay,Appleton
How many times did plague occur in the place where Venus with a Mirror's creator died?,22,3
What is the source of the river Orlam clans crossed to migrate to Namibia?,Thaba Putsoa,Orange River
"Why was Common Sense, by the same author as Rights of Man, an important work?",crystallized the rebellious demand for independence from Great Britain,"It was an important work because it crystallized sentiment for independence in 1776, was the most widely read pamphlet of the American Revolution, and demonstrated the inevitability of separation from Britain. It was a"
In which county was Larkin I. Smith born?,Pearl River County,Pearl River County
What movie did the person who acted in the comedy film Crime School win his only Oscar for?,The African Queen,The African Queen
