Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason,Rate1_Predicted,Rate1_Correct,Rate1_F1,Rate1_EM,Rate1_Reason
Where was the founder of the National Women's Party born?,Who is the founder of the National Women's Party?,Alice Paul,"<think>

</think>

Alice Paul",True,0,0.0,预测答案“Alice Paul”与标准答案完全一致，准确给出了美国全国妇女党的创始人，正确且直接地回答了所提出的问题。,N/A,N/A,N/A,N/A,N/A
Where was the founder of the National Women's Party born?,Where was Alice Paul born?,"Mount Laurel Township, New Jersey.","Paulsdale, in Mount Laurel Township, New Jersey.",True,0.7142857142857143,0.0,"预测答案不仅包含了标准答案中的关键信息“Mount Laurel Township, New Jersey”，还进一步提供了更具体的出生地名称“Paulsdale”。两者在语义上完全等价，预测答案准确且更详细地回答了Alice Paul的出生地问题，符合正确回答的标准。",N/A,N/A,N/A,N/A,N/A
What administrative territorial entity is the owner of Ciudad Deportiva located?,Where is Ciudad Deportiva located?,"Ciudad Deportiva is located in Nuevo Laredo, Mexico.","<think>

</think>

Ciudad Deportiva is located in Nuevo Laredo, Mexico.",True,0,0.0,"预测答案与标准答案完全一致，都明确指出了Ciudad Deportiva位于墨西哥的新拉雷多（Nuevo Laredo, Mexico）。预测答案准确无误地包含了标准答案的所有关键信息，语义完全等价，因此判定为正确。",N/A,N/A,N/A,N/A,N/A
What administrative territorial entity is the owner of Ciudad Deportiva located?,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",The Ciudad Deportiva sports complex is owned by the Nuevo Laredo Municipality.,"<think>

</think>

Answer: The Ciudad Deportiva sports complex in Nuevo Laredo, Mexico is owned by the Municipality of Nuevo Laredo.",True,0,0.0,预测答案明确指出了Ciudad Deportiva体育综合体归Nuevo Laredo市所有，这与标准答案的核心信息完全一致。两者在语义上等价，仅存在措辞上的细微差异，准确回答了关于行政领土实体的问题。,N/A,N/A,N/A,N/A,N/A
Who founded the company that distributed the film UHF?,Which company distributed the film UHF?,Orion Pictures,"<think>

</think>

The provided documents do not specify the distributor of the film *UHF*.",False,0,0.0,预测答案表示提供的文档中没有指定电影《UHF》的发行商，未能给出标准答案中的“Orion Pictures”这一关键信息，因此没有正确回答问题。,N/A,N/A,N/A,N/A,N/A
Who founded the company that distributed the film UHF?,Who founded Orion Pictures?,Morris Mike Medavoy was a co-founder of Orion Pictures.,"Answer: Dick Powell, David Niven, Charles Boyer, and Joel McCrea founded Orion Pictures.",False,0.1935483870967742,0.0,"预测答案中列出的创始人（Dick Powell, David Niven, Charles Boyer和Joel McCrea）与标准答案中给出的关键信息（Morris Mike Medavoy是联合创始人）完全不符。两者在语义上不一致，且预测答案未包含标准答案的任何关键信息，因此判断为错误。",N/A,N/A,N/A,N/A,N/A
What is the place of birth of the person who submitted the first version of the equal rights amendment to congress in 1923?,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,"Alice Paul, the head of the National Women's Party, revised the proposed Equal Rights Amendment in 1923.",Answer: Alice Paul,True,0.10526315789473684,0.0,预测答案明确指出了“Alice Paul”，这包含了标准答案中最核心的关键信息。标准答案中提到的“head of the National Women's Party”和“revised the proposed Equal Rights Amendment”等均为补充说明，预测答案在核心语义上与标准答案完全一致，准确回答了谁在1923年向国会提交了第一版平等权利修正案的问题。,N/A,N/A,N/A,N/A,N/A
What is the place of birth of the person who submitted the first version of the equal rights amendment to congress in 1923?,What is the place of birth of Alice Paul?,"Paulsdale, Mount Laurel Township, New Jersey","</think>

Answer: Paulsdale, in Mount Laurel Township, New Jersey.",True,0,0.0,"预测答案包含了标准答案中的所有关键信息，即“Paulsdale”和“Mount Laurel Township, New Jersey”。两者在语义上完全等价，预测答案仅增加了“in”和“Answer:”等不影响核心意思的措辞，准确回答了问题。",N/A,N/A,N/A,N/A,N/A
"Since 2004, what is the location of the body to which, if a matter is not specifically reserved, it is devolved?",What is the location of the devolved body responsible for non-reserved matters since 2004?,"The devolved body is the Scottish Parliament, located in the Holyrood area of Edinburgh since September 2004.",Answer: Holyrood area of Edinburgh,True,0.4666666666666667,0.0,预测答案“Holyrood area of Edinburgh”准确包含了标准答案中的核心地理位置信息。虽然它省略了关于“Scottish Parliament”和“since September 2004”的背景描述，但问题询问的核心是“location”，预测答案完美地回答了这一关键点，语义与标准答案一致。,N/A,N/A,N/A,N/A,N/A
When did the person who first brought a postal service into Umayyad lands become caliph?,Who first introduced the postal service in the Umayyad Caliphate?,Mu'awiyah introduced the postal service in the Umayyad Caliphate.,"<think>

</think>

Answer: Mu'awiyah",True,0,0.0,预测答案“Mu'awiyah”直接给出了标准答案中的核心人物，准确回答了谁在倭马亚哈里发国引入邮政服务的问题，语义与标准答案完全一致。,N/A,N/A,N/A,N/A,N/A
When did the person who first brought a postal service into Umayyad lands become caliph?,When did Mu'awiyah become caliph of the Umayyad Caliphate?,Mu'awiyah became caliph in 661 CE.,"661
</think>

Answer: 661",True,0.2857142857142857,0.0,预测答案“661”准确提供了标准答案中的核心年份信息，即公元661年。虽然预测答案省略了“CE”和具体的上下文词汇，但在该问题语境下，数字“661”已足以在语义上与标准答案完全等价，正确回答了穆阿威叶成为哈里发的时间。,N/A,N/A,N/A,N/A,N/A
This is an instance of who was named commander in chief of texas forces by the new national government of texas National Forest?,Who was named commander in chief of Texas forces by the new national government of Texas?,Sam Houston was named commander in chief of the Texas forces by the new national government of Texas.,"<think>

</think>

Sam Houston",True,0,0.0,预测答案“Sam Houston”准确提取了标准答案中的核心人物信息，正确回答了关于德克萨斯军队总司令是谁的问题，两者在语义上完全一致。,N/A,N/A,N/A,N/A,N/A
What university did the author of The Secret World of Og go to?,Who is the author of The Secret World of Og?,Pierre Berton,Answer: Pierre Berton,True,0.5714285714285715,0.0,预测答案明确指出了《The Secret World of Og》的作者是Pierre Berton，这与标准答案完全一致。虽然预测答案多包含了“Answer:”这样的前缀词，但这属于无关紧要的格式差异，不影响核心语义的表达，因此判断为正确。,N/A,N/A,N/A,N/A,N/A
What university did the author of The Secret World of Og go to?,Which university did Pierre Berton attend?,Pierre Berton attended the University of British Columbia.,"<think>

</think>

University of British Columbia",True,0,0.0,预测答案“University of British Columbia”准确包含了标准答案中的核心信息，即皮埃尔·伯顿就读的大学名称。虽然预测答案省略了主语和谓语，但直接回答了问题所问，与标准答案在语义上完全等价。,N/A,N/A,N/A,N/A,N/A
Who is the child of Caroline LeRoy's spouse?,Who is Caroline LeRoy's spouse?,Daniel Webster,"<think>

</think>

Daniel Webster",True,0,0.0,预测答案“Daniel Webster”与标准答案完全一致，准确地给出了Caroline LeRoy的配偶名字，包含了标准答案的所有关键信息，因此判定为正确。,N/A,N/A,N/A,N/A,N/A
Who is the child of Caroline LeRoy's spouse?,Who is Daniel Webster's child?,Daniel Webster's child is Daniel Fletcher Webster.,"<think>

</think>

Fletcher Webster",True,0,0.0,预测答案“Fletcher Webster”与标准答案“Daniel Fletcher Webster”指代的是同一个人，包含了标准答案的核心关键信息，在语义上完全等价，因此判定为正确回答了问题。,N/A,N/A,N/A,N/A,N/A
