example_id,chunk_id,method,rate,chunk_len,selected_count
0,0,offline3b_mean_score_global,0.05,140,16
0,1,offline3b_mean_score_global,0.05,217,7
0,2,offline3b_mean_score_global,0.05,236,6
0,3,offline3b_mean_score_global,0.05,151,7
0,4,offline3b_mean_score_global,0.05,160,3
0,5,offline3b_mean_score_global,0.05,95,4
0,6,offline3b_mean_score_global,0.05,94,0
0,7,offline3b_mean_score_global,0.05,112,4
0,8,offline3b_mean_score_global,0.05,129,12
0,9,offline3b_mean_score_global,0.05,108,13
0,0,offline3b_top2_mean_global,0.05,140,15
0,1,offline3b_top2_mean_global,0.05,217,6
0,2,offline3b_top2_mean_global,0.05,236,6
0,3,offline3b_top2_mean_global,0.05,151,8
0,4,offline3b_top2_mean_global,0.05,160,4
0,5,offline3b_top2_mean_global,0.05,95,4
0,6,offline3b_top2_mean_global,0.05,94,0
0,7,offline3b_top2_mean_global,0.05,112,2
0,8,offline3b_top2_mean_global,0.05,129,11
0,9,offline3b_top2_mean_global,0.05,108,16
0,0,offline3b_freq_boundary0p02_global,0.05,140,14
0,1,offline3b_freq_boundary0p02_global,0.05,217,6
0,2,offline3b_freq_boundary0p02_global,0.05,236,7
0,3,offline3b_freq_boundary0p02_global,0.05,151,6
0,4,offline3b_freq_boundary0p02_global,0.05,160,4
0,5,offline3b_freq_boundary0p02_global,0.05,95,5
0,6,offline3b_freq_boundary0p02_global,0.05,94,5
0,7,offline3b_freq_boundary0p02_global,0.05,112,5
0,8,offline3b_freq_boundary0p02_global,0.05,129,11
0,9,offline3b_freq_boundary0p02_global,0.05,108,9
1,0,offline3b_mean_score_global,0.05,113,15
1,1,offline3b_mean_score_global,0.05,145,5
1,2,offline3b_mean_score_global,0.05,163,7
1,3,offline3b_mean_score_global,0.05,151,5
1,4,offline3b_mean_score_global,0.05,166,3
1,5,offline3b_mean_score_global,0.05,179,4
1,6,offline3b_mean_score_global,0.05,138,6
1,7,offline3b_mean_score_global,0.05,108,7
