Question,Real Answer,Pred Answer
Who is the spouse of the person who voices Jarvis in the Avengers Age of Ultron?,Jennifer Connelly,Lorraine Ashbourne
"When did the country, whose co-official language was used by the director of Group Portrait with a Lady, first attend the Olympics as an independent team?",2016,1992
"When did the country, whose co-official language was used by the director of Group Portrait with a Lady, first attend the Olympics as an independent team?",2016,1992
Which county shares a border with the county where the most populous city in the state where Redan High School is located?,Presque Isle County,Fulton County
Who followed Menucha Rochel Slonim's father?,Menachem Mendel Schneersohn,Rabbi Menachem Mendel Schneersohn
Who followed Menucha Rochel Slonim's father?,Menachem Mendel Schneersohn,Rabbi Menachem Mendel Schneersohn
The rapper who owns Aspiro was inspired by what when writing Song Cry?,three different relationships he had in the past,his past relationships
Who started out his career on adult contemporary radio along with the performer of All That Echoes?,Michael Bublé,Josh Groban
Who started out his career on adult contemporary radio along with the performer of All That Echoes?,Michael Bublé,Josh Groban
What administrative territorial entity includes the place that KTRP is licensed to broadcast to?,Canyon County,Idaho
"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Bill Pullman,Christopher McDonald
Who is the head of the developer of Simon?,ADM Michael S. Rogers,"Answer: The National Security Agency (NSA) is the developer of Simon, and the head of the NSA is the Director of the National Security Agency."
Who is the head of the developer of Simon?,ADM Michael S. Rogers,"Answer: The National Security Agency (NSA) is the developer of Simon, and the head of the NSA is the Director of the National Security Agency."
What is the former name of the country where Atika Suri studied?,Dutch East Indies,Indonesia
When was the last time the team that Terry Twell was a member of beat the 194-95 winner of the FA Cup?,1 December 2010,1985
When was the last time the team that Terry Twell was a member of beat the 194-95 winner of the FA Cup?,1 December 2010,1985
What province shares a border with the province where Lago District is located?,Cabo Delgado Province,Tanzania
Who is the father of the artist who painted Head I?,Nicholas Bacon,Francis Bacon
Who is the father of the artist who painted Head I?,Nicholas Bacon,Francis Bacon
Where is the origin of the river Augrabies Falls is part of?,Thaba Putsoa,Orange River
Where is the origin of the river Augrabies Falls is part of?,Thaba Putsoa,Orange River
Who published Communications of the organization that Andries van Dam is a member of?,Association for Computing Machinery,ACM (Association for Computing Machinery) published Communications of the organization that Andries van Dam is a member of.
The BBC Footballer of the Year is a member of which team?,Egypt national football team,The question is not answerable based on the provided information.
Where was the person who acted in the film Sous les pieds des femmes born?,La Goulette,Tunisian
How many people were in British Colonies where does the london broil cut come from ?,2 million,1.5 million
Who is the spouse of the person who voices Jarvis in the Avengers Age of Ultron?,Jennifer Connelly,Lorraine Ashbourne
Which county shares a border with the county where the most populous city in the state where Redan High School is located?,Presque Isle County,Fulton County
The rapper who owns Aspiro was inspired by what when writing Song Cry?,three different relationships he had in the past,his past relationships
What administrative territorial entity includes the place that KTRP is licensed to broadcast to?,Canyon County,Idaho
"In A League of Their Own, who played the husband of the actress who played Thelma in Thelma and Louise?",Bill Pullman,Christopher McDonald
What is the former name of the country where Atika Suri studied?,Dutch East Indies,Indonesia
What province shares a border with the province where Lago District is located?,Cabo Delgado Province,Tanzania
Who published Communications of the organization that Andries van Dam is a member of?,Association for Computing Machinery,ACM (Association for Computing Machinery) published Communications of the organization that Andries van Dam is a member of.
What county shares a border with Cedar Springs?,Bell County,Guadalupe County
What administrative territorial entity is the owner of Ciudad Deportiva located?,Tamaulipas,Nuevo Laredo Municipality
Who is the son of the Italian navigator who explored the eastern coast of the continent Ulises Solís' birthplace is located in for England?,Sebastian Cabot,Sebastian Cabot
Who played the monarch at the end of WW2 in The King's Speech?,Colin Firth,Colin Firth
What is the place of birth of who does the voice of stan on the series that Insecurity is part of?,Denver,"Trey Parker voices Stan on the series that ""Insecurity"" is part of, and he was born in Colorado."
Where did they film The Beach in the country where Pao Sarasin was born?,Ko Phi Phi Leh,Ko Phi Phi Le
What is the competition that the 1965 Federation Cup is part of named after?,International Tennis Federation,Billie Jean King
