Question,Real Answer,Pred Answer
Are Johnette Napolitano and Andi Deris both singers?,yes,yes
Which episode of Glee is named after a power ballad from the 1973 Aerosmith debut album?,Dream On,"""Dream On"""
We the People Amendment was introduced by the member of what Minnesota political party?,Democratic–Farmer–Labor,Democratic–Farmer–Labor Party
Lucy Maunder was in the premiere of Doctor Zhivago alongside the actor hailing from what New South Wales city?,Wollongong,Wollongong
Which lake in Northern Ireland is near the Ballyscullion House and supplies 40% of Northern Ireland's water?,Lough Neagh,Lough Neagh
Hayley Williams and Fastball both perform what type of music?,American rock,rock
What concepts of dance does the Horton technique of dance utilize?,total body articulation,total body articulation
Are Johnette Napolitano and Andi Deris both singers?,yes,yes
Battle of Kosovo was the culmination of a Hungarian offensive to avenge the defeat in a battle that took place on which day ?,10 November 1444,10 November 1444
We the People Amendment was introduced by the member of what Minnesota political party?,Democratic–Farmer–Labor,Democratic–Farmer–Labor Party
The vocal co-leader of the band Fitz and the Tantrums is from what city?,Los Angeles,Los Angeles
Which lake in Northern Ireland is near the Ballyscullion House and supplies 40% of Northern Ireland's water?,Lough Neagh,Lough Neagh
What was the capital of the union of provinces in the Río de la Plata comprised by most of the former dependencies from the last to be organized and also the shortest-lived of the Viceroyalties of the Spanish Empire in the Americas?,Buenos Aires,Buenos Aires
Hayley Williams and Fastball both perform what type of music?,American rock,rock
Laurence Naismith starred in a 1970 musical film adaption in Panavision of which Charles Dickens' story?,"""A Christmas Carol""",A Christmas Carol
"The 2011–12 Los Angeles Lakers season is which ordinal number season of the franchise, its 63rd season in the National Basketball Association (NBA), and its 52nd season in Los Angeles, at midseason they traded longtime forward, Luke Theodore Walton (born March 28, 1980) is an American former professional basketball player, and the current head coach of the  Los Angeles Lakers?",64th,64th
Battle of Kosovo was the culmination of a Hungarian offensive to avenge the defeat in a battle that took place on which day ?,10 November 1444,10 November 1444
The vocal co-leader of the band Fitz and the Tantrums is from what city?,Los Angeles,Los Angeles
What show did AfterMASH come from and Jamie far was well known for?,"""M*A*S*H""",M*A*S*H and M*A*S*H sitcom
What was the capital of the union of provinces in the Río de la Plata comprised by most of the former dependencies from the last to be organized and also the shortest-lived of the Viceroyalties of the Spanish Empire in the Americas?,Buenos Aires,Buenos Aires
Who founded the company that created the game engine used to make Far Cry?,"Cevat, Avni and Faruk Yerli",Yerli brothers
Laurence Naismith starred in a 1970 musical film adaption in Panavision of which Charles Dickens' story?,"""A Christmas Carol""",A Christmas Carol
Which genre of Italian film was the first to use CGI?,horror movies,horror film
"The 2011–12 Los Angeles Lakers season is which ordinal number season of the franchise, its 63rd season in the National Basketball Association (NBA), and its 52nd season in Los Angeles, at midseason they traded longtime forward, Luke Theodore Walton (born March 28, 1980) is an American former professional basketball player, and the current head coach of the  Los Angeles Lakers?",64th,64th
What show did AfterMASH come from and Jamie far was well known for?,"""M*A*S*H""",M*A*S*H and M*A*S*H sitcom
Who founded the company that created the game engine used to make Far Cry?,"Cevat, Avni and Faruk Yerli",Yerli brothers
Who was with the cosmonaut who commanded the historic Voskhod 2 mission which saw the first man walk in space in 1965 ?,Alexey Leonov,Pavel Belyayev was with the cosmonaut who commanded the historic Voskhod 2 mission which saw the first man walk in space in 1965.
Which genre of Italian film was the first to use CGI?,horror movies,horror film
What American character actress played the wife of Archie Bunker?,Jean Stapleton,Jean Stapleton
What Iranian professional basketball player for Niroo Zamini Army of the Iranian Basketball Super League was picked 54th during last draft for the Charlotte Bobcats under their old name?,Arsalan Kazemi,Arsalan Kazemi Naeini
"Who has a longer name, Louise Erdrich or Mario Benedetti",Mario Orlando Hardy Hamlet Brenno Benedetti Farrugia,Mario Benedetti
Who owns the radio station in Boston which has a transmitter on top of a building designed by Charles Luckman and Associates for Prudential Insurance?,the Beasley Broadcast Group,Beasley Broadcast Group
Who was with the cosmonaut who commanded the historic Voskhod 2 mission which saw the first man walk in space in 1965 ?,Alexey Leonov,Pavel Belyayev was with the cosmonaut who commanded the historic Voskhod 2 mission which saw the first man walk in space in 1965.
Carloman of Bavaria was the eldest grandson of what descendant of Charlemagne?,Louis II,Louis the German
What American character actress played the wife of Archie Bunker?,Jean Stapleton,Jean Stapleton
What Iranian professional basketball player for Niroo Zamini Army of the Iranian Basketball Super League was picked 54th during last draft for the Charlotte Bobcats under their old name?,Arsalan Kazemi,Arsalan Kazemi Naeini
"Who has a longer name, Louise Erdrich or Mario Benedetti",Mario Orlando Hardy Hamlet Brenno Benedetti Farrugia,Mario Benedetti
Who owns the radio station in Boston which has a transmitter on top of a building designed by Charles Luckman and Associates for Prudential Insurance?,the Beasley Broadcast Group,Beasley Broadcast Group
how is Bart to the Future and Ralph Wiggum related?,animated,"In the episode ""Bart to the Future,"" Ralph Wiggum appears as Bart's future roommate in a vision shown to Bart at a Native American casino. The vision depicts Bart as a washed-up, wannabe rock musician"
Carloman of Bavaria was the eldest grandson of what descendant of Charlemagne?,Louis II,Louis the German
Anaconda heavily samples the song from what Sir Mix-a-Lot album?,Mack Daddy,Mack Daddy
"What collegiate football conference started in July 1999, and was home to the winners of the 2011 Rose Bowl?",Mountain West Conference,Mountain West Conference
