example_id,chunk_id,method,rate,chunk_len,selected_count,n_calibration_queries
125,0,qk_frequency_per_chunk,0.15,263,39,8
125,0,qk_mean_score_per_chunk,0.15,263,39,8
125,1,qk_frequency_per_chunk,0.15,162,24,8
125,1,qk_mean_score_per_chunk,0.15,162,24,8
125,2,qk_frequency_per_chunk,0.15,213,31,8
125,2,qk_mean_score_per_chunk,0.15,213,31,8
125,3,qk_frequency_per_chunk,0.15,140,21,8
125,3,qk_mean_score_per_chunk,0.15,140,21,8
125,4,qk_frequency_per_chunk,0.15,72,10,8
125,4,qk_mean_score_per_chunk,0.15,72,10,8
125,5,qk_frequency_per_chunk,0.15,233,34,8
125,5,qk_mean_score_per_chunk,0.15,233,34,8
125,6,qk_frequency_per_chunk,0.15,202,30,8
125,6,qk_mean_score_per_chunk,0.15,202,30,8
125,7,qk_frequency_per_chunk,0.15,201,30,8
125,7,qk_mean_score_per_chunk,0.15,201,30,8
125,8,qk_frequency_per_chunk,0.15,132,19,8
125,8,qk_mean_score_per_chunk,0.15,132,19,8
125,9,qk_frequency_per_chunk,0.15,112,16,8
125,9,qk_mean_score_per_chunk,0.15,112,16,8
126,0,qk_frequency_per_chunk,0.15,204,30,8
126,0,qk_mean_score_per_chunk,0.15,204,30,8
126,1,qk_frequency_per_chunk,0.15,91,13,8
126,1,qk_mean_score_per_chunk,0.15,91,13,8
126,2,qk_frequency_per_chunk,0.15,102,15,8
126,2,qk_mean_score_per_chunk,0.15,102,15,8
126,3,qk_frequency_per_chunk,0.15,305,45,8
126,3,qk_mean_score_per_chunk,0.15,305,45,8
126,4,qk_frequency_per_chunk,0.15,84,12,8
126,4,qk_mean_score_per_chunk,0.15,84,12,8
126,5,qk_frequency_per_chunk,0.15,95,14,8
126,5,qk_mean_score_per_chunk,0.15,95,14,8
126,6,qk_frequency_per_chunk,0.15,96,14,8
126,6,qk_mean_score_per_chunk,0.15,96,14,8
126,7,qk_frequency_per_chunk,0.15,80,12,8
126,7,qk_mean_score_per_chunk,0.15,80,12,8
126,8,qk_frequency_per_chunk,0.15,87,13,8
126,8,qk_mean_score_per_chunk,0.15,87,13,8
126,9,qk_frequency_per_chunk,0.15,170,25,8
