Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason
Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,Salma Hayek,0.0,0.0,False,预测答案“Salma Hayek”与标准答案“Maria Bello”不一致。在电影《Grown Ups》中，饰演制片人妻子角色的演员是Maria Bello，而非Salma Hayek，因此预测答案未能正确回答问题。
What was the person who provided evidence to suggest the existence of the neutron a participant of?,Manhattan Project,James Chadwick was a participant of the Manhattan Project.,0.0,0.33333333333333337,True,预测答案明确指出了提供中子存在证据的人是James Chadwick，并准确回答了他参与的是Manhattan Project，包含了标准答案的关键信息，语义完全一致。
In which borough was Callum McManaman born?,Knowsley,Whiston,0.0,0.0,False,预测答案“Whiston”与标准答案“Knowsley”是两个不同的地名，预测答案没有包含标准答案的关键信息，两者在语义上也不等价，因此未能正确回答问题。
Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,Sebastian Cabot,Sebastian Cabot,1.0,1.0,True,预测答案“Sebastian Cabot”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，因此预测答案正确地回答了问题。
Who is the spouse of the actor who played hannibal smith in the a team?,Sherry Boucher,Joy Harmon,0.0,0.0,False,预测答案“Joy Harmon”与标准答案“Sherry Boucher”完全不同，两者在语义上不等价，且预测答案未包含标准答案的任何关键信息，因此判定为错误。
When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,2019,0.0,0.4444444444444444,False,预测答案“2019”与标准答案“1 December 2010”在时间上完全不一致，未能包含标准答案的关键信息，且两者在语义上不等价，因此预测答案未能正确回答问题。
Who is the child of the cast member of Green Ice?,Tatum O'Neal,Answer: Stuart Epps,0.0,0.0,False,预测答案给出的名字是“Stuart Epps”，而标准答案是“Tatum O'Neal”。两者在语义上完全不一致，预测答案没有包含标准答案的任何关键信息，因此判断为错误。
How many times did plague occur in the birthplace of La Silvia's composer?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案明确指出瘟疫发生的次数是22。两者在数值上完全不一致，且不满足语义等价或包含关键信息的要求，因此预测答案未能正确回答问题。
When did military instruction start at the place where Larry Alcala was educated?,1912,1912,1.0,1.0,True,预测答案“1912”与标准答案“1912”完全一致，包含了标准答案的关键信息，准确回答了军事教学在Larry Alcala就读学校开始的年份，语义上完全等价。
What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,ATS - 6 (Applications Technology Satellite - 6),ATS-6,0.0,0.25,True,预测答案“ATS-6”包含了标准答案“ATS - 6 (Applications Technology Satellite - 6)”中的核心关键信息。两者在语义上完全等价，预测答案仅仅是省略了全称和空格，属于措辞上的细微差异，不影响答案的正确性。
Who was the first African American student at the university Robert Khayat was educated at?,James Howard Meredith,James Meredith,0.0,0.7499999999999999,True,预测答案“James Meredith”与标准答案“James Howard Meredith”指的是同一个人。预测答案包含了标准答案的核心姓名信息，仅仅是省略了中间名，两者在语义上完全等价，正确回答了所提出的问题。
Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,The Adam Smith Prize is given out by the Royal Society of Chemistry.,0.0,0.14285714285714288,False,预测答案给出的颁发机构是“Royal Society of Chemistry”，而标准答案是“University of Cambridge”。两者在语义上完全不一致，且预测答案未包含标准答案的任何关键信息，因此判断为错误。
Who is Frances Freeling Broderip's sibling?,Tom Hood,Tom Hood,1.0,1.0,True,预测答案“Tom Hood”与标准答案完全一致，准确包含了问题所需的关键信息，语义上完全等价，因此正确回答了问题。
Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,LaTanya Richardson Jackson,0.0,0.0,False,预测答案“LaTanya Richardson Jackson”与标准答案“Jennifer Connelly”完全不同。在电影《钢铁侠》中为贾维斯（Jarvis）配音的演员是保罗·贝坦尼，其配偶是詹妮弗·康纳利，而非预测答案中给出的人物，因此预测答案未能包含标准答案的关键信息，语义上也不等价。
What is the source of the river that is the mouth of the Caledon River?,Thaba Putsoa,Orange River,0.0,0.0,False,预测答案“Orange River”与标准答案“Thaba Putsoa”完全不一致。问题询问的是作为卡利登河河口的那条河流的源头，标准答案给出的是具体源头名称，而预测答案给出的是另一条河流的名称，未包含标准答案的关键信息，语义上也不等价。
What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,Rialto Bridge,Royal Albert Bridge,0.0,0.3333333333333333,False,预测答案“Royal Albert Bridge”与标准答案“Rialto Bridge”完全不同。问题询问的是位于《Nulla in mundo pax sincera》作曲家（维瓦尔第）出生地（威尼斯）的著名桥梁，正确答案应为里亚托桥，而非皇家阿尔伯特桥，因此预测答案不正确。
When did the party that gained control of Congress in the midterm elections in 1946 take control of the government branch that determines the rules of the US House?,January 2015,1946,0.0,0.0,False,预测答案“1946”与标准答案“January 2015”不一致。问题询问的是该政党何时掌控决定美国众议院规则的政府分支（即众议院规则委员会），共和党在1946年中期选举赢得国会控制权，但直到2015年1月才真正掌控该规则委员会，因此预测答案错误。
Where did the producer of Julius Caesar study or work?,Clifton College,"John Houseman, the producer of Julius Caesar, studied at Clifton College in England. He worked in the grain trade in London before emigrating to the United States in 1925.",0.0,0.10526315789473684,True,预测答案明确指出了《Julius Caesar》的制片人John Houseman曾在Clifton College学习，包含了标准答案的核心信息，且语义完全一致，因此判断为正确。
Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,Malko Tarnovo Municipality,Malko Tarnovo,0.0,0.888888888888889,True,预测答案“Malko Tarnovo”包含了标准答案“Malko Tarnovo Municipality”的核心地名信息。在日常表达和地理指代中，省略“Municipality”一词并不改变其语义，两者在语义上完全等价，因此判定为正确回答了问题。
What is the performer of Heartbeat named after?,Natalie Albino,Nina Sky,0.0,0.0,False,预测答案“Nina Sky”是一个音乐组合名称，而标准答案“Natalie Albino”是该组合中的具体成员名字。两者在语义上并不等价，预测答案未包含标准答案的关键信息，因此判断为错误。
The author of Elizabeth and After attended which university?,University of Toronto,University of Toronto,1.0,1.0,True,预测答案“University of Toronto”与标准答案完全一致，包含了标准答案的所有关键信息，在语义上完全等价，准确地回答了《Elizabeth and After》的作者所就读的大学，符合正确回答的标准。
What year did the publisher of Labyrinth end?,1986,1999,0.0,0.3333333333333333,False,预测答案给出的年份是1999年，而标准答案明确指出该出版商结束的年份是1986年。两者在年份信息上完全不一致，因此预测答案未能正确回答问题。
The food safety system of the agency that has the authority to decide if a drug is marketed otc or prescription is known as?,Food Safety Modernization Act (FSMA),FSMA,0.0,0.2857142857142857,True,预测答案“FSMA”是标准答案“Food Safety Modernization Act (FSMA)”的缩写形式，两者在语义上完全等价，且预测答案包含了标准答案的核心关键信息，因此判定为正确回答了问题。
Who is the president of the newly declared independent country that has a Commission of Truth and Friendship with the country where Ambelau is located?,Francisco Guterres,José Ramos-Horta,0.0,0.0,False,预测答案“José Ramos-Horta”与标准答案“Francisco Guterres”是两个不同的人名，预测答案没有包含标准答案的关键信息，两者在语义上不等价，因此判断为错误。
Who was the British general in the battle named after the birth city of the person who recorded Mother-in-Law?,General Edward Pakenham,Edward Pakenham,0.0,0.888888888888889,True,预测答案“Edward Pakenham”与标准答案“General Edward Pakenham”在语义上完全等价，指代的是同一个人。预测答案包含了标准答案的核心关键信息，仅仅是省略了表示军衔的“General”一词，这属于措辞上的细微差异，不影响答案的正确性。
Where is Sean Hampton's birth place in the state of Florida?,in Northern Florida,Ocala,0.0,0.0,False,预测答案“Ocala”是一个具体的城市名称，而标准答案是“in Northern Florida”这一区域信息。两者在语义上并不等价，预测答案未能包含标准答案的关键信息，因此判断为错误。
Who is the president of the group Kim Un-yong is a member of?,Thomas Bach,Thomas Bach,1.0,1.0,True,预测答案“Thomas Bach”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于该组织主席是谁的问题。
"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964,1.0,1.0,True,预测答案“1964”与标准答案“1964”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题中关于征兵制引入时间的询问。
Who is the president of the new country who has jointly established a Commission on Truth and Friendship with the birth country of Satyo Husodo?,Francisco Guterres,Xanana Gusmão,0.0,0.0,False,预测答案“Xanana Gusmão”与标准答案“Francisco Guterres”是两个不同的人名，预测答案未包含标准答案的关键信息，且二者在语义上不等价，因此判断为错误。
Who is the spouse of the current queen of England?,Philip Mountbatten,King Charles III,0.0,0.0,False,预测答案“King Charles III”与标准答案“Philip Mountbatten”完全不符。问题询问的是现任英国女王（通常指已故的伊丽莎白二世女王）的配偶，其配偶应为菲利普亲王，而查尔斯三世是女王的儿子，并非配偶。因此预测答案未能正确回答问题。
In which year did Taifa of Francisco Giner de los Rios' birthplace cease to exist?,1065,1915,0.0,0.3333333333333333,False,预测答案给出的年份是1915年，而标准答案为1065年。两者在数值上完全不同，且预测答案未包含标准答案的关键信息，语义上也不等价，因此判断为错误。
What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland,selling all of its operations in Finland and conducting market research for its operations in Sweden,0.0,0.5517241379310345,True,预测答案中明确包含了“selling all of its operations in Finland”这一关键信息，与标准答案“trying to find a potential buyer for all of its operations in Finland”在语义上等价，均表达了出售芬兰业务的意图。此外，预测答案额外补充了关于瑞典业务的市场调研信息，但这并不影响对核心问题的正确回答。
Who did the person considered the founder of three major monotheistic religions marry after the death of Sarah?,Keturah,Abraham married Keturah after the death of Sarah.,0.0,0.33333333333333337,True,预测答案明确指出了在Sarah死后，Abraham娶了Keturah。这不仅包含了标准答案“Keturah”这一关键信息，而且在语义上与标准答案完全等价，准确回答了问题所问。
In what region of the country of S-Fone is The place of birth of John Phan located?,South Central Coast,South Central Coast,1.0,1.0,True,预测答案“South Central Coast”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确回答了问题。
"Along with the Closer performer, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,Josh Groban,0.0,0.0,False,预测答案给出的艺术家是“Josh Groban”，而标准答案为“Michael Bublé”。两者是不同的歌手，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此未能正确回答该问题。
The Live Life Loud album's band signed to which label?,Fair Trade Services,BEC Recordings,0.0,0.0,False,预测答案给出的厂牌是“BEC Recordings”，而标准答案是“Fair Trade Services”。两者并非同一唱片公司，在语义上也不等价，因此预测答案未能正确回答问题。
Who is the child of Sigrid Eskilsdotter's child?,Svante Stensson Sture,Christina Gyllenstierna,0.0,0.0,False,预测答案“Christina Gyllenstierna”与标准答案“Svante Stensson Sture”完全不同，两者在语义上不等价，且预测答案未包含标准答案的任何关键信息，因此判断为错误。
What is the record label of the Metalworks Studio founder?,TML Entertainment,Metalworks Institute,0.0,0.0,False,预测答案“Metalworks Institute”与标准答案“TML Entertainment”完全不同。问题询问的是创始人的唱片公司，而预测答案给出的是一个教育机构，未包含标准答案的关键信息，语义上也不等价。
Who is the president of the new country that jointly established a Commission of Truth and Friendship with the country that broadcasts Dahsyat?,Francisco Guterres,Susilo Bambang Yudhoyono,0.0,0.0,False,预测答案“Susilo Bambang Yudhoyono”与标准答案“Francisco Guterres”完全不同，两者指代的是不同的人物，因此预测答案未能包含标准答案的关键信息，语义上也不等价。
How many times did the plague occur in the city where Flora's painter died?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案明确指出瘟疫发生了22次。两者在数值和语义上完全不一致，预测答案未能包含标准答案的关键信息，因此判断为错误。
What is the seat of the county sharing a border with the county in which Valley New School is located?,Green Bay,Appleton,0.0,0.0,False,预测答案“Appleton”与标准答案“Green Bay”在语义上并不等价，且未包含标准答案的关键信息。两者是不同的地理实体，因此预测答案未能正确回答所提出的问题。
What is the highest city in the state where Dell ranks sixth by revenue?,Fort Davis,Fort Davis,1.0,1.0,True,预测答案“Fort Davis”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，正确地回答了所提出的问题。
Who played the girlfriend of who plays marty mcfly's daughter in back to the future 2?,Claudia Wells,"<think>
Okay, let's try to figure out who played the girlfriend of who plays Marty McFly's daughter in Back to the Future 2. 

First, I need to understand the question. The user is asking about the actress who portrayed",0.0,0.0,False,预测答案并没有给出最终的人名，仅仅复述了问题并停留在思考过程的初始阶段，没有包含标准答案“Claudia Wells”这一关键信息，属于未给出可核验答案的情况。
"What specific part of the book where the quote ""by the skin of your teeth"" comes from document reference for Mary?",Genesis 3:15,Job 19:20,0.0,0.4444444444444445,False,预测答案给出的出处是“Job 19:20”，而标准答案为“Genesis 3:15”。两者指向的章节完全不同，预测答案并未包含标准答案的关键信息，且在语义上不等价，因此判断为错误。
What is the seat of the county sharing a border with the county in which J. P. Hayes was born?,Green Bay,Appleton,0.0,0.0,False,预测答案“Appleton”与标准答案“Green Bay”是两个不同的地名，在语义上并不等价。预测答案没有包含标准答案的关键信息，因此未能正确回答问题。
How many times did plague occur in the place where Venus with a Mirror's creator died?,22,3,0.0,0.0,False,预测答案给出的数字是3，而标准答案为22。两者在数值上完全不一致，且语义上无法等价，因此预测答案未能正确回答问题。
What is the source of the river Orlam clans crossed to migrate to Namibia?,Thaba Putsoa,the Orange River,0.0,0.0,False,预测答案给出的河流名称是“the Orange River”，而标准答案明确指出他们跨越的河流源头是“Thaba Putsoa”。两者在地理名称和语义上均不一致，预测答案未包含标准答案的关键信息，因此判断为错误。
"Why was Common Sense, by the same author as Rights of Man, an important work?",crystallized the rebellious demand for independence from Great Britain,"Common Sense was an important work because it crystallized sentiment for independence in 1776, was the most widely read pamphlet of the American Revolution, and demonstrated to many the inevitability of separation from Britain.",0.0,0.23999999999999996,True,预测答案包含了标准答案的核心信息，即“crystallized sentiment for independence”与标准答案中的“crystallized the rebellious demand for independence”在语义上高度一致。此外，预测答案还补充了该作品在1776年的广泛影响力，进一步准确回答了其为何重要的原因，符合评判标准。
In which county was Larkin I. Smith born?,Pearl River County,Pearl River County,1.0,1.0,True,预测答案“Pearl River County”与标准答案完全一致，包含了问题所需的关键地理信息，语义上完全等价，准确无误地回答了Larkin I. Smith的出生地。
What movie did the person who acted in the comedy film Crime School win his only Oscar for?,The African Queen,The African Queen,1.0,1.0,True,预测答案与标准答案完全一致，均为“The African Queen”。预测答案准确包含了标准答案的关键信息，且在语义上完全等价，因此正确地回答了问题。
