part,target,source,kind,context_index,rank,delta_norm2,base_norm2,error_norm2,prediction_norm2,target_prediction_dot,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t2,2,raw,k,40,0,1495444.26271078,31649146.375,651034.5449624956,1246314.1297910586,1045361.9318532515,0.2173722571310266,0.659806973549451,0.1434237311112357,0.5646547576555141,0.7657161478666397
t2,2,raw,k,40,1,1495444.26271078,31649146.375,526944.2749856412,1003345.7853108868,985922.8916559294,0.2173722571310266,0.5936045617654383,0.12903316343422722,0.6476336242512619,0.8048825642427745
t2,2,raw,k,40,2,1495444.26271078,31649146.375,493248.7576960921,1004363.1660737917,1003279.3439265564,0.2173722571310266,0.5743119918370228,0.12483949396302935,0.6701657360321915,0.8186369948454586
t2,2,raw,k,40,4,1495444.26271078,31649146.375,423615.41596738994,1085320.816365756,1078574.844399102,0.2173722571310266,0.5322317305278454,0.11569241258159008,0.7167293850193348,0.8466152851679654
t2,2,raw,k,40,8,1495444.26271078,31649146.375,361148.25685968995,1144815.9066372663,1139555.9647976905,0.2173722571310266,0.4914254522957702,0.10682225977716721,0.7585010248358977,0.8709289275366554
t2,2,raw,k,40,16,1495444.26271078,31649146.375,284655.16126240045,1224109.429521829,1217449.2756043375,0.2173722571310266,0.4362891531769492,0.09483715798785766,0.8096517748201405,0.8998199929588636
t2,2,raw,k,40,32,1495444.26271078,31649146.375,196832.5516168177,1309756.2169442773,1304183.9791546315,0.2173722571310266,0.3627967147895843,0.07886194077353324,0.868378543737885,0.9318768247520798
t2,2,raw,k,40,64,1495444.26271078,31649146.375,91087.84750923887,1408665.2601549327,1406510.8473296165,0.2173722571310266,0.2467999709556843,0.0536474667465089,0.9390897743362734,0.9690675882389963
t2,2,raw,k,41,0,1772515.1290141046,31651906.78125,455439.9212438762,1246314.1297910586,1281694.6855705604,0.236643748668588,0.5068979939339211,0.11995424147711027,0.7430544237457665,0.8623346732543269
t2,2,raw,k,41,1,1772515.1290141046,31651906.78125,431015.62573057413,1383111.0834342428,1362305.298248915,0.236643748668588,0.4931187681786187,0.11669347384062476,0.7568338804700017,0.8700634791394585
t2,2,raw,k,41,2,1772515.1290141046,31651906.78125,413006.9815994352,1413078.8706974685,1386293.5176806748,0.236643748668588,0.4827071382852701,0.11422962671291281,0.7669938186484451,0.8759453587411057
t2,2,raw,k,41,4,1772515.1290141046,31651906.78125,377610.28673291206,1436995.00506673,1415949.944460258,0.236643748668588,0.46155869098051905,0.10922497886419642,0.7869635747803497,0.8872076873228458
t2,2,raw,k,41,8,1772515.1290141046,31651906.78125,324820.344874084,1484617.8814593107,1466156.3451673985,0.236643748668588,0.4280816739380559,0.10130285205702574,0.8167460804383919,0.9038117130600919
t2,2,raw,k,41,16,1772515.1290141046,31651906.78125,261373.90228390694,1535548.788882807,1523345.0098936409,0.236643748668588,0.38400434248363513,0.09087222711034373,0.8525406649537111,0.9233609185599373
t2,2,raw,k,41,32,1772515.1290141046,31651906.78125,183259.00706538558,1601895.5295377672,1595575.835253477,0.236643748668588,0.32154198552575713,0.07609090080915604,0.8966107515441538,0.9469027554032574
t2,2,raw,k,41,64,1772515.1290141046,31651906.78125,82341.88791348413,1692207.0825068653,1691190.1777780652,0.236643748668588,0.21553382424163234,0.05100473213341646,0.9535451706077771,0.9764965608707525
