part,target,source,context_index,method,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t2,2,preprocess,40,mean,0.391231688343082,0.6093483354325475,0.23839637806032218,0.6286946061055836,0.7938962223873285
t2,2,preprocess,40,oracle_r4,0.391231688343082,0.4594403656847021,0.17974762995978896,0.7889145503795072,0.8882295712629195
t2,2,preprocess,40,oracle_r8,0.391231688343082,0.4430988389482129,0.17335430686456868,0.8036634189227457,0.8964874840576942
t2,2,preprocess,40,position_r4,0.391231688343082,0.5255336464558638,0.2056054157840239,0.7238143864428033,0.850790048185241
t2,2,preprocess,40,position_r8,0.391231688343082,0.5222741598065355,0.20433020131907545,0.7272297019983774,0.8528466498350904
t2,2,preprocess,40,cached_prefix_r4,0.391231688343082,0.5827983550779565,0.2280091844207199,0.6603460773184281,0.8128131606170412
t2,2,preprocess,40,cached_prefix_r8,0.391231688343082,0.5804120653829774,0.22707559227447752,0.6631218343578664,0.8144708782078665
t2,2,preprocess,41,mean,0.4048205607659527,0.48596200880274043,0.19672741291447424,0.7638409260004052,0.8768802165698486
t2,2,preprocess,41,oracle_r4,0.4048205607659527,0.4046483376542789,0.16380996696221573,0.8362597228336287,0.9151104523163588
t2,2,preprocess,41,oracle_r8,0.4048205607659527,0.37845397029857497,0.15320594848037034,0.8567725923652454,0.9261104382179964
t2,2,preprocess,41,position_r4,0.4048205607659527,0.43725008671304144,0.17700782529813489,0.8088123616694377,0.9030875147187155
t2,2,preprocess,41,position_r8,0.4048205607659527,0.4282414345152023,0.1733609376636602,0.8166092737643618,0.9076344699217186
t2,2,preprocess,41,cached_prefix_r4,0.4048205607659527,0.4700322633082475,0.19027872441053467,0.7790696714493263,0.8853098667323451
t2,2,preprocess,41,cached_prefix_r8,0.4048205607659527,0.4677747050647631,0.18936481841644554,0.7811868253015739,0.886470505875096
t2,2,preprocess,42,mean,0.3901370351034041,0.5802979489369993,0.22639572127486746,0.6632542904595118,0.8146817439771196
t2,2,preprocess,42,oracle_r4,0.3901370351034041,0.47462293532745403,0.18516798478072763,0.7747330692611514,0.8807840221937245
t2,2,preprocess,42,oracle_r8,0.3901370351034041,0.45518514044432995,0.17758458111607747,0.7928064879186756,0.8908138729063764
t2,2,preprocess,42,position_r4,0.3901370351034041,0.5116079640753061,0.19959721423962878,0.7382572910947203,0.860501386495085
t2,2,preprocess,42,position_r8,0.3901370351034041,0.5019900741678858,0.1958449191871969,0.7480059654369204,0.8666278593947008
t2,2,preprocess,42,cached_prefix_r4,0.3901370351034041,0.5545188248020164,0.21633833021728266,0.6925088729401907,0.8324748425487072
t2,2,preprocess,42,cached_prefix_r8,0.3901370351034041,0.5528050347988718,0.21566971726666598,0.6944065935010182,0.8335655929366862
t2,2,preprocess,43,mean,0.37801761878467827,0.5391654847482936,0.2038140526754367,0.7093005800561376,0.8424444275516773
t2,2,preprocess,43,oracle_r4,0.37801761878467827,0.43377282789618443,0.1639737714948117,0.8118411337789472,0.9012574110408931
