example,target,source,kind,tokens,original_gap,internal_rank4_explained,internal_rank8_explained,internal_rank16_explained,internal_rank32_explained,internal_rank64_explained
0,4,preprocess,k,98,0.22117643769976944,0.64819344283202,0.7667176440176366,0.8618882855623968,0.9341083290270163,0.9836128145630696
0,5,preprocess,k,52,0.41521434430665166,0.6085250093721938,0.7210133689088711,0.8380803866666211,0.9465756180568055,0.9999999275858438
0,6,preprocess,k,214,0.1908747252640682,0.5155688466840354,0.6317953219925408,0.7420025970079727,0.8383297283982681,0.9185327477211745
0,7,preprocess,k,121,0.25000100907893247,0.5992943709970702,0.7052989940015333,0.8013951192720651,0.8887629072024601,0.9604137812320236
0,8,preprocess,k,301,0.2632090681071051,0.4213741225313504,0.5283041845066017,0.6397382968835064,0.7539329861056682,0.8637274402762839
0,9,preprocess,k,84,0.20273468183517568,0.6230427281119167,0.7304737310475523,0.8308485675149236,0.9198221362601594,0.9853105285246181
0,10,preprocess,k,83,0.1907551628588545,0.5988519666088826,0.7247496473171384,0.835437497092776,0.9259804974293242,0.9880440821833092
1,4,preprocess,k,86,0.2386883638110593,0.5573872010789099,0.6937314843287467,0.8185406489999267,0.9165079517621488,0.9851697471324022
1,5,preprocess,k,135,0.43146958385972645,0.5352223836697787,0.6233718005279809,0.7240314052594041,0.8312488584620302,0.9308507479698526
1,6,preprocess,k,217,0.41563153937447733,0.4873919258037375,0.5715911272916057,0.667394140271669,0.7721885956225794,0.8773240047960782
1,7,preprocess,k,56,0.2610164816203311,0.5838068480211613,0.7319597807923651,0.8488024074414978,0.9476345996513548,0.9999999521405417
1,8,preprocess,k,216,0.4116486799672439,0.5031028607604617,0.5905582651899702,0.6844107387549913,0.7855057481257386,0.885932225144395
1,9,preprocess,k,113,0.41106207843224146,0.530100451502761,0.6314260043007994,0.740571974095234,0.8520820204983088,0.9506162122867589
1,10,preprocess,k,77,0.4311532840976792,0.5521642658802414,0.6630355604040471,0.7822338100343624,0.8975689144885389,0.9862155410576631
2,4,preprocess,k,48,0.3995638963858878,0.5968700378812289,0.720605290855149,0.8429412155395701,0.9551272855752891,0.999999912838687
2,5,preprocess,k,185,0.13164592347154946,0.565219284994412,0.6853162841462612,0.7858685661322258,0.8659157912654133,0.9342798617764091
2,6,preprocess,k,63,0.3890040920529268,0.5538786255139937,0.6712098238261448,0.7956409692363233,0.9153316622862777,0.9999999962808328
2,7,preprocess,k,99,0.4324514185772714,0.5286108206127503,0.6294897370523853,0.7403303709151575,0.8558050293848841,0.9584679061146621
2,8,preprocess,k,106,0.2386476920629183,0.6674077469094837,0.7669614892116662,0.8455819365906239,0.9149243410092532,0.9732612321084597
2,9,preprocess,k,234,0.2195816667088952,0.4762602928529353,0.5697000850028255,0.6715420392612637,0.7767075826223747,0.8798190475152556
2,10,preprocess,k,368,0.4129457321733819,0.4701728957002763,0.5490317031582481,0.6362299352356454,0.731847189080245,0.831958897321354
3,4,preprocess,k,170,0.4603175245159649,0.5115076813318491,0.5957281054603577,0.6926814544525776,0.7985070585535743,0.9022949920980183
3,5,preprocess,k,141,0.24292894225116307,0.5664395991479032,0.6736159543885316,0.7789201323232333,0.8744571013396363,0.9516644510412119
3,6,preprocess,k,200,0.4337071283512147,0.4827637789280107,0.5686468146858074,0.6671753316072663,0.7746018335282823,0.8814682921307153
3,7,preprocess,k,52,0.4292803502911801,0.5888356160183125,0.7063313401194319,0.8284506834418857,0.9438831795981952,0.9999999742206476
3,8,preprocess,k,143,0.42709479929670113,0.5125956406751737,0.6030637731793217,0.7037854358219298,0.8123183445690253,0.9179978562450942
3,9,preprocess,k,68,0.42345387040538013,0.5492732922745945,0.661408194789849,0.7824956615347656,0.9030569596936184,0.995791978141734
3,10,preprocess,k,90,0.23344892906301765,0.5827235739041889,0.7152000031829024,0.8326873979998702,0.9214171544361252,0.983685606705636
4,4,preprocess,k,126,0.4180758949370797,0.5192422526755425,0.6130351373913278,0.7194206058587248,0.8327088962488741,0.9368168942148454
4,5,preprocess,k,265,0.43133975461157426,0.49497467724847566,0.5749913800017122,0.6651430576147194,0.7643183205394841,0.8646637838272013
4,6,preprocess,k,74,0.21251582144023826,0.5799016486498387,0.7224406214262289,0.8449426758187666,0.9353757710698192,0.9940271683824234
4,7,preprocess,k,60,0.3706148950588866,0.5678399958203928,0.6857403337031936,0.8107111499808659,0.9277727860872234,0.9999999588293952
4,8,preprocess,k,45,0.379503214261672,0.5718957463137812,0.7018049927766848,0.8376895417979145,0.9604204570893307,0.9999999294330563
4,9,preprocess,k,79,0.3928612634643842,0.5737132315068648,0.6845387544564259,0.7961298980149869,0.903154971780617,0.986079403065181
4,10,preprocess,k,102,0.1782161356855365,0.578122811437818,0.7032054911151959,0.8082515421992919,0.8986229116963765,0.9709117899397942
6,4,preprocess,k,244,0.46547484675673373,0.47454490049132375,0.5566729084286749,0.6480264883337337,0.7511620558418352,0.8581270648436594
6,5,preprocess,k,86,0.39976456272354677,0.5345688183722699,0.645171864012992,0.7625514457557518,0.8806014261697732,0.9757777579407687
6,6,preprocess,k,49,0.42029000375564146,0.5879699502007318,0.7130360898381174,0.8397564579501691,0.9539511113348988,0.9999999652328874
6,7,preprocess,k,203,0.4262427926159097,0.4889822362890046,0.5740465218824331,0.6701827345388025,0.7763550677520723,0.8821069226850048
6,8,preprocess,k,140,0.41110567308240814,0.48681796532217847,0.5855571767508714,0.6941755155210204,0.8106291050163081,0.9199837744064723
6,9,preprocess,k,113,0.22838061509541724,0.5291313150877553,0.662171868396118,0.7872037977403855,0.8941000744168,0.9687172155749978
6,10,preprocess,k,148,0.3855866489103765,0.48010533436696196,0.5753800512939627,0.683035211318317,0.7990092462712927,0.9103048892436426
7,4,preprocess,k,254,0.17837109547216307,0.5225154782698932,0.6347244776412616,0.7397906371676275,0.8324299994760429,0.9105781248192484
7,5,preprocess,k,49,0.4161281232252323,0.5798352394439206,0.7051049546205432,0.8351791029796886,0.9524404249897692,1.0
7,6,preprocess,k,203,0.43382196144311774,0.49677507291039347,0.5800456674237776,0.6742576594311841,0.7788229799546134,0.8831524710083821
7,7,preprocess,k,37,0.1987421955252523,0.7152029054459115,0.8464468497395233,0.936523742926101,0.9942346835520639,0.999999761794679
7,8,preprocess,k,183,0.43106242142640366,0.4850777116803104,0.5741457490288789,0.6742422698943071,0.7820781876905012,0.8892505387584343
7,9,preprocess,k,244,0.4683733914851346,0.4797728439218217,0.5619778295271834,0.6525855728052682,0.7545911220763276,0.8603783115292188
7,10,preprocess,k,227,0.37795787632768374,0.47127929979204125,0.5726559613609061,0.6761199894414197,0.7826325541109007,0.8849047393240159
9,4,preprocess,k,212,0.4339797324615877,0.4978826267551276,0.58367558512624,0.6786745660615499,0.7820825270565274,0.8841482851043678
9,5,preprocess,k,228,0.4492278787099233,0.5035684200265638,0.5865336043919677,0.6790561621677972,0.7791973143605732,0.8790621514186205
9,6,preprocess,k,154,0.458069934610982,0.5379089771955078,0.6232426297406072,0.7182433850252897,0.8209739646056258,0.9182139795704072
9,7,preprocess,k,139,0.47249521412019285,0.5363299625189296,0.6230334202995157,0.7213297212878356,0.8273809219025494,0.9271393274947985
9,8,preprocess,k,265,0.4536109954328841,0.5140902766832899,0.5936556403491302,0.6808588354626329,0.7760288633732093,0.8716509128710677
9,9,preprocess,k,196,0.45973206195832517,0.5164568549848811,0.6017984766239385,0.6944193148162178,0.7952713230571726,0.8944939953837775
9,10,preprocess,k,126,0.41774492177834277,0.5204929823164468,0.6133389785770738,0.719315959739026,0.8322905750371609,0.9362848620282
