source,layer,centered_total_variance,pc1,pc2,pc4,effective_rank,uncentered_pc1
raw,0,0.0,0.0,0.0,0.0,1.0,1.0
raw,1,387.234130859375,0.4433739185333252,0.6034536957740784,0.8096994757652283,5.18385124206543,0.9883225560188293
raw,2,2194.087646484375,0.5892622470855713,0.7829753756523132,0.90489262342453,3.655224323272705,0.9930928945541382
raw,3,3713.024169921875,0.6835625767707825,0.8557744026184082,0.9352580904960632,2.9057297706604004,0.9957769513130188
raw,4,4456.51806640625,0.6604408025741577,0.8143603205680847,0.9152150750160217,3.203404188156128,0.9939935207366943
raw,5,5543.31103515625,0.6503905057907104,0.81306391954422,0.9096917510032654,3.26102876663208,0.9904236793518066
raw,6,13566.8603515625,0.6996362209320068,0.8313488960266113,0.9178047776222229,2.9519553184509277,0.9906655550003052
raw,7,7238.79638671875,0.6774368286132812,0.796282947063446,0.8942646384239197,3.2034261226654053,0.9893072843551636
raw,8,6424.9658203125,0.6013756394386292,0.7335458397865295,0.8646745085716248,3.8442273139953613,0.9896331429481506
raw,9,6145.88623046875,0.6377594470977783,0.7760747671127319,0.8856693506240845,3.488635301589966,0.9895260334014893
raw,10,7964.60498046875,0.6295045018196106,0.7651824951171875,0.8758212327957153,3.5840094089508057,0.9882246851921082
raw,11,8268.81640625,0.6566919684410095,0.8003592491149902,0.9005926847457886,3.2899067401885986,0.9886367321014404
raw,12,10641.00390625,0.6356406211853027,0.7931916117668152,0.8997610807418823,3.418419122695923,0.9892928004264832
raw,13,12576.4208984375,0.6869702935218811,0.8075363039970398,0.9057640433311462,3.10701322555542,0.9854753017425537
raw,14,11094.21875,0.6614366173744202,0.781318724155426,0.8955048322677612,3.333364486694336,0.9862345457077026
raw,15,13688.150390625,0.6571792364120483,0.782733678817749,0.8975337147712708,3.3496816158294678,0.9862942099571228
raw,16,16298.6982421875,0.6381736993789673,0.7745966911315918,0.8926145434379578,3.481720447540283,0.9851352572441101
raw,17,17308.8515625,0.6224305629730225,0.7587506175041199,0.8905730247497559,3.610036849975586,0.9852771759033203
raw,18,26305.55078125,0.5808892250061035,0.7395986318588257,0.8793172836303711,3.9117074012756348,0.9872481822967529
raw,19,29936.482421875,0.6218771934509277,0.7650105357170105,0.8944258689880371,3.5881009101867676,0.9839885234832764
raw,20,31511.9140625,0.6509574055671692,0.7938312292098999,0.9115005135536194,3.3198318481445312,0.9854048490524292
raw,21,47907.5546875,0.6108130216598511,0.7502907514572144,0.8967458009719849,3.6751327514648438,0.9859234690666199
raw,22,44441.53515625,0.6391607522964478,0.7698838114738464,0.8953481316566467,3.4798033237457275,0.9823083877563477
