part,target,source,context_index,method,original_gap,final_kv_error,remaining_delta,explained_delta_energy
strict_t4,4,raw,40,mean,0.3495289539851294,0.2380627173979003,0.6810958425150341,0.5361084533087359
strict_t4,4,raw,40,position,0.3495289539851294,0.22796215886686885,0.6521982121016716,0.5746374921313829
strict_t4,4,raw,40,prefix_v,0.3495289539851294,0.23269171757020118,0.6657294479246516,0.5568043021659386
strict_t4,4,raw,40,prefix_v_position,0.3495289539851294,0.22622185984872997,0.6472192282484114,0.5811072705855307
strict_t4,4,raw,40,oracle_r8,0.3495289539851294,0.19215749566754012,0.549761310119434,0.6977625018957635
strict_t4,4,raw,41,mean,0.4279794268007751,0.3363607446515272,0.7859273684389121,0.3823181715386865
strict_t4,4,raw,41,position,0.4279794268007751,0.3646816773483697,0.8521009527827828,0.2739239662666738
strict_t4,4,raw,41,prefix_v,0.4279794268007751,0.33351860767047237,0.7792865422611205,0.3927124850507069
strict_t4,4,raw,41,prefix_v_position,0.4279794268007751,0.3432400763558399,0.8020013460030605,0.35679384100927924
strict_t4,4,raw,41,oracle_r8,0.4279794268007751,0.32510565198762753,0.7596291588543217,0.4229635410182757
strict_t4,4,raw,42,mean,0.41568156541800183,0.3034553472811226,0.7300187752516122,0.46707258778013616
strict_t4,4,raw,42,position,0.41568156541800183,0.3499555671247161,0.8418837789277644,0.291231702778307
strict_t4,4,raw,42,prefix_v,0.41568156541800183,0.3023485503512538,0.7273561675683586,0.47095300550026975
strict_t4,4,raw,42,prefix_v_position,0.41568156541800183,0.33191169922625213,0.7984758691246935,0.36243628642556536
strict_t4,4,raw,42,oracle_r8,0.41568156541800183,0.2921560127530748,0.7028361059487639,0.5060214081747779
strict_t4,4,raw,43,mean,0.41204541967208064,0.28909783146135676,0.7016164181400932,0.5077344017962657
strict_t4,4,raw,43,position,0.41204541967208064,0.8046329765435152,1.9527773835803555,-2.813339509822939
strict_t4,4,raw,43,prefix_v,0.41204541967208064,0.29595085105647734,0.7182481273351,0.4841196275796219
strict_t4,4,raw,43,prefix_v_position,0.41204541967208064,0.5957088481096249,1.4457358816989392,-1.0901522396318089
strict_t4,4,raw,43,oracle_r8,0.41204541967208064,0.28202985302406974,0.684463021694352,0.531510371933037
strict_t4,4,raw,44,mean,0.3781752303230521,0.2176350090574409,0.5754872122944925,0.6688144684855137
strict_t4,4,raw,44,position,0.3781752303230521,0.8480753503153259,2.2425460006750484,-4.029012565143654
strict_t4,4,raw,44,prefix_v,0.3781752303230521,0.22216935828880438,0.5874772869154297,0.6548704373584859
strict_t4,4,raw,44,prefix_v_position,0.3781752303230521,0.5744857019424494,1.5190992319928016,-1.30766247664112
strict_t4,4,raw,44,oracle_r8,0.3781752303230521,0.20575143027702084,0.544063740243537,0.7039946465522131
strict_t4,4,raw,45,mean,0.40338839184841624,0.3094853340478083,0.7672142786005243,0.41138225071147705
strict_t4,4,raw,45,position,0.40338839184841624,0.5782251441897209,1.4334203855995047,-1.0546940018522326
strict_t4,4,raw,45,prefix_v,0.40338839184841624,0.31004844670011905,0.7686102351121396,0.40923830648086157
strict_t4,4,raw,45,prefix_v_position,0.40338839184841624,0.47881296086784836,1.1869775396208597,-0.40891567956438957
strict_t4,4,raw,45,oracle_r8,0.40338839184841624,0.2997606095778523,0.7431066823819145,0.44779245859934447
strict_t4,4,raw,46,mean,0.4204208606730739,0.35905543585150307,0.8540381066645273,0.27061891236486946
strict_t4,4,raw,46,position,0.4204208606730739,0.35514361059120364,0.8447335606102787,0.2864252115786805
strict_t4,4,raw,46,prefix_v,0.4204208606730739,0.357213806965612,0.849657665401592,0.2780818516243162
strict_t4,4,raw,46,prefix_v_position,0.4204208606730739,0.34971602887039605,0.8318236833217962,0.30806935986496
strict_t4,4,raw,46,oracle_r8,0.4204208606730739,0.3408900396833951,0.8108304595962396,0.3425539657909509
strict_t4,4,raw,47,mean,0.35611739351481775,0.21625930652543862,0.6072697106732032,0.631223498498884
strict_t4,4,raw,47,position,0.35611739351481775,0.8852712001906317,2.485897112334661,-5.179684453113808
strict_t4,4,raw,47,prefix_v,0.35611739351481775,0.22240302136336426,0.6245216476743372,0.6099727115861311
strict_t4,4,raw,47,prefix_v_position,0.35611739351481775,0.6352267115428447,1.7837564890421826,-2.1817872122000943
strict_t4,4,raw,47,oracle_r8,0.35611739351481775,0.20807742241399327,0.5842944663845389,0.658599976552407
strict_t4,4,raw,48,mean,0.4391629230304937,0.3216904647779004,0.7325082512841448,0.4634316618006442
strict_t4,4,raw,48,position,0.4391629230304937,0.8209971468668846,1.869459154706186,-2.4948775311147675
strict_t4,4,raw,48,prefix_v,0.4391629230304937,0.3235641846837724,0.7367748225441733,0.457162860865002
strict_t4,4,raw,48,prefix_v_position,0.4391629230304937,0.598434951323979,1.3626718466905414,-0.8568745617630105
strict_t4,4,raw,48,oracle_r8,0.4391629230304937,0.31672190524428834,0.7211945467953278,0.4798784256726817
strict_t4,4,raw,49,mean,0.34087214246242586,0.22843675191176863,0.6701537716211265,0.5508939223819789
strict_t4,4,raw,49,position,0.34087214246242586,0.3720037138683487,1.091329174572705,-0.19099936727354172
strict_t4,4,raw,49,prefix_v,0.34087214246242586,0.22282900559689342,0.653702599418067,0.5726729115140623
strict_t4,4,raw,49,prefix_v_position,0.34087214246242586,0.28649893230918244,0.8404879619658654,0.29357998579046596
strict_t4,4,raw,49,oracle_r8,0.34087214246242586,0.20603861376562727,0.6044454447853239,0.634645704278272
