part,target,source,context_index,method,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t3,3,preprocess,40,mean,0.3789912630531128,0.6532358081101763,0.2475706639871966,0.5732829790026448,0.7571945719941046
t3,3,preprocess,40,oracle_r4,0.3789912630531128,0.4311050772940847,0.163385057752295,0.8141484123312612,0.9023019070384918
t3,3,preprocess,40,oracle_r8,0.3789912630531128,0.4121057385409853,0.1561844743610839,0.8301688602615891,0.9111409765059852
t3,3,preprocess,40,position_r4,0.3789912630531128,0.5869177335854103,0.22243669315980508,0.6555275740029652,0.8124806612904929
t3,3,preprocess,40,position_r8,0.3789912630531128,0.5921287119586572,0.22441160843522434,0.6493835884741815,0.808259677406689
t3,3,preprocess,40,cached_prefix_r4,0.3789912630531128,0.5931962132141069,0.22481618208433798,0.6481182526284439,0.8061243839501296
t3,3,preprocess,40,cached_prefix_r8,0.3789912630531128,0.5757338848067296,0.2181981121853778,0.6685304938853515,0.8189821860003745
t3,3,preprocess,41,mean,0.3825957188442095,0.6816310067787505,0.2607891050250183,0.535379170597787,0.7317725700511835
t3,3,preprocess,41,oracle_r4,0.3825957188442095,0.47712976069297364,0.1825478037742939,0.7723471914610657,0.8788331780828917
t3,3,preprocess,41,oracle_r8,0.3825957188442095,0.4748404779997798,0.1816719340166538,0.7745265204529406,0.8800720039057851
t3,3,preprocess,41,position_r4,0.3825957188442095,0.565501542046346,0.2163584689867307,0.6802080059432047,0.8255949896479265
t3,3,preprocess,41,position_r8,0.3825957188442095,0.5665052888330538,0.21674249821012875,0.6790717577241783,0.8249800759948318
t3,3,preprocess,41,cached_prefix_r4,0.3825957188442095,0.6348098778702,0.24287554155315402,0.5970164189584217,0.7728936247971019
t3,3,preprocess,41,cached_prefix_r8,0.3825957188442095,0.6257152193068595,0.23939596412247008,0.6084804643277688,0.7802892060908994
t3,3,preprocess,42,mean,0.3585216451099695,0.5508104548198184,0.1974774704057718,0.6966078428611848,0.8357667896666847
t3,3,preprocess,42,oracle_r4,0.3585216451099695,0.4506997064398147,0.16158560020338267,0.7968697746150648,0.8927007983136299
t3,3,preprocess,42,oracle_r8,0.3585216451099695,0.4028278194653575,0.14442249253078174,0.8377297478647854,0.9152759298303748
t3,3,preprocess,42,position_r4,0.3585216451099695,0.5728485861757714,0.20537861751465764,0.6718444973164199,0.8199297364098754
t3,3,preprocess,42,position_r8,0.3585216451099695,0.5546314434142796,0.19884737752260445,0.6923839619761928,0.8325374439507814
t3,3,preprocess,42,cached_prefix_r4,0.3585216451099695,0.5581214715934771,0.20009862816689053,0.6885004229463314,0.830713064138942
t3,3,preprocess,42,cached_prefix_r8,0.3585216451099695,0.5580370162263081,0.2000683490897147,0.6885946885212393,0.8308001759509572
t3,3,preprocess,43,mean,0.3396964263727774,0.5495773329663037,0.18668945602413536,0.6979647550896445,0.8354431197046595
t3,3,preprocess,43,oracle_r4,0.3396964263727774,0.49053167098494793,0.16663185565625385,0.7593786797607147,0.8714380092661835
t3,3,preprocess,43,oracle_r8,0.3396964263727774,0.4470730913039054,0.15186913144336708,0.8001256510319699,0.894497436845733
t3,3,preprocess,43,position_r4,0.3396964263727774,0.5171180775463114,0.17566316295524279,0.7325888938748071,0.8560637557932977
t3,3,preprocess,43,position_r8,0.3396964263727774,0.5205550968551403,0.17683070613182617,0.7290223911381355,0.8538428735264912
t3,3,preprocess,43,cached_prefix_r4,0.3396964263727774,0.5341322764080585,0.18144282550617402,0.7147027112991454,0.8454234337630909
t3,3,preprocess,43,cached_prefix_r8,0.3396964263727774,0.5267117760035713,0.178922108036872,0.7225747050191638,0.8500915070271451
t3,3,preprocess,44,mean,0.38693239688472086,0.6815092360867226,0.2636980022181107,0.5355451611284918,0.7318128779757767
t3,3,preprocess,44,oracle_r4,0.38693239688472086,0.4512616955221953,0.17460776947066614,0.7963628821544335,0.8923925969999054
t3,3,preprocess,44,oracle_r8,0.38693239688472086,0.43870955173218806,0.169750938387957,0.8075339292189426,0.8986304845664558
