example,target,source,kind,rank,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy
0,4,raw,k,1,0.2987008537333281,0.8069173672755604,0.2410269064974594,0.3488843623890783
0,4,raw,k,2,0.2987008537333281,0.7707941022160448,0.23023685638454677,0.4058764519889614
0,4,raw,k,4,0.2987008537333281,0.7265819264216098,0.21703064172934106,0.47207870419746234
0,4,raw,k,8,0.2987008537333281,0.6450132686789065,0.19266601402371394,0.5839578832281527
0,4,raw,k,16,0.2987008537333281,0.547281571599838,0.1634734726693892,0.7004828813872113
0,4,raw,k,32,0.2987008537333281,0.43672820945896246,0.13045108901481983,0.8092684710627687
0,4,raw,k,64,0.2987008537333281,0.30040464950608226,0.08973112527292797,0.9097570465551279
0,5,raw,k,1,0.2665107706043136,0.8490452934157691,0.22627971542620215,0.2791220897285306
0,5,raw,k,2,0.2665107706043136,0.8025043431940437,0.21387605091795314,0.35598677915469645
0,5,raw,k,4,0.2665107706043136,0.7409314958020369,0.1974662239112076,0.4510205185285562
0,5,raw,k,8,0.2665107706043136,0.6465246895946014,0.17230579323857187,0.5820058257446044
0,5,raw,k,16,0.2665107706043136,0.5480104045775963,0.14605067522315685,0.6996845964746992
0,5,raw,k,32,0.2665107706043136,0.43781401846325674,0.11668215144201373,0.8083188852370551
0,5,raw,k,64,0.2665107706043136,0.2985538189625686,0.07956780835857488,0.9108656171828658
0,6,raw,k,1,0.21385447472826857,0.8488686314836584,0.18153435529924195,0.2794220464830609
0,6,raw,k,2,0.21385447472826857,0.813971679825666,0.1740714860328042,0.33745010444178347
0,6,raw,k,4,0.21385447472826857,0.7707741378402071,0.16483349838195158,0.40590722843668536
0,6,raw,k,8,0.21385447472826857,0.685581501785347,0.14661467194772293,0.5299780044097482
0,6,raw,k,16,0.21385447472826857,0.5671430723482518,0.1212860838328118,0.6783487354873856
0,6,raw,k,32,0.21385447472826857,0.43872055083112643,0.0938223529504872,0.807524278278433
0,6,raw,k,64,0.21385447472826857,0.2964398818429934,0.06339499522004335,0.9121233964529121
0,7,raw,k,1,0.2635811422452826,0.8546152116191977,0.22526045365878208,0.26963284006907384
0,7,raw,k,2,0.2635811422452826,0.8195451474879606,0.2160166460964553,0.32834575122893683
0,7,raw,k,4,0.2635811422452826,0.7562763408103023,0.19934018176386215,0.42804609633057955
0,7,raw,k,8,0.2635811422452826,0.6584560648420585,0.17355660168940368,0.5664356106727109
0,7,raw,k,16,0.2635811422452826,0.542250342713643,0.142926964715358,0.7059645658269367
0,7,raw,k,32,0.2635811422452826,0.4333651150856112,0.11422687204352377,0.8121946770268349
0,7,raw,k,64,0.2635811422452826,0.2976782397732896,0.0784623704610088,0.9113876655654759
0,8,raw,k,1,0.20398573858444544,0.8955639654854275,0.18268227694915976,0.19796518372401595
0,8,raw,k,2,0.20398573858444544,0.8609612212924335,0.17562381061790322,0.2587457754306415
0,8,raw,k,4,0.20398573858444544,0.8134439783758781,0.16593097072607316,0.33830889404402387
0,8,raw,k,8,0.20398573858444544,0.7432030078657014,0.1516028144776665,0.4476492890993743
0,8,raw,k,16,0.20398573858444544,0.6295180899809361,0.12841271253703063,0.6037069743867541
0,8,raw,k,32,0.20398573858444544,0.49744651212943625,0.10147199418297935,0.7525469675702586
0,8,raw,k,64,0.20398573858444544,0.34154813637397424,0.06967094886038604,0.8833448705394651
0,9,raw,k,1,0.22176882230930642,0.8546172901301398,0.18952746995733194,0.2696292874106164
0,9,raw,k,2,0.22176882230930642,0.807314457363819,0.17903717644285091,0.3482433669313625
0,9,raw,k,4,0.22176882230930642,0.747276342736139,0.16572259446819917,0.44157806758690055
0,9,raw,k,8,0.22176882230930642,0.6621908655493052,0.1468532883968497,0.561503257583062
0,9,raw,k,16,0.22176882230930642,0.5502199027433283,0.12202161984252903,0.6972580586251224
0,9,raw,k,32,0.22176882230930642,0.4326392319872984,0.09594589296262598,0.8128232949454406
0,9,raw,k,64,0.22176882230930642,0.2923889176351328,0.0648427459202362,0.9145087208441556
0,10,raw,k,1,0.2149158526041761,0.8499992683055453,0.1826783174608121,0.2775012438800377
0,10,raw,k,2,0.2149158526041761,0.8035519707052694,0.1726960568958889,0.35430423037567793
0,10,raw,k,4,0.2149158526041761,0.7548913351894696,0.16223811492574974,0.4301390720558598
0,10,raw,k,8,0.2149158526041761,0.6704939398528363,0.1440997767494055,0.550437876620621
0,10,raw,k,16,0.2149158526041761,0.5670674616667776,0.12187178700820143,0.6784344939187977
0,10,raw,k,32,0.2149158526041761,0.4532201645368063,0.0974041980788327,0.7945914824572302
0,10,raw,k,64,0.2149158526041761,0.31009344053087273,0.06664399615865488,0.9038420581397261
1,4,raw,k,1,0.23971802070339793,0.7365766057681706,0.1765706860311729,0.45745490383504095
1,4,raw,k,2,0.23971802070339793,0.6858135544944948,0.16440186785498223,0.5296597684716267
1,4,raw,k,4,0.23971802070339793,0.6303042041222857,0.15109527625322486,0.602716610265772
1,4,raw,k,8,0.23971802070339793,0.5579987406710127,0.1337623536686438,0.6886374054095639
1,4,raw,k,16,0.23971802070339793,0.47464503684921566,0.11378096877018536,0.7747120889944067
1,4,raw,k,32,0.23971802070339793,0.37160300947753444,0.08907993791938058,0.8619112033472395
1,4,raw,k,64,0.23971802070339793,0.2495452314260866,0.05982048895343285,0.9377271774725009
1,5,raw,k,1,0.23836756409059348,0.7058304975389146,0.1682470963592027,0.5018033087439682
1,5,raw,k,2,0.23836756409059348,0.6704906229233476,0.159823216531823,0.5504423245718613
1,5,raw,k,4,0.23836756409059348,0.6113680024685816,0.14573030151136773,0.6262291655575765
1,5,raw,k,8,0.23836756409059348,0.542765168966788,0.1293776111998326,0.7054059713564542
1,5,raw,k,16,0.23836756409059348,0.4561473361172964,0.10873072937669313,0.7919296077530942
1,5,raw,k,32,0.23836756409059348,0.3588000646649609,0.08552629740973415,0.8712625135964198
1,5,raw,k,64,0.23836756409059348,0.2443774063482764,0.05825164707001578,0.9402796832664894
1,6,raw,k,1,0.18285879347129688,0.7458422897239457,0.13638382121879017,0.4437192788593418
1,6,raw,k,2,0.18285879347129688,0.7057623896636256,0.12905485905130987,0.5018994493362887
1,6,raw,k,4,0.18285879347129688,0.6647263593609443,0.12155106006130999,0.5581388671707448
1,6,raw,k,8,0.18285879347129688,0.5893883939039088,0.10777485059525425,0.6526213211313707
1,6,raw,k,16,0.18285879347129688,0.49284711572333734,0.0901214289469781,0.7571017205231874
1,6,raw,k,32,0.18285879347129688,0.39041928906255424,0.07139160014590017,0.8475727787278897
1,6,raw,k,64,0.18285879347129688,0.267115666036025,0.04884444840862941,0.9286492209581307
1,7,raw,k,1,0.2436059066801549,0.8148858616281754,0.1985110091627709,0.3359610325185062
1,7,raw,k,2,0.2436059066801549,0.758640570094508,0.1848093239222222,0.4244644854066798
1,7,raw,k,4,0.2436059066801549,0.6966873588090641,0.16971715571528445,0.5146267240756504
1,7,raw,k,8,0.2436059066801549,0.6300565081268458,0.15348548692197264,0.6030287965670059
1,7,raw,k,16,0.2436059066801549,0.5376297508330872,0.13096978290991998,0.7109542510191525
1,7,raw,k,32,0.2436059066801549,0.4258315805812391,0.1037350882805362,0.8186674649796837
1,7,raw,k,64,0.2436059066801549,0.28678985337639495,0.06986370225842536,0.9177515800003458
1,8,raw,k,1,0.1916683836959555,0.751970133117846,0.14412890000233006,0.43454091889872903
1,8,raw,k,2,0.1916683836959555,0.6989572721534126,0.1339680106261787,0.5114587317038602
1,8,raw,k,4,0.1916683836959555,0.6443817365949652,0.12350760593634993,0.5847721775428568
1,8,raw,k,8,0.1916683836959555,0.5596476333823686,0.10726675732966526,0.6867945264495141
1,8,raw,k,16,0.1916683836959555,0.47353238340671555,0.09076118655525868,0.7757670818651554
1,8,raw,k,32,0.1916683836959555,0.37284954494083467,0.07146346964058231,0.8609832168374125
1,8,raw,k,64,0.1916683836959555,0.25357914384266106,0.04860310463932705,0.935697617808023
1,9,raw,k,1,0.211072521564338,0.7520750092635784,0.15874236861078636,0.4343831804411884
1,9,raw,k,2,0.211072521564338,0.7093256942890034,0.14971916290395468,0.49685705942142333
1,9,raw,k,4,0.211072521564338,0.6674358923792856,0.14087737678703993,0.5545293295638667
1,9,raw,k,8,0.211072521564338,0.6016608818432998,0.1269940794572885,0.6380041832595429
1,9,raw,k,16,0.211072521564338,0.5103353940223859,0.10771777845983498,0.7395577856080161
1,9,raw,k,32,0.211072521564338,0.40436339671570637,0.0853500017731049,0.8364902433965362
1,9,raw,k,64,0.211072521564338,0.2748283920344255,0.05800872170417861,0.9244693549317722
