part,target,source,kind,context_index,rank,delta_norm2,base_norm2,error_norm2,prediction_norm2,target_prediction_dot,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t3,3,raw,k,40,0,2226531.3486727774,25975396.578125,721571.5070593208,1603894.8924891502,1554427.384747466,0.2927745443009702,0.5692791536901526,0.1666704448016764,0.6759212451738237,0.8225609335789287
t3,3,raw,k,40,1,2226531.3486727774,25975396.578125,668005.8495736718,1575493.571398206,1567009.553125061,0.2927745443009702,0.5477415994681877,0.1603647971789832,0.6999791402120314,0.8366598325143032
t3,3,raw,k,40,2,2226531.3486727774,25975396.578125,550588.4911896437,1875332.6497631967,1775637.7715183944,0.2927745443009702,0.4972778985505972,0.14559031013909518,0.752714691613102,0.8689620505728803
t3,3,raw,k,40,4,2226531.3486727774,25975396.578125,495018.9060370922,1881999.4784910455,1806755.974531129,0.2927745443009702,0.4715160560764243,0.13804789844836585,0.7776726088621343,0.8826232085687788
t3,3,raw,k,40,8,2226531.3486727774,25975396.578125,400100.85951681435,1934637.7127501965,1880534.1262447461,0.2927745443009702,0.42390675297179203,0.12410910642742036,0.8203030647849121,0.9060809240861867
t3,3,raw,k,40,16,2226531.3486727774,25975396.578125,307038.8140448183,1984252.9479785115,1951872.7624631077,0.2927745443009702,0.371348977856983,0.10872152776870929,0.862099936644574,0.9286211686255359
t3,3,raw,k,40,32,2226531.3486727774,25975396.578125,207755.4227194339,2051014.1262206733,2034895.0480484664,0.2927745443009702,0.30546522566378315,0.08943244224350715,0.906690995910174,0.9522331184088996
t3,3,raw,k,40,64,2226531.3486727774,25975396.578125,90876.70967986807,2145139.1569946706,2140396.9325974286,0.2927745443009702,0.20202815146041608,0.05914869997979071,0.9591846260174872,0.9793821345989862
t3,3,raw,k,41,0,1793881.4532971382,25966827.53125,747948.4466766715,1603894.8924891502,1324913.9667004813,0.2628375577786256,0.6457121560150296,0.16971740611496125,0.5830558115744221,0.7810931985916512
t3,3,raw,k,41,1,1793881.4532971382,25966827.53125,644826.5078867078,1348989.8941782229,1249022.438119417,0.2628375577786256,0.5995488458721765,0.15758395441803646,0.6405411814133413,0.8029139848407963
t3,3,raw,k,41,2,1793881.4532971382,25966827.53125,598296.1663684696,1423317.0086647123,1309451.1635594927,0.2628375577786256,0.577512302358389,0.15179192313899018,0.6664795406247126,0.8194861469301031
t3,3,raw,k,41,4,1793881.4532971382,25966827.53125,531275.1306947321,1470174.109147638,1366390.2289675623,0.2628375577786256,0.5442054334102713,0.14303762704741416,0.7038404462467388,0.8413825346354117
t3,3,raw,k,41,8,1793881.4532971382,25966827.53125,449007.27065098286,1504708.7765791863,1424791.4882844537,0.2628375577786256,0.5002992096974335,0.1314974224354499,0.7497007007761235,0.8672178632677557
t3,3,raw,k,41,16,1793881.4532971382,25966827.53125,341884.70711620897,1559179.4793263525,1505588.1268451065,0.2628375577786256,0.4365590216372108,0.11474410707335066,0.8094162206271613,0.9002461156748844
t3,3,raw,k,41,32,1793881.4532971382,25966827.53125,232951.31569382548,1624459.4614327848,1592694.8138501346,0.2628375577786256,0.3603592828339356,0.09471595382292863,0.8701411872754117,0.9329991692452894
t3,3,raw,k,41,64,1793881.4532971382,25966827.53125,106051.94093733467,1713850.4865959883,1700840.008895725,0.2628375577786256,0.2431433750203223,0.06390721088039399,0.9408812991837269,0.9700187460071693
t3,3,raw,k,42,0,2766241.2744603157,25979086.46875,594779.6145130098,1603894.8924891502,1887678.2968724817,0.3263120343455018,0.46369563642951483,0.15130946644044718,0.7849863567562272,0.8961794931355984
t3,3,raw,k,42,1,2766241.2744603157,25979086.46875,537469.9483287632,1936605.8438438177,2082688.6081939712,0.3263120343455018,0.4407903363514166,0.14383519137466877,0.805703879379205,0.8998263238194473
t3,3,raw,k,42,2,2766241.2744603157,25979086.46875,516350.79014876485,2017790.687606603,2133840.5949188843,0.3263120343455018,0.43204341921315914,0.14098096704903243,0.8133384839146025,0.9031895161406832
t3,3,raw,k,42,4,2766241.2744603157,25979086.46875,464381.5802309215,2121941.386183083,2211900.5514620095,0.3263120343455018,0.40972500009023166,0.13369819830165441,0.8321254243010596,0.912964470763997
t3,3,raw,k,42,8,2766241.2744603157,25979086.46875,398785.4724267274,2237392.125795424,2302423.975049421,0.3263120343455018,0.37968604544976875,0.12389612590331271,0.8558385068907162,0.9254846452054165
t3,3,raw,k,42,16,2766241.2744603157,25979086.46875,313093.8212402463,2366598.2975491434,2409872.88935405,0.3263120343455018,0.33642806680192616,0.10978052688906091,0.8868161558679187,0.9418610418534843
t3,3,raw,k,42,32,2766241.2744603157,25979086.46875,211383.01397440583,2501981.5433240533,2528419.9211569577,0.3263120343455018,0.2764330811364042,0.09020344106601523,0.9235847516534341,0.9610857191448664
t3,3,raw,k,42,64,2766241.2744603157,25979086.46875,87327.97118123248,2653925.136069417,2666419.242694229,0.3263120343455018,0.17767718168316227,0.057978202611808013,0.9684308191091285,0.9840996388083826
t3,3,raw,k,43,0,2723716.0482268035,25978359.265625,536285.9269182682,1603894.8924891502,1895662.5368299522,0.32379866628542087,0.44372846086899603,0.14367868382226348,0.8031050530148318,0.9069684092276357
t3,3,raw,k,43,1,2723716.0482268035,25978359.265625,478138.78644767404,1988323.2054638974,2116950.256744357,0.32379866628542087,0.4189826821636978,0.1356660336812937,0.8244535120469139,0.9096749756911441
t3,3,raw,k,43,2,2723716.0482268035,25978359.265625,457891.93535101414,2075701.8578662053,2170763.012627989,0.32379866628542087,0.4100157903735567,0.13276256607892034,0.8318870516443476,0.9129542426626825
t3,3,raw,k,43,4,2723716.0482268035,25978359.265625,422442.75330007076,2142316.68388734,2221795.009171486,0.32379866628542087,0.3938247603482028,0.12751993215092355,0.8449020581366806,0.9197742290895483
t3,3,raw,k,43,8,2723716.0482268035,25978359.265625,365299.60177874565,2241954.157297492,2300185.3305240422,0.32379866628542087,0.36622137133528226,0.11858199160358225,0.8658819071773053,0.9308260963412348
t3,3,raw,k,43,16,2723716.0482268035,25978359.265625,288603.2935826406,2350162.7291725427,2392637.7750330865,0.32379866628542087,0.32551404109037274,0.10540101236224036,0.8940406090530151,0.9456862465044562
