part,target,source,context_index,method,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t2,2,raw,40,mean,0.39635398046786247,0.6067842932906868,0.24050136993114266,0.6318128214157217,0.7951249545091267
t2,2,raw,40,oracle_r4,0.39635398046786247,0.4575053548519769,0.18133406848094297,0.7906888502817666,0.8892380316729616
t2,2,raw,40,oracle_r8,0.39635398046786247,0.4412348731644709,0.17488519829997048,0.8053117867035333,0.8974115810232252
t2,2,raw,40,position_r4,0.39635398046786247,0.523322514984894,0.2074209618827154,0.7261335453098854,0.8536649519655712
t2,2,raw,40,position_r8,0.39635398046786247,0.5200813975735971,0.2061363320955841,0.7295153398978941,0.8552449343016401
t2,2,raw,40,cached_prefix_r4,0.39635398046786247,0.5725280475477933,0.22692377057506152,0.6722116347711117,0.8208019304156052
t2,2,raw,40,cached_prefix_r8,0.39635398046786247,0.5687551719181049,0.22542837630142434,0.6765175544164069,0.8232604228271071
t2,2,raw,41,mean,0.3627108932845837,0.5471707681267924,0.1984647980864807,0.700604150507536,0.8386576005072147
t2,2,raw,41,oracle_r4,0.3627108932845837,0.45561599719441404,0.16525688533713231,0.7924140631005396,0.8903314407526318
t2,2,raw,41,oracle_r8,0.3627108932845837,0.426121400884119,0.154558873962357,0.818420551708556,0.9047095117264631
t2,2,raw,41,position_r4,0.3627108932845837,0.4923253802358735,0.17857177845202601,0.7576157199756026,0.8715558020498619
t2,2,raw,41,position_r8,0.3627108932845837,0.4821875438243063,0.17489467475121348,0.7674951725806827,0.8777735298857311
t2,2,raw,41,cached_prefix_r4,0.3627108932845837,0.5279278620846594,0.1914851864465473,0.7212921724347209,0.852216453547167
t2,2,raw,41,cached_prefix_r8,0.3627108932845837,0.5226872747921845,0.18958436834835793,0.7267980127703194,0.8556596856448851
t2,2,raw,42,mean,0.3759049135421292,0.6075868881250137,0.22839489664996462,0.630838173378562,0.7967481056721709
t2,2,raw,42,oracle_r4,0.3759049135421292,0.4969367348493525,0.18680096034945384,0.7530538815572643,0.8684029979914242
t2,2,raw,42,oracle_r8,0.3759049135421292,0.476590963479196,0.17915288492160725,0.7728610535299717,0.8792854293422013
t2,2,raw,42,position_r4,0.3759049135421292,0.5356697541988147,0.201360892639239,0.7130579144365815,0.8466015735393952
t2,2,raw,42,position_r8,0.3759049135421292,0.5255711984401291,0.19756479590986997,0.7237749153702064,0.8529587832211927
t2,2,raw,42,cached_prefix_r4,0.3759049135421292,0.5797829610575714,0.21794326384954604,0.6638517180673147,0.8192279328937371
t2,2,raw,42,cached_prefix_r8,0.3759049135421292,0.577498601759376,0.21708456196505874,0.6664953649659657,0.8210239474791083
t2,2,raw,43,mean,0.4143375194295706,0.49624741124687716,0.2056139213993771,0.7537385068307727,0.8731653720471114
t2,2,raw,43,oracle_r4,0.4143375194295706,0.39924375880937313,0.16542166867281344,0.8406044210517631,0.9172289783336394
t2,2,raw,43,oracle_r8,0.4143375194295706,0.35660001743926567,0.14775276665432696,0.8728364275623154,0.9343973747150307
t2,2,raw,43,position_r4,0.4143375194295706,0.44247324839182517,0.18333326815261308,0.8042174244575861,0.8978241135415219
t2,2,raw,43,position_r8,0.4143375194295706,0.43323076065706184,0.179503758711233,0.8123111080205037,0.902391181633953
t2,2,raw,43,cached_prefix_r4,0.4143375194295706,0.48606978689921293,0.20139694977347988,0.7637361622637537,0.8780608856524127
