part,target,source,context_index,method,original_gap,final_kv_error,remaining_delta,explained_delta_energy
strict_t2,2,preprocess,40,mean,0.44528192342036743,0.3126228032568615,0.7020783616264848,0.5070859741358706
strict_t2,2,preprocess,40,position,0.44528192342036743,0.30230817861363435,0.6789141052291067,0.5390756377209615
strict_t2,2,preprocess,40,prefix_v,0.44528192342036743,0.32718629049232184,0.7347845786756592,0.46009162294043404
strict_t2,2,preprocess,40,prefix_v_position,0.44528192342036743,0.30533558833413005,0.6857129658189126,0.5297977285078308
strict_t2,2,preprocess,40,oracle_r8,0.44528192342036743,0.2888967641725191,0.6487951766678539,0.5790648187325282
strict_t2,2,preprocess,41,mean,0.4395091063759923,0.2955708874940763,0.6725023058821917,0.5477406485831351
strict_t2,2,preprocess,41,position,0.4395091063759923,0.29352566543223046,0.6678488822507456,0.5539778704764298
strict_t2,2,preprocess,41,prefix_v,0.4395091063759923,0.31688972385012815,0.7210083232701773,0.4801469977751276
strict_t2,2,preprocess,41,prefix_v_position,0.4395091063759923,0.3012120081403354,0.6853373542678176,0.5303127108451879
strict_t2,2,preprocess,41,oracle_r8,0.4395091063759923,0.25872707181676385,0.588672835359701,0.6534642929095702
strict_t2,2,preprocess,42,mean,0.3927365228638271,0.2694172802305629,0.6860000650460958,0.5294039107567524
strict_t2,2,preprocess,42,position,0.3927365228638271,0.2623233704327515,0.6679372942447384,0.5538597709570179
strict_t2,2,preprocess,42,prefix_v,0.3927365228638271,0.2798121993873675,0.7124679857808547,0.49238936923737187
strict_t2,2,preprocess,42,prefix_v_position,0.3927365228638271,0.2628065631684788,0.6691676171395987,0.5522147001717114
strict_t2,2,preprocess,42,oracle_r8,0.3927365228638271,0.23608705650918574,0.6011334387432152,0.6386385888247572
strict_t2,2,preprocess,43,mean,0.3879447176730035,0.24431614026099224,0.6297705037111112,0.6033891126554533
strict_t2,2,preprocess,43,position,0.3879447176730035,0.2523737822359782,0.6505405815286874,0.5767969517843172
strict_t2,2,preprocess,43,prefix_v,0.3879447176730035,0.2640750854780546,0.6807028771059129,0.5366435930997324
strict_t2,2,preprocess,43,prefix_v_position,0.3879447176730035,0.2626816204064888,0.6771109605052071,0.5415207471637158
strict_t2,2,preprocess,43,oracle_r8,0.3879447176730035,0.2150506985922637,0.5543333593564452,0.6927145267045982
strict_t2,2,preprocess,44,mean,0.4005273938644434,0.24666854480102438,0.6158593608818381,0.620717247614214
strict_t2,2,preprocess,44,position,0.4005273938644434,0.25413700323485583,0.6345059217619139,0.597402235249064
