part,target,source,context_index,method,original_gap,final_kv_error,remaining_delta,explained_delta_energy
strict_t1,1,raw,40,mean,0.43093351147260156,0.3549472457229874,0.8236705576924126,0.32156681239067
strict_t1,1,raw,40,position,0.43093351147260156,0.3199304933453004,0.7424126572380559,0.44882344637272886
strict_t1,1,raw,40,prefix_v,0.43093351147260156,0.33969107962162176,0.7882679591587509,0.37863362456369787
strict_t1,1,raw,40,prefix_v_position,0.43093351147260156,0.30922767603626305,0.7175763030810928,0.48508424925647176
strict_t1,1,raw,40,oracle_r8,0.43093351147260156,0.2982095016247987,0.692008149019895,0.5211247216900587
strict_t1,1,raw,41,mean,0.4189450498955141,0.311271460828255,0.7429887545058399,0.4479677106778608
strict_t1,1,raw,41,position,0.4189450498955141,0.2955233085091074,0.7053987356642872,0.5024126237232249
strict_t1,1,raw,41,prefix_v,0.4189450498955141,0.3024162053374142,0.7218517211573153,0.4789300926622214
strict_t1,1,raw,41,prefix_v_position,0.4189450498955141,0.2957423646504113,0.7059216112570614,0.5016746787602342
strict_t1,1,raw,41,oracle_r8,0.4189450498955141,0.265906799704798,0.6347056726678494,0.5971487090832528
strict_t1,1,raw,42,mean,0.39793140033783364,0.27278501891129386,0.6855076495087,0.5300792624650573
strict_t1,1,raw,42,position,0.39793140033783364,0.2717980757767579,0.6830274654023489,0.533473481506043
strict_t1,1,raw,42,prefix_v,0.39793140033783364,0.2672431571787102,0.6715809733834213,0.5489789961893763
strict_t1,1,raw,42,prefix_v_position,0.39793140033783364,0.2815437269128323,0.7075182473004363,0.4994179297369187
strict_t1,1,raw,42,oracle_r8,0.39793140033783364,0.23588263885155714,0.5927721176345943,0.6486212165549987
strict_t1,1,raw,43,mean,0.40377090517552033,0.2733791707792107,0.6770650566324783,0.541582909087259
strict_t1,1,raw,43,position,0.40377090517552033,0.29059610817426446,0.7197054182196251,0.4820241109853146
strict_t1,1,raw,43,prefix_v,0.40377090517552033,0.2666227978470129,0.6603318724292709,0.5639618182540531
strict_t1,1,raw,43,prefix_v_position,0.40377090517552033,0.3020244090232861,0.7480093418122716,0.44048202456157226
strict_t1,1,raw,43,oracle_r8,0.40377090517552033,0.23232781493159368,0.5753951360873814,0.6689204373669839
strict_t1,1,raw,44,mean,0.3962997102532412,0.32953543362935245,0.8315308467391375,0.308556450921293
strict_t1,1,raw,44,position,0.3962997102532412,0.29440711778284157,0.7428900656897054,0.44811435029954516
strict_t1,1,raw,44,prefix_v,0.3962997102532412,0.3116925643741961,0.786507171996215,0.38140646839851633
strict_t1,1,raw,44,prefix_v_position,0.3962997102532412,0.28904366389864034,0.7293562332254477,0.46803948505518633
strict_t1,1,raw,44,oracle_r8,0.3962997102532412,0.2772174970303195,0.6995147608187086,0.5106790993967449
strict_t1,1,raw,45,mean,0.38901828749025963,0.27562869877264146,0.7085237574584272,0.4979940851169917
strict_t1,1,raw,45,position,0.38901828749025963,0.2592592010446666,0.6664447646337398,0.5558513756922792
strict_t1,1,raw,45,prefix_v,0.38901828749025963,0.26331629818279595,0.6768738299722964,0.5418418182986348
strict_t1,1,raw,45,prefix_v_position,0.38901828749025963,0.25619924261029964,0.6585789173644296,0.5662738096030957
strict_t1,1,raw,45,oracle_r8,0.38901828749025963,0.23454123665747378,0.6029054268132479,0.6365050463191353
strict_t1,1,raw,46,mean,0.4284600815397853,0.33126497109552283,0.7731524717659438,0.4022352554022115
strict_t1,1,raw,46,position,0.4284600815397853,0.3144982861138629,0.7340200398217486,0.4612145811400786
strict_t1,1,raw,46,prefix_v,0.4284600815397853,0.32487839045848277,0.7582465775830173,0.42506212758364137
strict_t1,1,raw,46,prefix_v_position,0.4284600815397853,0.3156498675023122,0.7367077613576986,0.4572616743553283
strict_t1,1,raw,46,oracle_r8,0.4284600815397853,0.28756918795416875,0.6711691481752801,0.549531974537669
strict_t1,1,raw,47,mean,0.41004361081519347,0.2815360611823972,0.6866002877661845,0.5285800448393925
strict_t1,1,raw,47,position,0.41004361081519347,0.2983445155347316,0.7275921576770902,0.4706096520867964
strict_t1,1,raw,47,prefix_v,0.41004361081519347,0.2747704248440763,0.6701004907692985,0.5509653322707454
strict_t1,1,raw,47,prefix_v_position,0.41004361081519347,0.3080126842502909,0.7511705490007308,0.4357428063139407
strict_t1,1,raw,47,oracle_r8,0.41004361081519347,0.24185281273658724,0.5898221710021723,0.6521098065942842
strict_t1,1,raw,48,mean,0.41087274080782366,0.28240835980076817,0.6873377855282403,0.5275667685851346
strict_t1,1,raw,48,position,0.41087274080782366,0.28110433576476357,0.6841639949442246,0.531919628021959
strict_t1,1,raw,48,prefix_v,0.41087274080782366,0.26248904096310255,0.6388572784045458,0.5918613778295367
strict_t1,1,raw,48,prefix_v_position,0.41087274080782366,0.27210388362858645,0.6622583019102181,0.5614139415509944
strict_t1,1,raw,48,oracle_r8,0.41087274080782366,0.2321901733375758,0.5651145726559101,0.6806455197719281
strict_t1,1,raw,49,mean,0.4135595221631457,0.3383865714102452,0.8182294283548249,0.3305006025741365
strict_t1,1,raw,49,position,0.4135595221631457,0.30583704495816005,0.7395236442833252,0.45310477954591
strict_t1,1,raw,49,prefix_v,0.4135595221631457,0.31975800515982333,0.7731849661865156,0.4021850080631568
strict_t1,1,raw,49,prefix_v_position,0.4135595221631457,0.29964980924395807,0.7245627127060776,0.47500887535601
strict_t1,1,raw,49,oracle_r8,0.4135595221631457,0.2670499343976595,0.6457351846255172,0.5830260713366493
