part,target,source,context_index,method,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t1,1,raw,40,mean,0.418766095334515,0.5946033265369914,0.24899971332680954,0.6464468840711439,0.8066278378345372
t1,1,raw,40,oracle_r4,0.418766095334515,0.47646847357126265,0.19952884222743422,0.772977793692671,0.8792313221008847
t1,1,raw,40,oracle_r8,0.418766095334515,0.4449592635738756,0.18633385338975317,0.8020112537597943,0.8955712825596666
t1,1,raw,40,position_r4,0.418766095334515,0.5805186651409596,0.24310153466988446,0.6629980794229584,0.8142515363379477
t1,1,raw,40,position_r8,0.418766095334515,0.5740573463809086,0.2403957534420262,0.6704581630661096,0.8188155835801707
t1,1,raw,40,cached_prefix_r4,0.418766095334515,0.7426123261257221,0.3109808641589501,0.4485269330861441,0.7648316128690315
t1,1,raw,40,cached_prefix_r8,0.418766095334515,0.6178357292616606,0.2587286559010582,0.6182790116477119,0.8094849169067063
t1,1,raw,41,mean,0.44946145102136487,0.43837394672718477,0.197032190185963,0.8078282828308314,0.9034387685028749
t1,1,raw,41,oracle_r4,0.44946145102136487,0.4013092715135968,0.18037304748282812,0.8389508685972262,0.916102067909049
t1,1,raw,41,oracle_r8,0.44946145102136487,0.3755460931627859,0.16879349195835044,0.8589651319101681,0.9268081986373782
t1,1,raw,41,position_r4,0.44946145102136487,0.4755322025278901,0.21373339375557102,0.7738691243589737,0.8896146216736011
t1,1,raw,41,position_r8,0.44946145102136487,0.47210176729026865,0.21219154535603488,0.7771199213214051,0.8911309076991957
t1,1,raw,41,cached_prefix_r4,0.44946145102136487,0.5096861287145488,0.22908426697750323,0.7402200501959765,0.8718727809071704
t1,1,raw,41,cached_prefix_r8,0.44946145102136487,0.46116185823293654,0.20727447795708462,0.787329740511145,0.8934156633443715
t1,1,raw,42,mean,0.4467136117390317,0.3783026263591285,0.16899293255124767,0.8568871228897856,0.9329210331515542
t1,1,raw,42,oracle_r4,0.4467136117390317,0.3014139801181225,0.1346457276872032,0.909149612589352,0.9536334236969569
t1,1,raw,42,oracle_r8,0.4467136117390317,0.2849794895057703,0.12730421702866812,0.9187866905610306,0.9585341961628474
t1,1,raw,42,position_r4,0.4467136117390317,0.31232240883636103,0.1395186712783253,0.902454712938653,0.950866995881482
t1,1,raw,42,position_r8,0.4467136117390317,0.3090845232307182,0.13807226370503078,0.9044667574992395,0.9516439243198602
t1,1,raw,42,cached_prefix_r4,0.4467136117390317,0.3360579093172383,0.1501216424245715,0.8870650815853268,0.9447363695817568
t1,1,raw,42,cached_prefix_r8,0.4467136117390317,0.34391448206556324,0.15363128041286622,0.8817228290255754,0.9433786533112076
t1,1,raw,43,mean,0.43093351147260156,0.8141057260836448,0.35082543925117693,0.33723186675782146,0.6225324705489552
t1,1,raw,43,oracle_r4,0.43093351147260156,0.6998230093223864,0.3015771868166191,0.510247755622959,0.7150167629775926
t1,1,raw,43,oracle_r8,0.43093351147260156,0.6922703823537122,0.2983225067561657,0.5207617177158451,0.7216382280255798
t1,1,raw,43,position_r4,0.43093351147260156,0.7421887241824697,0.3198339930873218,0.44915589769639785,0.6711310818887345
t1,1,raw,43,position_r8,0.43093351147260156,0.7414695770274293,0.3195240884785347,0.4502228663427651,0.6726718730916147
t1,1,raw,43,cached_prefix_r4,0.43093351147260156,2.6897692230089256,1.1591116963221675,-6.23485847304604,0.24835169946372285
t1,1,raw,43,cached_prefix_r8,0.43093351147260156,1.5184308262111104,0.6543427278673974,-1.3056321739881556,0.3992293929418301
t1,1,raw,44,mean,0.4678975300085487,0.476985645368629,0.22318040531751507,0.7724846941122725,0.88519041341069
t1,1,raw,44,oracle_r4,0.4678975300085487,0.4093573002041355,0.19153726965648302,0.8324266007695813,0.9127417365986146
t1,1,raw,44,oracle_r8,0.4678975300085487,0.31832596389156237,0.1489439322424525,0.8986685807125078,0.9479958169473713
t1,1,raw,44,position_r4,0.4678975300085487,0.4255456190467262,0.19911174405792204,0.8189109261101386,0.9058756652263492
t1,1,raw,44,position_r8,0.4678975300085487,0.41978870272387603,0.19641809712999453,0.8237774450654052,0.9082162143960694
t1,1,raw,44,cached_prefix_r4,0.4678975300085487,0.445212533121967,0.20831384457661759,0.8017858003511215,0.8978896434613624
t1,1,raw,44,cached_prefix_r8,0.4678975300085487,0.4475545332919593,0.20940966067143657,0.7996949397298165,0.8982130442146847
t1,1,raw,45,mean,0.46483886951107045,0.5344507400036275,0.24843347779264124,0.714362406509575,0.8475020988759161
t1,1,raw,45,oracle_r4,0.46483886951107045,0.48608576283062066,0.22595155647961201,0.7637206311733736,0.8739118567615543
t1,1,raw,45,oracle_r8,0.46483886951107045,0.4520407082096242,0.21012609177714542,0.7956591981213413,0.8920205849917643
t1,1,raw,45,position_r4,0.46483886951107045,0.5767023598118688,0.26807367297931567,0.6674143881874219,0.8191304808052535
t1,1,raw,45,position_r8,0.46483886951107045,0.5644954599250424,0.2623994314356885,0.6813448757240148,0.8279306476220865
t1,1,raw,45,cached_prefix_r4,0.46483886951107045,0.5531350311529005,0.257118662568085,0.6940416373114797,0.8363190276878025
t1,1,raw,45,cached_prefix_r8,0.46483886951107045,0.5385035696153456,0.2503173905276733,0.7100139055115307,0.8442417350492504
t1,1,raw,46,mean,0.4163448549189645,0.5864988776859856,0.24418579014030717,0.6560190664730793,0.8124776417654314
t1,1,raw,46,oracle_r4,0.4163448549189645,0.47989189650510516,0.19980052202720472,0.7697037676687335,0.8774109002669623
t1,1,raw,46,oracle_r8,0.4163448549189645,0.46925010478943047,0.1953698667992643,0.7798043391551085,0.8830707373232567
t1,1,raw,46,position_r4,0.4163448549189645,0.6253431667715006,0.2603584100440462,0.6089459237721913,0.7865127186239822
t1,1,raw,46,position_r8,0.4163448549189645,0.6108160341418621,0.2543101131169709,0.6269037724352075,0.7959081085863353
