part,target,source,context_index,method,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t5,5,raw,40,mean,0.4167920043348254,0.43186682574239466,0.17999863990689144,0.8134910448231881,0.9064417223677391
t5,5,raw,40,oracle_r4,0.4167920043348254,0.376388182393975,0.15687558494792667,0.8583319361541598,0.9264995752571529
t5,5,raw,40,oracle_r8,0.4167920043348254,0.3139639494172403,0.13085766376648933,0.9014266384663285,0.9494829183611619
t5,5,raw,40,position_r4,0.4167920043348254,0.3963853645209907,0.1652102505676941,0.8428786427935613,0.9203406508175453
t5,5,raw,40,position_r8,0.4167920043348254,0.39401924101750607,0.164224069210173,0.8447488377079885,0.9207912430114887
t5,5,raw,40,cached_prefix_r4,0.4167920043348254,0.4418267067275364,0.18414983866562498,0.8047891612222995,0.901486468404359
t5,5,raw,40,cached_prefix_r8,0.4167920043348254,0.4384063038664888,0.18272424210153637,0.8077999127301239,0.9031724888446498
t5,5,raw,41,mean,0.4037813889654349,0.38196108673823115,0.15422877813390995,0.8541057282177494,0.9281389027572546
t5,5,raw,41,oracle_r4,0.4037813889654349,0.3267646318068604,0.13194147689575303,0.893224875400127,0.9451591745641533
t5,5,raw,41,oracle_r8,0.4037813889654349,0.307056530889778,0.12398371253358255,0.9057162868379348,0.9517130421445542
t5,5,raw,41,position_r4,0.4037813889654349,0.3575547210305758,0.1443739418888745,0.8721546214687471,0.9372471367613778
t5,5,raw,41,position_r8,0.4037813889654349,0.3462513409966861,0.13980984739878632,0.8801100088579966,0.9405627689376198
t5,5,raw,41,cached_prefix_r4,0.4037813889654349,0.3634418882268261,0.1467510704364482,0.8679099938821193,0.9367458929879616
t5,5,raw,41,cached_prefix_r8,0.4037813889654349,0.36318069757655624,0.14664560651289746,0.8680997809078059,0.9366790606326063
t5,5,raw,42,mean,0.4086626906915423,0.40037983030947677,0.1636202987528939,0.8396959914813547,0.9205798694294828
t5,5,raw,42,oracle_r4,0.4086626906915423,0.3372904350750878,0.13783801674230636,0.886235162406858,0.9414834723791025
t5,5,raw,42,oracle_r8,0.4086626906915423,0.29914996203494293,0.12225142840547253,0.9105093002144922,0.954206485204862
t5,5,raw,42,position_r4,0.4086626906915423,0.35947730139897627,0.14690496123224017,0.8707760697789095,0.9356676513945418
t5,5,raw,42,position_r8,0.4086626906915423,0.34433695118913604,0.14071766497747462,0.8814320640457706,0.9404790864911408
t5,5,raw,42,cached_prefix_r4,0.4086626906915423,0.3633385074866075,0.14848289210132612,0.8679851289774044,0.9348946075753714
t5,5,raw,42,cached_prefix_r8,0.4086626906915423,0.35982147054954694,0.1470456103233654,0.8705285093315616,0.9360250293694052
t5,5,raw,43,mean,0.40458348465409505,0.3950953547932828,0.15984905541291233,0.84389966062077,0.9222415604672144
t5,5,raw,43,oracle_r4,0.40458348465409505,0.3450944320075695,0.13961950783634813,0.880909832997373,0.9386283420697472
t5,5,raw,43,oracle_r8,0.40458348465409505,0.30258489846478126,0.12242085262458674,0.908442379221058,0.9531426244643124
t5,5,raw,43,position_r4,0.40458348465409505,0.4167936735272478,0.16862783681743515,0.826283033707662,0.9213818316163636
t5,5,raw,43,position_r8,0.40458348465409505,0.39345211947020275,0.15918422953979394,0.8451954296844053,0.928954177439125
t5,5,raw,43,cached_prefix_r4,0.40458348465409505,0.37243947615602624,0.15068286108595083,0.8612888366006248,0.9307362851886309
t5,5,raw,43,cached_prefix_r8,0.40458348465409505,0.3713522253877639,0.15024297738143444,0.8620975246995554,0.9309674446434766
t5,5,raw,44,mean,0.39267924868815535,0.42358635966970365,0.16633357346964997,0.8205745959017685,0.9067584620734948
t5,5,raw,44,oracle_r4,0.39267924868815535,0.3444505790951304,0.13525859460927583,0.8813537985610294,0.9388763499545062
t5,5,raw,44,oracle_r8,0.39267924868815535,0.3183222137410803,0.1249985277325978,0.898670968238978,0.9480419214752457
t5,5,raw,44,position_r4,0.39267924868815535,0.42258053979085736,0.165938608875309,0.8214256873900676,0.9065217644752396
t5,5,raw,44,position_r8,0.39267924868815535,0.4196184589141498,0.1647754611820899,0.8239203489385141,0.9079705269697242
t5,5,raw,44,cached_prefix_r4,0.39267924868815535,0.36554424781953204,0.1435416405960507,0.8663774028860526,0.9309163989914769
t5,5,raw,44,cached_prefix_r8,0.39267924868815535,0.3519143269429864,0.13818945350656978,0.8761563064922648,0.9363570111405701
t5,5,raw,45,mean,0.35201682071409934,0.5124642099718734,0.1803960219240615,0.7373804334979037,0.864706540564406
t5,5,raw,45,oracle_r4,0.35201682071409934,0.4422984747278994,0.15569650288041056,0.8043720592533737,0.8975279773383289
t5,5,raw,45,oracle_r8,0.35201682071409934,0.4092288767804449,0.14405544814865412,0.8325317264090155,0.9127670111281763
t5,5,raw,45,position_r4,0.35201682071409934,0.5355653477730122,0.18852801100769673,0.7131697582647725,0.8444947749163879
t5,5,raw,45,position_r8,0.35201682071409934,0.5287634757763234,0.18613363765251806,0.7204091866849415,0.8488340152159296
t5,5,raw,45,cached_prefix_r4,0.35201682071409934,0.5459957648138353,0.1921996932531294,0.7018886248053551,0.8689046563607266
t5,5,raw,45,cached_prefix_r8,0.35201682071409934,0.5613359150439197,0.1975996841664004,0.6849019904818054,0.8653302621619402
t5,5,raw,46,mean,0.38480420161971046,0.3759396285658437,0.14466314862748997,0.8586693956737754,0.9276709453083084
t5,5,raw,46,oracle_r4,0.38480420161971046,0.3235665948661143,0.12450978520826342,0.8953046586867479,0.9464529908160866
t5,5,raw,46,oracle_r8,0.38480420161971046,0.28859493181160495,0.11105254232725943,0.9167129653326551,0.9574541587009987
t5,5,raw,46,position_r4,0.38480420161971046,0.3689547603622049,0.14197534199496986,0.8638723848060679,0.9297269160036626
t5,5,raw,46,position_r8,0.38480420161971046,0.36842905417730204,0.14177304804620175,0.8642600320380187,0.9299932805929129
t5,5,raw,46,cached_prefix_r4,0.38480420161971046,0.35509823983926203,0.1366432946779117,0.8739052400630579,0.9387051637187461
t5,5,raw,46,cached_prefix_r8,0.38480420161971046,0.3407263622272088,0.13111293578762936,0.8839055460834129,0.9419085028370154
t5,5,raw,47,mean,0.3880119638074411,0.4080886299153634,0.15834327070094817,0.8334636701338016,0.913690270877446
t5,5,raw,47,oracle_r4,0.3880119638074411,0.3564278903423372,0.13829828568747352,0.8729591589861109,0.9343999903735717
t5,5,raw,47,oracle_r8,0.3880119638074411,0.34739767869222155,0.1347944555315153,0.879314852839256,0.9377833491060323
t5,5,raw,47,position_r4,0.3880119638074411,0.41369566075180786,0.1605188657469259,0.8288559002751251,0.910447464829807
t5,5,raw,47,position_r8,0.3880119638074411,0.4116708814973059,0.15973322717211003,0.8305270853272311,0.9113975294235194
t5,5,raw,47,cached_prefix_r4,0.3880119638074411,0.3617498014138495,0.14036325085353957,0.8691370811770405,0.9323757902250314
