example_id,sub_q_idx,doc_rank,chunk_id,kind,doc_len,full_prompt_len,layer,head,diff_l2,base_l2,relative_l2,energy_share
0,0,0,1,key,50,876,0,0,0.0,656.9539794921875,0.0,0.0
0,0,0,1,key,50,876,0,1,0.0,198.73312377929688,0.0,0.0
0,0,0,1,key,50,876,0,2,0.0,599.3231811523438,0.0,0.0
0,0,0,1,key,50,876,0,3,0.0,460.460693359375,0.0,0.0
0,0,0,1,key,50,876,0,4,0.0,223.1583251953125,0.0,0.0
0,0,0,1,key,50,876,0,5,0.0,439.8925476074219,0.0,0.0
0,0,0,1,key,50,876,0,6,0.0,523.670654296875,0.0,0.0
0,0,0,1,key,50,876,0,7,0.0,611.4922485351562,0.0,0.0
0,0,0,1,key,50,876,1,0,0.0,213.08340454101562,0.0,0.0
0,0,0,1,key,50,876,1,1,0.0,149.07443237304688,0.0,0.0
0,0,0,1,key,50,876,1,2,0.0,152.57894897460938,0.0,0.0
0,0,0,1,key,50,876,1,3,0.0,151.493408203125,0.0,0.0
0,0,0,1,key,50,876,1,4,0.0,154.21327209472656,0.0,0.0
0,0,0,1,key,50,876,1,5,0.0,198.51499938964844,0.0,0.0
0,0,0,1,key,50,876,1,6,0.0,162.40333557128906,0.0,0.0
0,0,0,1,key,50,876,1,7,0.0,163.845947265625,0.0,0.0
0,0,0,1,key,50,876,2,0,0.0,155.12045288085938,0.0,0.0
0,0,0,1,key,50,876,2,1,0.0,170.48133850097656,0.0,0.0
0,0,0,1,key,50,876,2,2,0.0,151.1580047607422,0.0,0.0
0,0,0,1,key,50,876,2,3,0.0,208.76068115234375,0.0,0.0
0,0,0,1,key,50,876,2,4,0.0,220.94602966308594,0.0,0.0
0,0,0,1,key,50,876,2,5,0.0,195.70217895507812,0.0,0.0
0,0,0,1,key,50,876,2,6,0.0,121.84339904785156,0.0,0.0
0,0,0,1,key,50,876,2,7,0.0,143.06056213378906,0.0,0.0
0,0,0,1,key,50,876,3,0,0.0,151.51516723632812,0.0,0.0
