part,target,source,kind,context_index,rank,delta_norm2,base_norm2,error_norm2,prediction_norm2,target_prediction_dot,original_gap,delta_recovery_error,final_kv_error,explained_delta_energy,cosine
t1,1,preprocess,k,40,0,758029.3300318718,17338724.203125,426760.5951625109,366389.2645238936,348829.0035113096,0.20909056475334928,0.7503245408097085,0.1568857819861994,0.43701308345870016,0.6619088874074572
t1,1,preprocess,k,40,1,758029.3300318718,17338724.203125,356109.4903357029,439690.6864529252,420805.2697272897,0.20909056475334928,0.685407368399691,0.1433122137447983,0.5302167393434103,0.7288942624407706
t1,1,preprocess,k,40,2,758029.3300318718,17338724.203125,302087.0136625767,516029.6557146311,485985.99011591077,0.20909056475334928,0.6312814428731849,0.1319949934086634,0.6014837398839499,0.7770400691136788
t1,1,preprocess,k,40,4,758029.3300318718,17338724.203125,269251.4117052555,552467.5719330311,520622.7495471239,0.20909056475334928,0.595985905985843,0.12461502966761645,0.6448007998662338,0.8045012825844287
t1,1,preprocess,k,40,8,758029.3300318718,17338724.203125,235696.22583150864,579218.6398426294,550775.8818938732,0.20909056475334928,0.5576135379741362,0.11659172956912532,0.6890671422679666,0.8312097807437534
t1,1,preprocess,k,40,16,758029.3300318718,17338724.203125,200730.48017263412,585152.6447864175,571225.7538229227,0.20909056475334928,0.5145927423884387,0.10759648712397342,0.735194309481146,0.85768968755674
t1,1,preprocess,k,40,32,758029.3300318718,17338724.203125,186290.31132090092,594651.8426946402,583195.4374623895,0.20909056475334928,0.495737907506161,0.10365411905010681,0.754243927061413,0.8686398078529262
t1,1,preprocess,k,41,0,535333.589038372,17338346.5625,241703.46841275692,366389.2645238936,330009.6955960393,0.17571482612427453,0.6719379877122708,0.11806946667715656,0.5484993406691843,0.7451489308729198
t1,1,preprocess,k,41,1,535333.589038372,17338346.5625,232708.6916220188,384363.7747461796,343494.34425997734,0.17571482612427453,0.659316668314431,0.11585171373370622,0.5653015308827585,0.7572444847465335
t1,1,preprocess,k,41,2,535333.589038372,17338346.5625,224749.2788105011,400846.81437397003,355715.56695491076,0.17571482612427453,0.6479431554816825,0.11385321890387759,0.5801696672644403,0.7678942335048047
t1,1,preprocess,k,41,4,535333.589038372,17338346.5625,215644.46290278435,410396.04202234745,365042.59064793587,0.17571482612427453,0.634683062715394,0.11152322400905747,0.5971774099022074,0.7788067541031961
t1,1,preprocess,k,41,8,535333.589038372,17338346.5625,175798.28732967377,428191.8439516425,393863.5740355253,0.17571482612427453,0.5730533728779972,0.10069397377518632,0.6716098318331511,0.8226486233805215
t1,1,preprocess,k,41,16,535333.589038372,17338346.5625,153230.8163201809,421432.6527067423,401767.7191134691,0.17571482612427453,0.5350086586896713,0.09400895343663691,0.7137657351270789,0.845860416261589
t1,1,preprocess,k,41,32,535333.589038372,17338346.5625,137597.88673210144,433851.99599689245,415793.8545950651,0.17571482612427453,0.5069832780512811,0.08908447855069557,0.7429679557763774,0.8627699680732717
t1,1,preprocess,k,42,0,663232.7958004475,17344419.03125,243257.74578487873,366389.2645238936,393182.16146600246,0.19554788269824658,0.6056201861142236,0.11842774511395446,0.6332241901709732,0.7976078859320778
t1,1,preprocess,k,42,1,663232.7958004475,17344419.03125,182712.00815987587,461349.4125406742,470935.1129386425,0.19554788269824658,0.5248685477103051,0.10263693319965377,0.7245130076244752,0.8513597029939539
t1,1,preprocess,k,42,2,663232.7958004475,17344419.03125,147228.4716172032,516473.7330060005,516239.05119276047,0.19554788269824658,0.4711540246085351,0.0921331719369566,0.7780138850951799,0.8820510835690119
t1,1,preprocess,k,42,4,663232.7958004475,17344419.03125,130314.11080448702,530555.5148293972,531737.1020870209,0.19554788269824658,0.44326427013564346,0.08667938950080868,0.8035167868211153,0.8963931955569818
t1,1,preprocess,k,42,8,663232.7958004475,17344419.03125,103134.52761477418,543805.7232475281,551951.9982879162,0.19554788269824658,0.39433837753548057,0.07711203479372503,0.8444972440026848,0.9190654208226421
t1,1,preprocess,k,42,16,663232.7958004475,17344419.03125,64871.011509995675,587330.6987178326,592846.2491393089,0.19554788269824658,0.31274641368630846,0.06115689901782754,0.9021896807263524,0.9498777815026682
t1,1,preprocess,k,42,32,663232.7958004475,17344419.03125,58645.5886221151,595829.9146165848,600208.5709247589,0.19554788269824658,0.2973614584806684,0.05814840360195726,0.9115761630102497,0.954790401182234
t1,1,preprocess,k,43,0,842911.1205134392,17335506.171875,666313.239844799,366389.2645238936,271493.5874735117,0.22050712570017159,0.8890953312157569,0.1960518559598286,0.20950949201034352,0.4885368349869834
t1,1,preprocess,k,43,1,842911.1205134392,17335506.171875,484839.4468808174,509117.62643635273,433594.6656137407,0.22050712570017159,0.758417039460355,0.1672363614534365,0.4248035942561903,0.6618871842800842
t1,1,preprocess,k,43,2,842911.1205134392,17335506.171875,366343.91844952106,617238.2045670152,546902.7075192332,0.22050712570017159,0.6592552567179983,0.14537048176161455,0.5653825064896861,0.7582157158850903
t1,1,preprocess,k,43,4,842911.1205134392,17335506.171875,343932.4596993923,628062.1183626056,563520.401116252,0.22050712570017159,0.6387717353928706,0.14085371934999247,0.5919706700631805,0.7744929196438102
t1,1,preprocess,k,43,8,842911.1205134392,17335506.171875,314086.95153713226,628686.3272930384,578755.2581671476,0.22050712570017159,0.6104274506855817,0.13460360259916085,0.6273783274495017,0.7950364684816741
t1,1,preprocess,k,43,16,842911.1205134392,17335506.171875,282427.90907752514,629233.718886733,594858.4770097136,0.22050712570017159,0.5788458362021656,0.12763963156445188,0.6649374979114158,0.8168019567791545
t1,1,preprocess,k,43,32,842911.1205134392,17335506.171875,262516.1319539547,640951.4311539531,610673.2245126963,0.22050712570017159,0.5580679820256541,0.123057966661772,0.6885601274378143,0.8308170984321961
t1,1,preprocess,k,44,0,725495.4760372639,17344419.03125,265202.5665551424,366389.2645238936,413341.09301507473,0.20452079663125777,0.6046046834587887,0.1236542315079809,0.6344531767396979,0.8017147229852798
t1,1,preprocess,k,44,1,725495.4760372639,17344419.03125,213994.45185494423,449108.96869301796,480304.9924247265,0.20452079663125777,0.5431051268882864,0.11107629320571268,0.7050368211476583,0.8414414125146608
t1,1,preprocess,k,44,2,725495.4760372639,17344419.03125,184157.807859879,496313.02353334427,518825.3501429558,0.20452079663125777,0.503822680306637,0.10304221593720891,0.7461627068086363,0.864621434524564
t1,1,preprocess,k,44,4,725495.4760372639,17344419.03125,173958.31238834932,505688.218259573,528612.6854000092,0.20452079663125777,0.48967196313338335,0.10014809998803145,0.7602213685210985,0.8727277972556665
t1,1,preprocess,k,44,8,725495.4760372639,17344419.03125,131298.761387052,546306.7257499695,570251.7201507092,0.20452079663125777,0.42541515803400226,0.08700624702012656,0.8190219433149049,0.9057972045103339
t1,1,preprocess,k,44,16,725495.4760372639,17344419.03125,85335.87221632502,614786.5369746685,627473.0678038597,0.20452079663125777,0.34296394142736025,0.07014325851651974,0.8823757348806103,0.9395406205815746
t1,1,preprocess,k,44,32,725495.4760372639,17344419.03125,69656.71358206078,640783.2573900223,648311.0109882355,0.20452079663125777,0.30985901495947554,0.06337261258288876,0.9039873908483436,0.9508466167131676
t1,1,preprocess,k,45,0,825186.8434109688,17338878.0625,321567.80983781815,366389.2645238936,435004.1566015482,0.21815524116210733,0.6242522787030835,0.13618390640646624,0.6103090925340077,0.7911264219005818
t1,1,preprocess,k,45,1,825186.8434109688,17338878.0625,298064.484659791,410360.1024566889,468741.23531883955,0.21815524116210733,0.6010062221585741,0.13111265733493077,0.6387915209266787,0.8055165131318412
t1,1,preprocess,k,45,2,825186.8434109688,17338878.0625,282353.38804376125,444689.3269738853,493761.389629364,0.21815524116210733,0.5849521669267519,0.1276103810442028,0.6578309624076975,0.8151032524979577
t1,1,preprocess,k,45,4,825186.8434109688,17338878.0625,266877.89429581165,475142.6360067725,516725.7905161977,0.21815524116210733,0.5686959738585075,0.12406400732502217,0.6765848893171238,0.8252242648010161
t1,1,preprocess,k,45,8,825186.8434109688,17338878.0625,235764.02439653873,534494.2437722385,561958.532232523,0.21815524116210733,0.534518351744581,0.11660797993041117,0.7142901316482564,0.8461680163668586
t1,1,preprocess,k,45,16,825186.8434109688,17338878.0625,210222.04428601265,581677.169072628,598320.9961226285,0.21815524116210733,0.5047344872214947,0.11011047378263775,0.7452430974092548,0.8636088550141634
t1,1,preprocess,k,45,32,825186.8434109688,17338878.0625,191069.600081563,604748.0683221817,619432.6652251482,0.21815524116210733,0.48119338648347476,0.10497485927391355,0.7684529248045653,0.8768609128750018
t1,1,preprocess,k,46,0,830103.5830008984,17338460.46875,390969.7900528908,366389.2645238936,402761.5260964036,0.2188068318345384,0.6862865006266854,0.15016417493293696,0.5290108390575786,0.7303154082855042
t1,1,preprocess,k,46,1,830103.5830008984,17338460.46875,319479.198923707,444749.68550264835,477687.03939819336,0.2188068318345384,0.6203762298812943,0.13574255740578128,0.6151333333982715,0.7861754702807199
t1,1,preprocess,k,46,2,830103.5830008984,17338460.46875,261351.56656193733,530693.8644571304,549722.94366014,0.2188068318345384,0.5611079339837589,0.12277424935220961,0.6851578864204776,0.8282390175933587
t1,1,preprocess,k,46,4,830103.5830008984,17338460.46875,245590.85982239246,551584.4967601299,568048.6136010289,0.2188068318345384,0.5439261712428918,0.11901476228154774,0.7041443202370484,0.839485761495516
t1,1,preprocess,k,46,8,830103.5830008984,17338460.46875,230839.9261610508,575136.8804278374,587200.274615407,0.2188068318345384,0.5273383052708909,0.11538522388131829,0.7219143117940247,0.8498347725543404
t1,1,preprocess,k,46,16,830103.5830008984,17338460.46875,215696.08856582642,592567.2638890743,603487.3917278051,0.2188068318345384,0.5097473663346064,0.11153620626367505,0.7401576225149327,0.8604650384006605
t1,1,preprocess,k,46,32,830103.5830008984,17338460.46875,194508.7301814556,617735.178604126,626665.0260878205,0.2188068318345384,0.4840646909310345,0.10591666142558466,0.765681374993842,0.8751210820524413
t1,1,preprocess,k,47,0,897548.3502275944,17337397.875,654936.1094620228,366389.2645238936,304500.76137280464,0.22752911026190767,0.8542215851336009,0.19436027723196464,0.27030548349183814,0.5309921325124113
t1,1,preprocess,k,47,1,897548.3502275944,17337397.875,520701.16302633286,462427.51415491104,419637.36117619276,0.22752911026190767,0.7616673641104268,0.1733014976715779,0.41986282644907447,0.6513634535149853
t1,1,preprocess,k,47,2,897548.3502275944,17337397.875,415050.65969729424,544301.1847385168,513399.44547748566,0.22752911026190767,0.6800199089686676,0.1547243248480244,0.537572923406245,0.7345254179282263
t1,1,preprocess,k,47,4,897548.3502275944,17337397.875,293618.4661245346,625937.094096303,614933.5019475222,0.22752911026190767,0.571956179172902,0.13013668055601063,0.6728661291059352,0.8204155496977844
t1,1,preprocess,k,47,8,897548.3502275944,17337397.875,269971.0258036852,657048.7710826397,642313.0504007936,0.22752911026190767,0.5484406689211434,0.12478621743107327,0.6992128326733287,0.8364096134996489
t1,1,preprocess,k,47,16,897548.3502275944,17337397.875,246062.39170730114,695778.9450971484,673632.4581335187,0.22752911026190767,0.523592833918844,0.11913261164106538,0.7258505442688338,0.8524294338296656
t1,1,preprocess,k,47,32,897548.3502275944,17337397.875,220966.10396277905,707300.4268515706,691941.3530834913,0.22752911026190767,0.4961738852937093,0.11289400265607152,0.7538114755525449,0.8684371629668197
t1,1,preprocess,k,48,0,768602.6015286446,17345651.90625,320718.90703582764,366389.2645238936,407136.47894370556,0.2105017020289453,0.6459685237690432,0.1359774737105088,0.582724666299643,0.767216123687698
t1,1,preprocess,k,48,1,768602.6015286446,17345651.90625,250154.1895954609,474597.6172437668,496523.0202341676,0.2105017020289453,0.5704964750622719,0.12009047900212198,0.6745337719415225,0.8221019657239478
t1,1,preprocess,k,48,2,768602.6015286446,17345651.90625,204843.90756690502,546940.5351696014,555349.6160915494,0.2105017020289453,0.5162506373443532,0.10867163783451413,0.7334852794415492,0.8565357521358336
t1,1,preprocess,k,48,4,768602.6015286446,17345651.90625,191857.3650393486,569425.7495801449,573085.4967502356,0.2105017020289453,0.49961827173068607,0.10517049656406952,0.7503815825528424,0.8662633520850345
t1,1,preprocess,k,48,8,768602.6015286446,17345651.90625,178429.18213570118,588921.690888524,589547.5530273914,0.2105017020289453,0.48181688701915826,0.10142327478382086,0.7678524873831677,0.8762724161162807
t1,1,preprocess,k,48,16,768602.6015286446,17345651.90625,158487.66280770302,604708.7137774229,607411.827290535,0.2105017020289453,0.45409508938488197,0.0955877891985037,0.793797649796536,0.8909620494263183
t1,1,preprocess,k,48,32,768602.6015286446,17345651.90625,135764.17973056436,629690.8586390018,631264.6458184719,0.2105017020289453,0.42028285613413785,0.08847025654982238,0.8233623208397316,0.9073959736352047
t1,1,preprocess,k,49,0,762764.7020671368,17337813.0,465018.286093235,366389.2645238936,332067.8417440653,0.209748148749195,0.78079985126601,0.1637713233466924,0.39035159226297655,0.6281453596752331
t1,1,preprocess,k,49,1,762764.7020671368,17337813.0,377632.9918179512,438865.78770673275,411998.750854671,0.209748148749195,0.7036224228933299,0.14758350062029915,0.50491548600172,0.7120897632110005
t1,1,preprocess,k,49,2,762764.7020671368,17337813.0,314939.0056680441,516942.7689642906,482384.24537691474,0.209748148749195,0.6425662815377298,0.13477708800119284,0.5871085738307751,0.7682040444615066
t1,1,preprocess,k,49,4,762764.7020671368,17337813.0,294245.0062428713,553126.8534583449,510823.2772810161,0.209748148749195,0.6210967501655038,0.13027389354135568,0.6142388269338497,0.7864353266267459
t1,1,preprocess,k,49,8,762764.7020671368,17337813.0,271573.5454547405,550822.39437145,521006.7826024294,0.209748148749195,0.596689557471802,0.12515453005768687,0.6439615720041051,0.8037894267693146
t1,1,preprocess,k,49,16,762764.7020671368,17337813.0,252363.92665433884,556044.9476922154,533222.8703338504,0.209748148749195,0.5751992941652617,0.12064698711300727,0.6691457719917848,0.818763596842781
t1,1,preprocess,k,49,32,762764.7020671368,17337813.0,228025.76290094852,569968.5417842865,552353.7396817207,0.209748148749195,0.5467599121507363,0.1146818793838894,0.7010535984649192,0.8377155207464954
t1,1,preprocess,v,40,0,2083576.6825703147,16601059.871459961,1035627.2579661324,1358509.1473088115,1203229.2819717326,0.3542720059340561,0.7050127838586147,0.24976629314674453,0.5029569745959264,0.7151750658547477
t1,1,preprocess,v,40,1,2083576.6825703147,16601059.871459961,795648.2262253314,1382057.3433524135,1334992.9414757255,0.3542720059340561,0.6179535125402116,0.21892363046161664,0.6181334563392147,0.7867037018278799
t1,1,preprocess,v,40,2,2083576.6825703147,16601059.871459961,725956.3122243881,1403885.204692221,1380752.8089650634,0.3542720059340561,0.5902697111887041,0.20911603462493814,0.6515816680532038,0.8073194070776138
t1,1,preprocess,v,40,4,2083576.6825703147,16601059.871459961,664993.7753705084,1548659.552459574,1483621.2226391796,0.3542720059340561,0.5649422376533498,0.20014321977032648,0.680840268115226,0.8259244351269275
t1,1,preprocess,v,40,8,2083576.6825703147,16601059.871459961,579948.31199269,1616796.011316872,1560212.1711305145,0.3542720059340561,0.5275819151629391,0.18690750337930545,0.7216573227930053,0.8500633704225193
t1,1,preprocess,v,40,16,2083576.6825703147,16601059.871459961,540674.6078538895,1649082.9069880012,1595992.5399516586,0.3542720059340561,0.5094050460567184,0.18046794749944386,0.7405064990519525,0.8610034024093285
t1,1,preprocess,v,40,32,2083576.6825703147,16601059.871459961,498054.3131966889,1707427.753341532,1646475.053802109,0.3542720059340561,0.48891527778733485,0.1732089961935254,0.7609618511461331,0.8729296449443393
t1,1,preprocess,v,41,0,1922439.508377171,16601059.871459961,648455.2447439744,1358509.1473088115,1316246.6854391494,0.3402972454131795,0.5807826874855073,0.19763874873498163,0.6626914699171115,0.8144785766374434
t1,1,preprocess,v,41,1,1922439.508377171,16601059.871459961,602763.6891998649,1504465.5349482063,1412070.6655529502,0.3402972454131795,0.5599473576438481,0.19054854338258997,0.6864589566676725,0.8303075135222799
t1,1,preprocess,v,41,2,1922439.508377171,16601059.871459961,574633.9451620281,1492546.9599197868,1420176.2733884815,0.3402972454131795,0.5467254580396316,0.18604916736814547,0.701091273531355,0.8384012343290022
t1,1,preprocess,v,41,4,1922439.508377171,16601059.871459961,543436.4065079242,1498968.7988463405,1438985.9348577026,0.3402972454131795,0.531677183517884,0.18092828100017347,0.7173193725264904,0.847683853536211
t1,1,preprocess,v,41,8,1922439.508377171,16601059.871459961,475901.42206010595,1528754.4770518306,1487646.2806538108,0.3402972454131795,0.4975447633914646,0.16931311245186756,0.7524492084217316,0.8677696730491433
t1,1,preprocess,v,41,16,1922439.508377171,16601059.871459961,447060.33207080513,1522957.9683536056,1499168.6218541625,0.3402972454131795,0.4822327779960267,0.1641024859999932,0.7674515478262348,0.8761534660327203
t1,1,preprocess,v,41,32,1922439.508377171,16601059.871459961,401396.2474906873,1564158.4915815357,1542600.8962248329,0.3402972454131795,0.45694119431373315,0.15549582974077178,0.7912047449391392,0.8895837875600306
t1,1,preprocess,v,42,0,2030257.5693157676,16601059.871459961,477026.86096123,1358509.1473088115,1455869.952022592,0.34970968599609265,0.4847254785443359,0.16951319489604547,0.7650412104499645,0.876628790884231
t1,1,preprocess,v,42,1,2030257.5693157676,16601059.871459961,352570.09057347476,1648323.7837434772,1663005.6557260517,0.34970968599609265,0.4167227059092373,0.14573196663096144,0.8263421863796834,0.909069096854922
t1,1,preprocess,v,42,2,2030257.5693157676,16601059.871459961,327085.9468892962,1649372.0606082443,1676271.8797276977,0.34970968599609265,0.4013796717527642,0.14036635897387392,0.8388943591036433,0.9160297396359346
t1,1,preprocess,v,42,4,2030257.5693157676,16601059.871459961,302824.12070273235,1700692.9143761161,1714063.2044585708,0.34970968599609265,0.3862065750728303,0.13506018009834586,0.8508444813705143,0.9224403921911799
t1,1,preprocess,v,42,8,2030257.5693157676,16601059.871459961,270701.6961795427,1707727.5895391467,1733641.7890904907,0.34970968599609265,0.3651488349744947,0.1276960844207696,0.8666663283167693,0.9310532071871795
t1,1,preprocess,v,42,16,2030257.5693157676,16601059.871459961,244082.81477966532,1747117.5191474918,1766646.2080667976,0.34970968599609265,0.34673128756801663,0.121255289700432,0.8797774142214254,0.9380218549373974
t1,1,preprocess,v,42,32,2030257.5693157676,16601059.871459961,214442.58285876736,1764883.8121000293,1790349.4324954513,0.34970968599609265,0.32499744411855436,0.11365475413223232,0.8943766613164071,0.9458105933478212
t1,1,preprocess,v,43,0,2436415.1535323625,16601059.871459961,2055838.0803163364,1358509.1473088115,869543.1085832516,0.38309610641164715,0.9185838531569603,0.35190589755703977,0.1562037047193119,0.4779518951800594
t1,1,preprocess,v,43,1,2436415.1535323625,16601059.871459961,1610945.2212907076,1496860.0438750747,1161164.9857085708,0.38309610641164715,0.8131389047689366,0.31151034838881075,0.33880512155117426,0.6080337518604123
t1,1,preprocess,v,43,2,2436415.1535323625,16601059.871459961,1580630.9049056172,1484543.2686646942,1170163.7718184951,0.38309610641164715,0.8054518596711192,0.30856547134202617,0.35124730175233576,0.6152825131042842
t1,1,preprocess,v,43,4,2436415.1535323625,16601059.871459961,1519161.1722634882,1461871.45606885,1189562.6974850658,0.38309610641164715,0.7896348001359099,0.3025060174192063,0.37647688241432153,0.6303142096968075
