target,source,kind,layer,rank,subspace_overlap
1,raw,k,0,1,0.004251266364008188
1,raw,k,0,2,0.006027882918715477
1,raw,k,0,4,0.0516599602997303
1,raw,k,0,8,0.07495461404323578
1,raw,k,0,16,0.07625630497932434
1,raw,k,0,32,0.08639850467443466
1,raw,k,1,1,0.5057375431060791
1,raw,k,1,2,0.32437166571617126
1,raw,k,1,4,0.2725852131843567
1,raw,k,1,8,0.29020488262176514
1,raw,k,1,16,0.17087581753730774
1,raw,k,1,32,0.09353340417146683
1,raw,k,2,1,0.10023783892393112
1,raw,k,2,2,0.2557792663574219
1,raw,k,2,4,0.3644048273563385
1,raw,k,2,8,0.3348710834980011
1,raw,k,2,16,0.21643653512001038
1,raw,k,2,32,0.13136360049247742
1,raw,k,3,1,0.744317889213562
1,raw,k,3,2,0.5382598638534546
1,raw,k,3,4,0.4251614212989807
1,raw,k,3,8,0.3641888499259949
1,raw,k,3,16,0.23143541812896729
1,raw,k,3,32,0.1336929351091385
1,raw,k,4,1,0.6877922415733337
1,raw,k,4,2,0.4743870496749878
1,raw,k,4,4,0.38526785373687744
1,raw,k,4,8,0.33785280585289
1,raw,k,4,16,0.20749269425868988
1,raw,k,4,32,0.11689445376396179
1,raw,k,5,1,0.1711765080690384
1,raw,k,5,2,0.4151252806186676
1,raw,k,5,4,0.3046577572822571
1,raw,k,5,8,0.2979734539985657
1,raw,k,5,16,0.18471163511276245
1,raw,k,5,32,0.11084309965372086
1,raw,k,6,1,0.32417646050453186
1,raw,k,6,2,0.4487855136394501
1,raw,k,6,4,0.3683250844478607
1,raw,k,6,8,0.32484692335128784
1,raw,k,6,16,0.21425414085388184
1,raw,k,6,32,0.12470164149999619
1,raw,k,7,1,0.254042387008667
1,raw,k,7,2,0.4231787919998169
1,raw,k,7,4,0.30607736110687256
1,raw,k,7,8,0.27267369627952576
1,raw,k,7,16,0.16925236582756042
1,raw,k,7,32,0.09935249388217926
1,raw,k,8,1,0.11338859796524048
1,raw,k,8,2,0.40215712785720825
1,raw,k,8,4,0.29638758301734924
1,raw,k,8,8,0.2554071843624115
1,raw,k,8,16,0.15580421686172485
1,raw,k,8,32,0.09112097322940826
1,raw,k,9,1,0.13010479509830475
1,raw,k,9,2,0.43012386560440063
1,raw,k,9,4,0.30296027660369873
1,raw,k,9,8,0.27377551794052124
1,raw,k,9,16,0.16649244725704193
1,raw,k,9,32,0.09663732349872589
1,raw,k,10,1,0.3501843214035034
1,raw,k,10,2,0.4164094030857086
1,raw,k,10,4,0.2995370924472809
1,raw,k,10,8,0.2668713331222534
1,raw,k,10,16,0.1607849895954132
1,raw,k,10,32,0.09210330992937088
1,raw,k,11,1,0.4347328841686249
1,raw,k,11,2,0.4369189739227295
1,raw,k,11,4,0.344303160905838
1,raw,k,11,8,0.29004281759262085
1,raw,k,11,16,0.17317819595336914
1,raw,k,11,32,0.09994985163211823
1,raw,k,12,1,0.441400408744812
1,raw,k,12,2,0.43216150999069214
1,raw,k,12,4,0.36430060863494873
1,raw,k,12,8,0.3035605549812317
1,raw,k,12,16,0.18229582905769348
1,raw,k,12,32,0.10484416037797928
1,raw,k,13,1,0.447398841381073
1,raw,k,13,2,0.4248964786529541
1,raw,k,13,4,0.3231876492500305
1,raw,k,13,8,0.2834867238998413
1,raw,k,13,16,0.17619304358959198
1,raw,k,13,32,0.10062724351882935
1,raw,k,14,1,0.3471410572528839
1,raw,k,14,2,0.43782636523246765
1,raw,k,14,4,0.3150464594364166
1,raw,k,14,8,0.2782742977142334
1,raw,k,14,16,0.16777727007865906
1,raw,k,14,32,0.09522629529237747
1,raw,k,15,1,0.4648573398590088
1,raw,k,15,2,0.4320376515388489
1,raw,k,15,4,0.36813297867774963
1,raw,k,15,8,0.28860631585121155
1,raw,k,15,16,0.17548534274101257
1,raw,k,15,32,0.10011112689971924
1,raw,k,16,1,0.4670160412788391
1,raw,k,16,2,0.4213738739490509
1,raw,k,16,4,0.3755207657814026
1,raw,k,16,8,0.2943400740623474
1,raw,k,16,16,0.17412179708480835
1,raw,k,16,32,0.1000838428735733
1,raw,k,17,1,0.4989926815032959
1,raw,k,17,2,0.42868876457214355
1,raw,k,17,4,0.387285053730011
1,raw,k,17,8,0.3071044981479645
1,raw,k,17,16,0.18191979825496674
1,raw,k,17,32,0.10375401377677917
1,raw,k,18,1,0.5487300157546997
1,raw,k,18,2,0.44705072045326233
1,raw,k,18,4,0.3892180919647217
1,raw,k,18,8,0.29941779375076294
1,raw,k,18,16,0.17710204422473907
1,raw,k,18,32,0.09963728487491608
1,raw,k,19,1,0.5876781344413757
1,raw,k,19,2,0.4753285348415375
1,raw,k,19,4,0.4050004184246063
1,raw,k,19,8,0.3060797452926636
1,raw,k,19,16,0.18377545475959778
1,raw,k,19,32,0.102915920317173
1,raw,k,20,1,0.7142569422721863
1,raw,k,20,2,0.46852993965148926
1,raw,k,20,4,0.4379461407661438
1,raw,k,20,8,0.3284895420074463
1,raw,k,20,16,0.1988411545753479
1,raw,k,20,32,0.11248563975095749
1,raw,k,21,1,0.6615516543388367
1,raw,k,21,2,0.5964765548706055
1,raw,k,21,4,0.4298473596572876
1,raw,k,21,8,0.3244834244251251
1,raw,k,21,16,0.19954052567481995
1,raw,k,21,32,0.11165586113929749
1,raw,k,22,1,0.5551767945289612
1,raw,k,22,2,0.5463738441467285
1,raw,k,22,4,0.42829686403274536
1,raw,k,22,8,0.31822603940963745
1,raw,k,22,16,0.1998559832572937
1,raw,k,22,32,0.11202813684940338
1,raw,k,23,1,0.6622545123100281
1,raw,k,23,2,0.4869466722011566
1,raw,k,23,4,0.44887152314186096
1,raw,k,23,8,0.33289477229118347
1,raw,k,23,16,0.20534533262252808
1,raw,k,23,32,0.11452741175889969
1,raw,k,24,1,0.6230144500732422
1,raw,k,24,2,0.601256251335144
1,raw,k,24,4,0.42968225479125977
1,raw,k,24,8,0.3319435715675354
1,raw,k,24,16,0.20549795031547546
1,raw,k,24,32,0.11667361855506897
1,raw,k,25,1,0.7535948753356934
1,raw,k,25,2,0.5410866737365723
1,raw,k,25,4,0.4285374879837036
1,raw,k,25,8,0.31711170077323914
1,raw,k,25,16,0.1965370774269104
